Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/28/2025,748.311(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/11/2025,09/09/2025,Individual Standards Evaluated,Medium,Yes,Several Serious Incident reports did not have the facility address and the telephone number.,"Operation provided its written correction via email. In its correction, the operation stated that all future incident reports will be reviewed for completeness to ensure the facility name, physical address, and telephone number are documented in accordance with regulatory standards.  "
12/10/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/02/2025,12/26/2024,Individual Standards Evaluated,Medium,No,It was determined that a staff members name was forged on a document.,"Licensed Child Care Administrator conducted a training on December 23, 2024, to review Subchapter C Division 2 of the Minimum Standards for General Residential Operations.  In addition, the organization will review the HM plan to ensure that Administration, Quality Support, Crisis Counselors and Supervisor staff are refreshed on the policies that govern record keeping, and debriefing forms.  The signature page along with certificates for this training will be kept on file for inspectors to review."
10/16/2024,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/03/2024,12/03/2024,Individual Standards Evaluated,Medium High,Yes,"Child was prescribed 2 medications during her visit with the doctor, operation staff confirmed during interview that he received the medication from the pharmacy but did not administer medications to the child because they were waiting for approval from CVS caseworker","Operation provided written correction via email on 12-3-24. In its correction, it stated that the Licensed Child Care Administrator, conduct a training on December 9, 2024, to review Subchapter L Division 1-4 of the Minimum Standards for General Residential Operations.  In addition, the organization will review the HM plan to ensure that employees are refreshed on the policies that govern medications.  The signature page along with certificates for this training will be kept on file for inspectors to review. Follow up by inspection was conducted on 12-20-24 and the operation provided me with sign in sheet for the training conducted on December 9th, 2024, which covers SUB Chapter L"
10/07/2024,748.930(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/11/2024,10/11/2024,Individual Standards Evaluated,Medium High,Yes,"During the review of one staff file, the last Truama Training taken by staff  was 4-12-23. No Evidence that the Truama training has been taken in 2024 by staff ","The operation sent its written correction via email. In its correction, it stated that all staff will complete Trauma training online latest 10-11-24."
09/10/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/11/2024,10/11/2024,Individual Standards Evaluated,Medium,Yes,"According to information in the Serious Incident report, it stated that victim child did not need any medical care. However, child was taken to HCA ER and was prescribed pain medications to be administered as needed and also recommended to follow up with PCP","Operation sent its written correction via email. In its correction, it stated that to alleviate the mistakes the agency will continue to complete a system review regularly, to ensure their accuracy, completeness and relevance. It stated that the review should help to update, correct and delete any records that are no longer valid, useful or necessary. Training was completed on 10-8-24 which addressed the importance of accurate records."
07/18/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/18/2024,,Individual Standards Evaluated,Medium,Yes,"During the review of one staff file, different dates of hire was noticed in the staff file. One of the date of hire is 8-14-23 while the other date of hire says 8-28-23. Also, during the review of one childs file, 2 dates of birth was noticed. One of the date says 4-13-24 while the other says 4-13-10. Both errors were corrected at inspection. ",
02/28/2024,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/28/2024,,Individual Standards Evaluated,Medium,Yes,"During the review of one childs file today,  date of birth in the childs initial service plan and pre liminary service plan has it as January 16th while the date of birth for the child in the childs biography cover page has it as January 6th but has same year of birth. ",
02/13/2024,748.363(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/20/2024,02/28/2024,Individual Standards Evaluated,Medium,Yes,"During the review of one staff file today, the job description for the staff was misssing in the file. Inspector was not able to locate job description in the file. The administrator also reviewed the staff file in presence of the inspector and did not find the staff job description. ","Follow up by email was sent on 2-24-24. In the email, the operation stated that Unity Childrens Home understands the importance of personnel records having all required information according to minimum standards. The administrative team and quality assurance staff is actively completing an audit of each staff members file to ensure compliance. The audit is being conducted effective 1/15/2024 through 1/22/2024. Documentation of any missing documents will be noted with a comply by date immediately upon notification. 

Follow up by inspection was completed and copy of staff audit completed on 2-15-24, 2-16-24, 2-20-24 and 2-24-24."
12/19/2023,748.303(a)(5)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/13/2024,03/18/2024,Individual Standards Evaluated,Medium High,Yes,"Victim Child alleged that staff were aware of the incident where residents had nonconsensual sex inside the facility and did not report it., did not take her to the hospital and did not notify law enforcement. ","The operation provided a written correction via email. In its correction, the operation stated that Unity staff participated in a training covering reporting SIR timely on 2-9-24. Follow up by inspection was completed on 4-10-24 at the facility. Copy of the SIR training sign in sheet with training date 2-9-24 was provided to me and copy taken."
12/19/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/13/2024,03/18/2024,Individual Standards Evaluated,High,Yes,"During forensic interview, victim child alleged to have been chock by the aggressors during while sexually been assaulted. Victin child stated alleged to not been able to breath while being chocked.  ","The operation provided a written correction. In its correction, the operation stated that staff participated in a training on 1-25-24 which covers the area of supervision. Follow up by inspection was completed on 4-10-24. Copy of sign in sheet for SIR training conducted on 2-9-24 was provided to me and photo taken. "
