Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/16/2025,745.621(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/10/2025,06/10/2025,Individual Standards Evaluated,High,Yes,A staff member working at the operation had not had a background check completed. ,"The Administrator provided a CAP stating all transactions done during their absence will be reviewed immediately upon their return. Ayanti will conduct monthly audit and review of all files to determine compliance, instead of doing so quarterly. Lastly, all onboarding requirements including background checks have been uploaded into ECP (Ayanti electronic system). The system will automatically generate notifications and alerts for missing documents. Candidates will not be activated until all requirements are met. 

In addition, the worker had been on suspension without pay due to non-compliance with training requirements even before the issue was brought to their attention. The worker was facing termination; and as of 6/7/2025, was terminated."
08/19/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/10/2024,10/10/2024,Individual Standards Evaluated,High,Yes,Interviews completed confirmed that overnight caregiver fell asleep while on shift. ,Ayanti submitted a plan to maintain 24 hour awake supervision. Documents uploaded to document library.
07/25/2024,748.2203(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/26/2024,08/08/2024,Individual Standards Evaluated,Medium High,Yes,Mutiple children have missed medication doses and there was no medical error documentation.,"Mutiple children have missed medication doses and there was no medical error documentation.

Corrected: Staff responsible for improper documentation has been terminated and all documentation following investigation has been correctly input according to operations training standard. Documentation submitted in document library."
07/16/2024,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/26/2024,08/08/2024,Individual Standards Evaluated,Medium High,Yes,Three children in care are not receiving their medication as prescribed due to medication running out. ,"Three children in care are not receiving their medication as prescribed due to medication running out. 

Corrected: Medicaid prohibits early refills. Solution is to have the operation billed for necessary refills until medicaid reimburses. Documentation submitted in document library."
01/09/2024,748.3351(1) - Physical Site,Physical Site,No,01/23/2024,06/02/2024,P:Physical Site,Medium High,Yes,"It was found that a shower rod was rusted, and a toilet handle was missing in a bathroom accessible to children.","The rusted shower rod was changed. In addition, to the broken handle in the hallway bathroom was also replaced. Staff are now required to conduct a thorough walk through each shift, that includes bathroom, closet, etc., to identify issues with items that are not working properly, in order to report them in a timely manner."
01/09/2024,748.3701(a) - Recreation Activities,Recreation Activities,No,01/23/2024,02/28/2024,Q:Recreation Activities,Medium Low,No,"The operation recreational activity calendar does not have indoor and outdoor recreational activities daily, some days only have indoor activities. In addition, the recreation should be planned according to the children's needs, interests and abilities. ","The Recreation plan was updated to reflect indoor/outdoor activities for each day. In addition, a disclaimer was added to address recreational needs for children with special circumstances. The plan will be modified as needed."
01/09/2024,748.3443(b)(1) - Physical Site,Physical Site,No,01/23/2024,02/28/2024,P:Physical Site,Medium,Yes,The thermometer observed in the refrigerator indicated the temperature was at 49 degrees Fahrenheit.,New thermometers were placed in each refrigerator and freezer. Staff has been re-education to revert back to the facility policy on checking thermometers.
01/09/2024,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/23/2024,06/02/2024,Individual Standards Evaluated,Medium,No,Multiple employees were inactivated more than 7 days after being terminated. ,"After further review of this element, it was determined that the validation for the employee in question was done in a timely manner, however, there was an error on the termination date noted on file. The employee background check first cleared on a provisional basis, then conditional. Her actual  start date was indeed in May 2023, however, it was mistakenly recorded that the employees termination date was May 2023 (start date), instead of November 2023 which was her actual termination date. Close attention will be paid when updating information in the internal records to avoid errors like these from happening again."
01/09/2024,748.3233(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/23/2024,02/28/2024,Individual Standards Evaluated,Medium High,Yes,The emergency evacuation plans posted upstairs did not have a designated location indicated as to where the caregivers and children meet. The diagram also does not indicate where one is standing to follow the emergency evacuation plan. ,meeting point was indicated on revised evacuation plan diagram. each room on each floor reflect the new diagram.
01/09/2024,748.1703(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/23/2024,02/28/2024,Individual Standards Evaluated,Low,No,"The operation menu is not maintained daily there is a generic ""summer menu"" and also does not include any alternatives.","An adjustment was made to the menu to reflect the food being served each dday, on a monthly basis. Staff has been educated on the new process. In addition, menu was place on the refrigerator for staff to check the daily meals."
