Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/18/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/27/2025,08/01/2025,Individual Standards Evaluated,Medium High,Yes,"During the course of this investigation when reviewing documents, it was stated by caregiver and residents that the caregiver used inappropriate language around children in care.",The operation came into compliance by conducting a meeting on 7/30/2025 regarding profane language and prudent parent standard and provided meeting notes with all staff signatures.
06/11/2024,748.303(a)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/24/2024,08/22/2024,Individual Standards Evaluated,Medium High,Yes,"Two children went from a verbal altercation to a physical altercation. One child
required a hospital visit. There was no reported called in to Licensing. ","The operation came into compliance by having a meeting with the team that covers IRs and being on call covered reasons for calling in incidents, looking at specific standards, and how they should be documented in the Incident Reports. the operation also required staff to take trainings that address different areas of building connections with clients and managing the milieu and building 
positive culture amongst staff and clients. The operation also requires all staff on the Wedgwood Campus to take 3 trainings for EBI Refresher."
04/23/2024,748.1101(b)(3)(E) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/27/2024,05/10/2024,Individual Standards Evaluated,Medium,Yes,"At the time of inspection, there were no visible policies regarding the BARK app. The electronic rules and agreement did not reference the installation of the BARK app on the electronic devices of children in care. Additionally, the children's services plans did not stipulate the requirement for the BARK app to be installed on all such devices. The electronic rules and agreement were brought in compliance after the investigation intake on 4/23/2024 when the agreement form was updated.",The operation came into compliance by submitting signed Electronic Rules and Agreement forms signed by all children in care.
12/20/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/30/2024,01/31/2024,Individual Standards Evaluated,High,Yes,A caregiver who was responsible for caring for children fell asleep while they were on duty and caring for children in care. ,"Operation immediately terminated the caregiver ad stated that We are thoroughly training the staff and are really emphasizing, to the wake at night staff, that falling asleep on the job is failing to meet the needs of the clients and is an immediately terminable offense. The staff in this incident was terminated for cause. We are also increasing the frequency of checks from the overnight shift supervisor. The Wedgwood campus has increased the auditing of video by the program supervisors to make sure children are being supervised. This employee was operating outside of the trained parameters and expectations of the job. The checks and balances put in place at the agency caught the issue and allowed us to remedy the situation and part ways with the employee. "
05/31/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2023,07/05/2023,Individual Standards Evaluated,Medium High,Yes,A Youth Care supervisor did not perform a body scan on a  high risk child who was known to self-harm after blood was found in the childs  bathroom. ,"To ensure compliance with the above-mentioned standard, a corrective action plan will be written for the youth care supervisor (YCS). The YSC will be retrained on the ACH suicide prevention policy and re-reread  and acknowledge safety plans for all Behavioral Care clients. Staff will utilize shift huddles, daily emails and the shift change check sheets to communicate concerning behaviors among clients. Staff will be able to seek support and guidance from ACH on-call for immediate concerns"
05/31/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2023,07/05/2023,Individual Standards Evaluated,High,Yes," A youth care specialist who was standing next to two children in care, failed to intervene when the two children in care got into a physical altercation. Another youth care specialist that was several yards away had to run over and intervene and a third youth care specialist also had to run over to help. While the youth care specialist that was next to the two children stood back and did not intervene or assist the other two youth care specialists.","To ensure compliance with the above-mentioned standard, a corrective action plan will be written for the mentioned youth care specialist (YCS), following disciplinary action. Staff will be retrained on when and how to intervene during client conflicts to ensure client safety. Staff will utilize shift huddles, daily emails and the shift change check sheets to communicate concerning behaviors and client safety at the beginning and end of every shift. Staff will be able to seek support and guidance from ACH on-call for immediate concerns."
05/23/2023,748.2003(b)(5) - Medication,Medication,No,05/30/2023,06/06/2023,L:Medication,Medium High,Yes,One of the two child files reviewed showed that the child's prescription medication was not picked up from the pharmacy timely and the child missed their dosage. ,"To ensure compliance with the above-mentioned standard and ensure that medication is picked up timely and distributed as prescribed going forward, the ACH nurse will conduct weekly audits by reviewing the electronic medical record to notate distribution of medications as prescribed. An assigned Wedgewood staff will complete weekly audits to notate medication counts and refills needed. Once a medication hits 14 pills, the Case Manager/Treatment Director will need to be notified. This will ensure that the case manager has enough time to reach out to the providers to request a refill, schedule or adjust appointments, and ensure that medications are delivered on time through Pharmerica Pharmacy. Staff will inform the Case Manager/Treatment Director and document through their shift daily emails and medication management TEAMS channels the expiring medication and medication count until a new prescription is delivered. The medication had already been picked up on the day of the monitoring inspection. "
05/23/2023,748.395(1) - Reports and Record Keeping,Reports and Record Keeping,No,05/30/2023,06/06/2023,D:Reports and Record Keeping,Low,No,"One of the two child files did not have the medication records from December, January, or February. The operation switched to digital files at the end of February. ",The operation switched to digital files in February 2023 and are in the process of scanning all documents into the system. 
06/30/2022,748.311(1) - Reports and Record Keeping,Reports and Record Keeping,No,07/14/2022,07/27/2022,D:Reports and Record Keeping,Medium,Yes,Incident reports do not include the physical address or the telephone number. ,Operation director emailed me a copy of the updated incident report. The report now includes a place to document the address and the telephone number. 
05/24/2022,748.1553 - Individual Standards Evaluated,Individual Standards Evaluated,No,07/13/2022,07/18/2022,Individual Standards Evaluated,High,Yes,A child was not taken promptly to receive medical care. ,"A follow up inspection was conducted at the operation (Inspection #3894687). Operation treatment director was interviewed regarding the plan for ensuring medical treatment is obtained timely. The operation will talk to children involved in the incident to determine if they need medical attention. If the child is in need of medical attention for an injury or illness the operation will immediately take the child to their PCP, Urgent Care or if it is after hours or the operation is unable to get to the child into the doctor's office they will take them to Cook's Children Emergency Room. "
