Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
04/24/2025,748.3271(5) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,04/24/2025,,O:Safety and Emergency Practices,Medium,Yes,A first aid was not found during this inspection.,
04/24/2025,748.303(a)(9)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/27/2025,05/27/2025,Individual Standards Evaluated,Medium High,Yes,An incident report was reported to the hotline 2 days after the incident happened. ,"CEO Raphael Solawon stated they will be adding more detail to incident reports to ensure all information about how long incidents take and/or extend, and information of when it's reported to the hotline is included in future cases. "
09/15/2024,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/18/2024,11/18/2024,Individual Standards Evaluated,High,Yes,Multiple children advised of being hit by staff. ,
07/24/2024,748.3117(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2024,08/07/2024,Individual Standards Evaluated,Medium,No,The purpose of this rule is to prevent harm to children from risks associated with fire in the facility.  ,"Fire extinguishers were serviced/inspected, and tags updated.  Executive director will do monthly walkthrough."
07/24/2024,748.3303(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2024,08/07/2024,Individual Standards Evaluated,Medium,Yes,"Damaged doors & window blinds, broken furniture, and wall stains were observed. ",Window blind has been changed. Staff were also reminded to complete Maintenance request when they notice maintenance need. Executive director would also do monthly walkthrough.
07/18/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2024,08/07/2024,Individual Standards Evaluated,Medium,Yes,Records reviewed showed clerical errors.,"Corrective Action Plan: All staffs have been retrained on our AWOL policy and how to accurately document such incidents. We would also monitor these documentations. 
The MAR has been reviewed to ensure all required information are on there.
"
07/18/2024,748.935(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2024,08/07/2024,Individual Standards Evaluated,Medium,Yes,Records reviewed show staff did not renew annual trainings timely. ,Corrective Action Plan: We would review staff files and set reminders for when trainings are coming due and follow up with staffs to get them done timely.
04/19/2024,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2024,05/11/2024,Individual Standards Evaluated,High,Yes,"Children reported that one direct staff yelled at the residence, and threatened to hit the residence.  ","5/11/24: Email received advised that staff was coached on the appropriate verbiage to use while interacting with the children in care.

5/16/24: The residence were interviewed and there were no concerns for physical discipline, staff cursing or yelling at the children."
10/22/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/28/2023,01/19/2024,Individual Standards Evaluated,High,Yes,It was determined that a caregiver did not intervene when there was an altercation between three residents. ,An in-person follow-up inspection was conducted on 01/19/2024. Please see inspection number 3984807. Multiple children were interviewed and stated staff members intervene timely to incidents at the operation. They also stated there are adequate staff members present with them at all times. Two child files and one staff file was reviewed at the inspection and there were no concerns.
12/07/2022,748.363(4) - Reports and Record Keeping,Reports and Record Keeping,No,12/21/2022,12/13/2022,D:Reports and Record Keeping,Medium,Yes,3 out of 3 staff files reviewed did contain proof of education.,The operation e-mailed the staffs proof of education and stated they will ensure staff's proof of education will be in their staff file.
