Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/11/2025,745.8447(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/15/2025,02/12/2025,Individual Standards Evaluated,High,Yes,Operation was notified of 2 deficiencies and given a comply by date of 2/5/25 and as of 2/11/25 a compliance plan was not provided within the timeframe.,Email received from administrator stating a calendar task will be put on the calendar 5 days prior to due date. Director of GRO and Director of Contracts will both be on the task to ensure it is completed prior to the due date. 
02/11/2025,748.2551(e)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/14/2025,03/14/2025,Individual Standards Evaluated,Medium High,Yes,A compliance plan was never implemented and the deficiency was not addressed.,"Email received from administrator that all staff have been trained in EBI. This is reviewed every six months. Staff has been reminded to do the following in the instance a hold is done: 

EBI: What to do during a Restraint
When you are doing a restraint on a child, the following should be happening/be done:
	continue reassuring the child that he/she is safe
	monitor breathing
	explain to the child what he/she needs to do to be released (i.e. show safe hands/feet, use deep breathing, etc.)
	as soon as the child begins to to what is instructed, begin by releasing one arm, then the next, etc. 
 We utilize Handle with Care as well as TBRI. In the incident that led to this investigation, the staff member can be seen patting JG on the back and talking with him. we utilized Microsoft Teams to remind the staff. This allows the staff to go back and see the post should a question arise. 

 "
02/11/2025,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/15/2025,03/07/2025,Individual Standards Evaluated,Medium High,Yes,Compliance plan was never provided and nothing was done to correct the citation.,"Email was received from administrator stating that staff completed the following ratio training: Supervision: ensure that when engaging in corrective action with kids, make sure to do so in common areas, where cameras can be visible.  When doing 10 minute checks, be sure to see kids physically, if in shower/bathroom, make sure to knock on the door every 5 minutes and get a verbal response. Discussed ratio: 1:8; use radio to call for help and sign in sheet was provided."
02/11/2025,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/15/2025,03/07/2025,Individual Standards Evaluated,Medium,Yes,Compliance plan was never provided and nothing was done to correct the citation.,Email was received from administrator with power point information from Serious Incident-Report training and sign in sheet was provided.
02/11/2025,745.8447(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/15/2025,02/12/2025,Individual Standards Evaluated,High,Yes,Operation was notified of deficiency and given a comply by date of 2/10/25 and as of 2/11/25 a compliance plan was not provided within the timeframe.,Email received from administrator stating a calendar task will be put on the calendar 5 days prior to due date. Director of GRO and Director of Contracts will both be on the task to ensure it is completed prior to the due date. 
02/04/2025,748.3301(h) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/18/2025,04/04/2025,Individual Standards Evaluated,Medium High,Yes,Interviews confirmed multiple occurrences of rodents present and taking prolonged periods of time to address the issue.,"Email received from administrator stating that Mayday Pest Control comes out quarterly and treats the inside and outside of the houses. They will be out March 19th. Their last visit was 12/9/24. We can also schedule appointments in between. We buy our own mousetraps and check them ourselves. Unannounced inspection completed 04/04/2025 with outdoor- including play area's and indoor area's observed including kitchens, bedrooms, bathrooms. Mouse traps were observed outdoor and indoor throughout operation.  No dropping or any other sign of rodents or insects were observed.
3 children and 4 staff were interviewed and all stated there were no concerns with physical site and they have regular pest control/exterminators and there were no concerns regarding rodents or any other kinds of insects or pests.  Documentation was provided from Mayday Pest Control dated 03/19/2025 for quarterly service. 
"
01/15/2025,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2025,04/07/2025,Individual Standards Evaluated,High,Yes,This standard was found deficient as part of a DFPS Investigation.,"Email received from administrator with Attached Form 7266 informing parents of each child that a former staff was issued an RTB. 
Administrator also Emailed follow up stating the employee was suspended during the investigation and terminated when the RTB was handed down. 	Direct care staff are trained every 6 months on EBI and this will continue.
	A quarterly refresher will be done that will include: guidance on redirection, review IRs for the previous quarter, give staff the opportunity to discuss specific situations/give feedback.
	Supervisors/director will meet if concerns arise after an incident to discuss additional training or steps that may need to be taken. 

The safety of the children at Trulight Youth Village is of utmost importance. If we suspect any abuse/neglect, we make the required reports and take the necessary disciplinary actions for the staff. 


"
12/30/2024,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/10/2025,02/11/2025,Individual Standards Evaluated,Medium,Yes,Confirmation emails and serious incident reports were reviewed and showed the incidents were not reported to Licensing timely. ,
11/25/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/05/2025,02/11/2025,Individual Standards Evaluated,Medium High,Yes,A care giver admitted to being the lone caregiver looking after 10 children in care for at least 30 minutes.,
11/25/2024,748.2551(e)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/05/2025,02/11/2025,Individual Standards Evaluated,Medium High,Yes,A caregiver admitted to not giving a child in care any instructions on what behaviors or lack of behaviors were needed to get out of a restraint.,
