Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/25/2025,748.3233(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/05/2025,09/05/2025,Individual Standards Evaluated,Medium High,No,"During the after-hours monitoring inspection, it was observed that the operation's posted evacuation diagrams did not have a specified shelter in place location for severe weather.  ","On 9/5/2025, the operation's Administrator provided an updated emergency evacuation plan to include the designated shelter in place area, that was previously missing. "
06/20/2025,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,06/30/2025,,Individual Standards Evaluated,High,Yes,"The caregivers did not de-escalate a heated altercation between two residents, which resulted in a child having a seizure and requiring emergency medical attention.  ",
03/27/2025,748.3443(b)(2) - Physical Site,Physical Site,Yes,03/27/2025,,P:Physical Site,Medium,No,"During the monitoring inspection, the thermometer located in the freezer was not at the required 0 degrees. ",
03/25/2024,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/26/2024,03/26/2024,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on March 25, 2024, it was determined that:
(1) the Administrator failed to ensure compliance with the current HM Plan; and 
(2) 12 months had elapsed since the effective date of the plan.
The heightened monitoring plan for this operation included a specific planned end date at the 12-month mark by which the operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with the heightened monitoring plan, this operation is now unable to successfully move to post-plan monitoring.  Furthermore, the operations planned end date must now be revised, and the period of heightened monitoring must be extended.
Further details of the administrators failure to ensure compliance include the following: 
- Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring and
- Operation was unable to meet compliance with Medium-High or High weighted licensing citations 
","An HM extension was approved effective March 25, 2024.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your CPA in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 749.635(2).  The HM deadline for your operation has been extended by 6 months and the new deadline is September 26, 2024.  "
09/22/2023,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/23/2023,09/23/2023,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on September 22, 2023, it was determined that:
(1) the Administrator failed to ensure compliance with the current HM Plan; and 
(2) 12 months had elapsed since the effective date of the plan.
The heightened monitoring plan for this operation included a specific planned end date at the 12-month mark by which the operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with the heightened monitoring plan, this operation is now unable to successfully move to post-plan monitoring.  Furthermore, the operations planned end date must now be revised, and the period of heightened monitoring must be extended.
Further details of the administrators failure to ensure compliance include the following: 
- Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring and
- Operation was unable to meet compliance with Medium-High or High weighted licensing citations 
","An HM extension was approved effective 9/22/23.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2). The HM deadline for your operation has been extended by 6 months and the new deadline is March 23, 2024.

"
09/01/2023,748.3443(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/07/2023,09/07/2023,Individual Standards Evaluated,Medium,Yes,"During a walkthrough of the operation, I observed two freezers with non-working thermometers.","On 9/7/2023, a second investigation inspection was conducted and it was observed that operation had replaced the thermometers in both freezers and they were working appropriately. "
09/01/2023,748.3239(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/11/2023,09/14/2023,Individual Standards Evaluated,Medium,No,"During the inspection, it was discovered the operation has not completed a severe weather drill in over 12 months. ","On 9/14/2023, ETOD administrator provided a copy of fire and emergency drills completed on 9/14/2023. "
09/01/2023,748.3395(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/07/2023,09/07/2023,Individual Standards Evaluated,Medium,Yes,"During the inspection, the bathroom in bedroom four had a paper towel dispenser but no paper towels. ","On 9/7/2023, a second investigation inspection was conducted and it was observed that paper towel dispenser was stocked with paper towels for use. "
09/01/2023,748.3301(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/07/2023,09/07/2023,Individual Standards Evaluated,High,Yes,"During the inspection, it was observed that the door to access the attic was unlocked and accessible to children who were permitted to be upstairs. ","On 9/7/2023, a second investigation inspection was conducted and it was observed that the attic door was locked. "
08/31/2023,748.3233(b)(4)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/09/2023,10/09/2023,Individual Standards Evaluated,Medium High,Yes,"During the investigation, it was observed that the operation's evacuation plan has one exit that leads directly through the kitchen. ","On 9/29/2023, the Asst Fire Marshal with Marshall FD, Lt. Siler, provided documentation to reflect the FD is working with the operation to evaluate the plans and bring all plans in to compliance. On 10/9/2023, the administrator advised ETOD received compliance with the local Fire Marshall last year October 2022 which is valid until October 2023 regarding the Emergency Evacuation routes.  The Fire Marshall recommendations/ approval of route trumps the Licensing standards.  However, due to investigation and at the command of Licensing, a more detailed report was needed to be in compliance with the above standard.  ETOD reached out to Fire Marshall for a more detailed compliance report to provide to Licensing.  Upon speaking to the Fire Marshall, he stated he would come up with an alternative route or approve the route already in place if a secondary route did not prove to be more appropriate.  Copies of the evacuation routes were provided to Fire Marshall with the understanding that the route must be provided to ETOD by 10/09/2023.  At this time, routes have not been provided and ETOD in awaiting this approved recommended route by the Fire Marshall to ensure compliance is met.  Countless phone calls and visits to the Fire Marshalls office were made, but we were unsuccessful.  We will continue to call and personally go to the station to press the urgency of this matter.  "
08/31/2023,748.3233(b)(4)(E) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/09/2023,10/09/2023,Individual Standards Evaluated,Medium High,Yes,"During the investigation, it was observed that the operation's back gate was locked with a padlock. The emergency evacuation plan instructs children to meet at the large parking lot across the street, however, those who exit through the back door will not be able to open the gate without a key to the padlock. ","On 9/7/2023, RCCR observed the lock being removed by maintenance during the inspection. On 9/29/2023, the Asst Fire Marshal with Marshall FD, Lt. Siler, advised the lock was removed. On 10/9/2023, the administrator advised ETOD removed the padlock on the fence that separated the meeting place during an evacuation and the backyard of the home.  "
08/29/2023,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2023,09/01/2023,Individual Standards Evaluated,High,Yes,It was relayed to Childcare Regulation that the spouse of a staff person at the facility began living at the operation in the beginning of August 2023. The Administrator confirmed this information to DFPS. A background check was not submitted prior to this person moving in.  ,The operation submitted the individual for a fingerprint check. 
08/10/2023,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/24/2023,11/24/2023,Individual Standards Evaluated,Medium High,Yes,A child in care received medication 4 hours later than it was to be received.,"The following information was submitted by Shan Dunn, Administrator as a corrective action for the citation issued above.  Administrator will assign one designated staff member to administer medication to all youth in care for 7am,12pm & 3:30pm (if applicable), and 8:30pm medications.  In addition to the assigned person who will be responsible for administering medications to youth, there will be an assigned on  call backup person who will be responsible for administering medications to youth in the event of an emergency or the designated person is unable to administer the medications for whatever reason.   The designated medication administer and on-call person will be responsible for ensuring all medication are given to youth within 2 hours of prescribed time while in the home or away from the home (example: camp, outing, or other event). 
In addition, all designated staff members will undergo a refresher medication administration training no later than 12/15/2023. This training will be facilitated by the Administrator or Assistant Administrator and will consist of minimum standards related to medication administration.    
"
06/30/2023,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2023,07/17/2023,Individual Standards Evaluated,High,Yes,"During the inspection, there was an unlocked box of over the counter medication on a book shelf in the conference room, which children have access to. ","During the inspection, there was an unlocked box of over the counter medication on a book shelf in the conference room, which children have access to. 
"
06/30/2023,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2023,07/17/2023,Individual Standards Evaluated,Medium High,Yes,"During an inspection, there was excessive dust and cob webs on vents, walls, and ceilings. ","During an inspection, there was excessive dust and cob webs on vents, walls, and ceilings. "
06/22/2023,748.1101(b)(4)(A)(v) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2023,08/29/2023,Individual Standards Evaluated,Medium High,Yes,"Three of the five children interviewed reported that a staff provoked children in care by making belittling and ridiculing comments and laughing at the children, which resulted in a staff being assaulted. ","The operation sent an email of an Employer Disciplinary Action for staff that were listed in the investigation. The letter stated they were not in agreement with this determination, and an administrative review has been requested. The letter was a written reprimand for the citation. Upon the decision of the Admin Review, if overturned, the reprimand will be voided. If the reprimand is not overturned, further disciplinary action must be taken and will be discussed at that time. Until the determination, both staff will not be able to work in the home supervising the residents, unless supervised by the Administrative Team Staff"
03/20/2023,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/21/2023,03/21/2023,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on March 17, 2023, it was determined that:
(1) the Administrator failed to ensure compliance with the current HM Plan; and 
(2) 12 months had elapsed since the effective date of the plan.
The heightened monitoring plan for this operation included a specific planned end date at the 12-month mark by which the operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with the heightened monitoring plan, this operation is now unable to successfully move to post-plan monitoring.  Furthermore, the operations planned end date must now be revised, and the period of heightened monitoring must be extended.
Further details of the administrators failure to ensure compliance include the following: 

- Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring; and
- Operation was unable to meet compliance with Medium-High or High weighted licensing citations.
","An HM extension was approved effective 3/20/23.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2). The HM deadline for your operation has been extended by 6 months and the new deadline is September 21,2023.  

"
02/16/2023,748.3443(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/26/2023,02/27/2023,Individual Standards Evaluated,Medium,No,"During the inspection, the freezer combo in the grey home did not have a thermometer. ","On 2/27/23, the operation's administrator provided the corrective actions for deficiencies received on 2/16/23. They advised cooks and dietician will check for thermometers in the appropriate places each week as well as check for any expired food and ensure that food is appropriately labeled and stored. Dietician will complete a check on all of the freezers and fridges each Wednesday. Cook will complete a check on the same each Saturday. 

Photographs were provided to reflect the operation has installed a thermometer in the freezer on 3/3/23. "
02/16/2023,748.3115(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/16/2023,,Individual Standards Evaluated,Medium High,No,"During the inspection, the fire extinguisher in the attic/game room of the grey home had expired tags and reflected the last service date of Sept 2020.",
02/16/2023,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/26/2023,,Individual Standards Evaluated,Medium,No,"During the inspection, there was a hole in the wall in bedroom 2.",
02/16/2023,748.3421(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/16/2023,,Individual Standards Evaluated,Medium High,No,"During the inspection, there was a bottle of Scrub Free Total Bathroom Cleaner on a shelf in the living area.",
02/03/2023,748.2551(d)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/06/2023,04/10/2023,Individual Standards Evaluated,Medium,No,"During the investigation, it was discovered that the caregivers did not attempt to shield the restraint of a child from other residents that were present. ","On 4/10/2023, East Texas Open Door's Administrator provided a corrective plan for the deficiencies to include: requiring Shan Dunn and Dee Dee Dixon will need to be enrolled in an EBI training course to be conducted by an outside entity within 30 days (APRIL 30, 2023). Upon completion of training, Shan and Dee Dee must participate in refresher course trainings every 6 months in addition to the CPI (EBI) Instructor training every two years. This must be completed by the CPI corporation virtually or in person.   


"
