Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/29/2025,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/23/2025,09/22/2025,Individual Standards Evaluated,Medium High,Yes,"The operation has not yet completed its annual fire inspection. The previous fire inspection was conducted on July 24, 2024.","9/22/2025: The operation scheduled a fire inspection with the Fort Bend County Fire Marshal, which was completed on September 22, 2025. The operation's administrator submitted a copy of the fire inspection report via email. The report reflects passing status in all categories. 

Follow up Date: 9/16/2025 (Follow-up method: Email) - The administrator communicated with RCCR Inspector Mayra Ortiz via email and stated that the inspection with the fire marshal is scheduled for Monday, September 22, at 10 a.m. The administrator requested an extension for 09/24/2025. The extension was approved by RCCR Supervisor Takori Harris on 09/16/25, the original compliance date listed as 09/05/25 was extended to September 24, 2025 to give the operation time to complete the scheduled fire inspection on 09/23/25 and also to provide a copy of the fire marshal's inspection report. 

09/05/2025 - The administrator submitted a response indicating that, moving forward, administrative staff will schedule the necessary inspections two months before they are due. In the event that repairs are required, they will be completed before the inspection is due. Furthermore, the administrator submitted documentation verifying payment for the scheduled fire marshal inspection tentative on the week of September 8, 2025. RCCR Inspector Mayra Ortiz has requested that the operation submit a copy of the fire inspection report once the inspection is completed.

"
07/09/2025,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/14/2025,08/01/2025,Individual Standards Evaluated,Medium,No,"A bathroom on the second floor has a urine odor, the wardrobe door in a childs bedroom is broken off and a cabinet in the kitchen is broken off. ","A compliance plan was submitted stating that the administrator and program manager will conduct daily walkthroughs of the operation. They will ensure that the staff understands the importance of the house rules. Additionally, the operation submitted photographs of the repaired wardrobe and kitchen cabinet."
07/08/2025,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/08/2025,08/13/2025,Individual Standards Evaluated,Medium High,No,Multiple children advised that staff use profanity and abusive language when speaking to them. ,"The administrator confirmed that the staff received a refresher course on communication, as well as permitted and forbidden disciplinary methods. The administrator provided the training curriculum and the post-test completed by the staff on 8/13/25."
07/08/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/08/2025,08/13/2025,Individual Standards Evaluated,Medium High,No,Residence were being charged gas money for transportation. ,"The administrator reported that the operation will no longer act on the advice of another organization regarding normalcy.
Additionally, residents will not be asked to contribute to the cost of gasoline for transportation.

An inspection was completed at the operation on 8/12/25. No additional concerns were assessed during interviews with the children in care. "
04/08/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/23/2025,06/09/2025,Individual Standards Evaluated,High,Yes,Staff was found asleep on the premise. ,"Email response: The administrator and Program manager will be conducting a refresher class on supervision training 5/27/2025. Program manager will also work on a decreasing hours worked to help keep staff refresh.

Follow up inspection 6/9: Staff conducted in person training on 05/27/2025 for all staff on supervision. The operation reduced staffs from hours from 120 to 112 hours per paid period. Staff conduct multiple walkthroughs throughout day to ensure staff is completing all required task. Staff has daily remainder conversations with staff to ensure staff understands the important of supervision while child in care is present.  Operation is in the process of hiring more staff. "
04/08/2025,748.363(6) - Reports and Record Keeping,Reports and Record Keeping,No,04/15/2025,04/29/2025,D:Reports and Record Keeping,Medium,Yes,A staff file had other test results in place of required test results. ,Administrator received a copy of the correct TB test results and is in the staff's file. Administrator will be conducting monthly audits to ensure all required documentation by stated or minimum standards is provided in the staff file. Administrator will also review all documentations prior to putting items in staff file. 
04/08/2025,748.3111(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/15/2025,04/29/2025,O:Safety and Emergency Practices,Medium,Yes,The operation has not conducted monthly smoke detector inspections.,Administrator implemental a monthly walk-through checklist that will be verified by administrator once complete. Documentation will be available upon request. 
04/08/2025,748.505(b)(3) - Personnel,Personnel,No,04/15/2025,04/29/2025,E:Personnel,Medium,Yes,Two staff files were missing any documentation stating they can perform their assigned task. ,Administrator added the requirement to the direct care staff job description memorandum. Administrator will audit the staff files monthly to ensure all required documentation by the state or minimum standards upon request.
04/08/2025,745.4151(c)(5)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/15/2025,04/15/2025,Individual Standards Evaluated,High,Yes,One staff member took a drug test on 03/28/2025 and the drug test kit expired on 03/16/2025. ,Email Response 4/15: The administrator team will check expiration date on the drug test before administering. New exam was provided for 4/10 and marked as Negative.  
04/08/2025,748.3001(a)(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/15/2025,04/29/2025,O:Safety and Emergency Practices,Medium High,Yes,Health inspection letter expired on 01/09/2024. ,Administrator provided a letter by the health inspector. Administrator also added a remainder to the outlook calendar to ensure to request letter annually. 
