Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
01/30/2025,748.363(8) - Reports and Record Keeping,Reports and Record Keeping,No,02/07/2025,02/05/2025,D:Reports and Record Keeping,Medium,No,"During the monitoring inspection it was discovered that all personnel file reviewed were missing Form 2912, The pre-employment affidavit","The facility responded: During the Pre-Employment process, all future applicants will be required to complete the 2912 Form. This form has been attached to the Kismet RTC Employment Application. Also, the 2912 Form has been implemented in the pre-employment standardized checklist, for all required documents prior to hiring and onboarding. The Director of Human Resources will ensure that all pre-employment documents (including the 2912 Form) are collected and verified prior to hire."
01/30/2025,748.455(a)(2) - Reports and Record Keeping,Reports and Record Keeping,No,02/06/2025,02/05/2025,D:Reports and Record Keeping,Medium,No,During the monitoring inspection it was discovered that 2 of the serious incidents reviewed were missing the informed care strategy to avoid future occurences. ,"The facility responded: The trauma informed care strategies designed to prevent future unauthorized absences, and the operational support for these strategies have been incorporated into the Unauthorized Absence Debriefing Form. Additionally, all staff members have been notified and oriented on the appropriate debriefing procedures to follow when a child returns from an unauthorized absence."
11/12/2024,748.1103(d) - Children's Rights,Children's Rights,No,11/26/2024,12/11/2024,H:Children's Rights,Medium,No,During the inspection while receiving child records 1 out of 4 active child records reviewed was not signed. ,"All admission documents (including the Childs Rights) will be reviewed prior to being scanned in shared drive. Also, the documents will be reviewed to ensure all signatures and information captured at the time of admission, is properly documented in each childs record. "
11/12/2024,"748.1209(b)(6) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,11/26/2024,12/11/2024,"I:Admission, Service Planning, Discharge",Medium High,Yes,During the inspection reviewing child records 1 out of the 4 active records reviewed did not contain the child's preferred de-escalation techniques that caregivers can use to assist the child in the process. ,"The operation responded all admission documents (including the EBI Policies and procedures) will be reviewed prior to being scanned in shared drive. Also, the documents will be reviewed to ensure all signatures and information captured at the time of admission, is properly documented in each childs record."
11/12/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/26/2024,12/11/2024,Individual Standards Evaluated,Medium,No,Two out of four active youth files reviewed contained inaccurate names and non-personalized information in the preliminary service plan.,"Each childs service plan, preliminary service plan, etc. will be reviewed after completion by the Executive Director to ensure errorless documentation. Monthly audits will be conducted by the Executive Director to ensure all documentation (i.e. service plans, preliminary service plans, and all other reports) are accurately completed."
07/28/2024,748.705(b)(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/01/2024,10/24/2024,Individual Standards Evaluated,Medium,No,"The child's service plan advises that she would be monitored in close proximity due to her behaviors, however the child was allowed to be outside alone, while staff watched her from inside of the facility. ",Interviews conducted with children in care confirmed that staff does not leave them unsupervised and uses verbally redirection as an effort to prevent unauthorized absences. 
07/28/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/01/2024,10/24/2024,Individual Standards Evaluated,High,No,Two residence were able to jump the gate and elope from the operation due to lack of proper supervision. ,Interviews conducted with children in care confirmed that staff does not leave them unsupervised and uses verbally redirection as an effort to prevent unauthorized absences. 
05/29/2024,748.753(a)(2) - Personnel,Personnel,No,06/05/2024,06/05/2024,E:Personnel,Medium High,Yes,Three staff did not have any unrelated reference checks in their file.,"The operation stated:
Prior to the initiation of hire, the Director of Human Resources will complete the pre-employment process. This process will include at least 2-3 unrelated reference checks to determine if the applicant is suitable to work around children. The current reference check form has been revised to reflect the required information. Also, the current employment application has been revised to include unrelated references for each applicant to complete. "
05/29/2024,748.751(a)(2) - Personnel,Personnel,No,06/05/2024,06/05/2024,E:Personnel,Medium,No,It was found that only one previous employer was contacted for three current staff.,"The operation stated:
Prior to the initiation of hire, the Director of Human Resources will complete the pre-employment process. This process will include the verification of at least (3) employer reference checks. The employer reference checks will be documented and filed in each employees file once hired. The current reference check form and employment application has been updated to include this information.
"
10/12/2023,748.535(3)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/15/2023,12/13/2023,Individual Standards Evaluated,Medium,No,The facility was contacted & unresponsive for over an hour during an emergent situation involving a child in care. ,"The operation stated:
Kismet Residential Treatment Center has re-developed and implemented a well-organized, and comprehensive plan for the availability of emergency contacts. (1.) A list of primary emergency contacts has been developed, as it pertains to each child in the care of Kismet Residential Treatment Center. This list has been provided to each childs legal team (i.e., caseworker, CASA, AAL, etc.) and uploaded to each childs Tomball ISD School Portal. (2.) The list has been established based on a hierarchy of contacts that are prioritized according to the emergency contacts availability, and proximity to the facility. This is to assist in determining the order in which each individual listed should be contacted, during different emergent situations. Also, to ensure that any/all emergent situations are addressed in a timely manner. 
(3.) Secondary Contacts have been identified and listed if a primary contact is unavailable. (4.) All staff members have been informed of the communication protocol, as it applies to contacting individuals in emergent situations. All KRTC staff members have been made aware that all phone calls made to the facility, must be answered and/or routed to the appropriate individuals or departments. Any missed calls must be returned as soon as possible. (5.) KRTC will regularly review and update any emergency contacts to reflect changes in contact information. The childs school and legal team will be notified of any changes in writing. 
"
10/02/2023,"748.1217(c)(12) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/09/2023,10/13/2023,"I:Admission, Service Planning, Discharge",Medium Low,No,4 of 4 admissions assessments did not include any recommendations for further testing or assessments.,"Kismet stated:
All completed Admission Assessments will include any identified further testing or assessments. If there are no recommendations for further testing or assessments, this information will be documented in the Admission Assessment to ensure that this information is captured and documented appropriately."
