Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/30/2025,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/25/2025,07/24/2025,Individual Standards Evaluated,High,Yes,"A child suffered an injury on 5/21/2025 while playing basketball, however, the child was not taken to seek medical attention until 5/29/2025. When the child was seen by medical, he was diagnosed with a closed fracture. ","On 7/24/2025, the operation's Administrator provided the following correction via email: The standard states that a child in care must receive medical care as needed for injury, illness and pain.  I would like to note that the child did receive medical care for the injury as noted by the documentation that you have already received.  I did not see in the standard listed any specific time frame for a response time.  "
05/30/2025,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/25/2025,07/24/2025,Individual Standards Evaluated,Medium High,Yes,"Licensing was not notified within 24 hours of a child's diagnosed fracture. The diagnosis was provided on 5/29/2025 at approximately 530pm, however, the report to SWI did not occur until 5/30/2025 at approximately 630pm. ","On 7/24/2025, the operation's Administrator provided the following correction via email: I will remind all on-call persons that we have to file the occurrence no later than 24 hours.  The person who was on-call for this incident will be written up for the infraction, because it is known that we have a 24-hour window.  I will go back over this standard with everyone that is on-call."
04/24/2025,748.3365(b)(2) - Physical Site,Physical Site,Yes,04/24/2025,,P:Physical Site,Medium,No,During the inspection I observed three resident beds that lacked mattress covers.  ,
04/24/2025,748.863(a)(5) - Training and Professional Development,Training and Professional Development,No,05/09/2025,05/08/2025,F:Training and Professional Development,Medium High,Yes,"During the inspection, we observed five of six employee files lacking the requisite administrating psychotropic medications training.  ","On 5/8/25, the operation submitted a plan indicating all residential staff, both residential directors, and the medication director will be retrained in administering medications on 5/13/25.  The name and credentials of the individual conducting the instructor led training were submitted and satisfactory.  The plan notes the operation will update their training protocols for new hires to ensure a medical professional leads the training for all new hires as well.  This brings this standard into compliance."
02/21/2025,748.3301(a)(2) - Physical Site,Physical Site,No,03/04/2025,03/06/2025,P:Physical Site,Medium,No,"During the walkthrough, I observed missing trim with exposed nails inside a cabin bathroom and damaged drywall around the entry to a bedroom in another cabin with exposed corner protectors and around the window.  ","A follow-up inspection was completed to verify deficiencies observed on 2/21/2025, were corrected. No additional concerns observed on this date. "
02/21/2025,748.3391(a) - Physical Site,Physical Site,No,02/28/2025,03/06/2025,P:Physical Site,Medium High,Yes,"During the inspection, I observed mildew in the wooden shower and bathroom walls and celings of four cottages. A shower in one of the houses exhibited low water pressure.","A follow-up inspection was completed to verify deficiencies observed on 2/21/2025, were corrected. No additional concerns observed on this date. "
01/21/2025,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/31/2025,01/29/2025,Individual Standards Evaluated,Medium,No,"During the investigation inspection, the dishwasher in New Lodge was observed to be dirty and a bathroom wall had mold/mildew. ","On 1/29/2025, the operation's Assistant Director provided photographs to reflect a new dishwasher was installed to replace the old dishwasher, and mold/mildew on bathroom wall has been corrected. "
12/19/2024,748.3113(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/23/2024,01/06/2025,Individual Standards Evaluated,Medium High,Yes,"During the investigation inspection, it was discovered that
New Lodge had a used fire extinguisher. According to staff and documentation the fire extinguisher was used eight days prior, and a request was submitted for a new one; however, the extinguisher for this Lodge has not been replaced yet.  ","During the follow-up inspection, I observed two fire extinguishers in the lodge that were fully charged and were in date.  The discharged or undercharged extinguishers had been removed from the building."
10/29/2024,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/26/2024,12/19/2024,Individual Standards Evaluated,High,Yes,Children in care were able to secure tools from restricted areas at the operation- which enabled them to dismantle the window in their cottage and engage in illegal activities.,"An email was received on 12/18/24 from Blake Nelson. They are retraining staff on supervision and stressing the importance of appropriate language in front of and in the vicinity of the residents. An inspection will be completed, as this is a high-weighted citation.   A follow-up inspection was completed on 12/19/24 showing compliance by the staff areas being locked, ratio intact, and no MSV."
10/16/2024,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/23/2024,10/24/2024,Individual Standards Evaluated,Medium High,No,"During the walkthrough, I observed the following physical site issues to be in compliant:  A shower head in one of the resident bathrooms was broken and needed replacing, a small closet/storage area door in one of the cottages was broken with exposed nails, the cabinet in the laundry room of one cottage has been broken with a maintenance report on file since 7/27/24, a toilet in one cottage lacked a tank lid with a maintenance report filed 9/2/24. I observed the following to still be deficient and an extension is being granted: shower surround in one bathroom evidenced a peeling backing board above the shower surround,and  a broken bathroom door. I observed a new deficiency during my walk through. There wa drywall damage in Vickie's Main half bath.","During the walkthrough, I verified the physical site deficiencies yet unfinished in the previous follow-up have been completed.  This standard is now in compliance."
09/25/2024,748.3443(b)(1) - Physical Site,Physical Site,No,10/02/2024,10/16/2024,P:Physical Site,Medium,No,"During the walkthrough, I observed two freezers in one of the houses has replaced the missing thermometers.  ","During the walkthrough, I observed two freezers in one of the houses has replaced the missing thermometers.  "
09/25/2024,748.3443(a)(6) - Physical Site,Physical Site,No,10/02/2024,10/16/2024,P:Physical Site,Medium,No,"During the walkthrough, we observed uncovered food in the refrigerator of one of the cottages.","During the walkthrough, I observed no uncovered food in the refrigerator of the cottage."
09/25/2024,748.3395(b)(4) - Physical Site,Physical Site,No,10/02/2024,10/16/2024,P:Physical Site,Medium,No,"During the walkthrough, we observed two bathrooms lacking handtowels in the restrooms.","During the walkthrough, I observed two bathrooms that was lacking hand towels in the restrooms to now have hand towels for each resident or a roll of paper towels."
09/25/2024,748.3351(1) - Physical Site,Physical Site,No,10/02/2024,10/16/2024,P:Physical Site,Medium High,Yes,"During the walkthrough, we observed the following physical site issues:  A shower head in one of the resident bathrooms was broken and needed replacing, shower surround in one bathroom evidenced a peeling backing board above the shower surround, a small closet/storage area door in one of the cottages was broken with exposed nails, the cabinet in the laundry room of one cottage has been broken with a maintenance report on file since 7/27/24, a toilet in one cottage lacked a tank lid with a maintenance report filed 9/2/24.  Items with maintenance reports on file are not being completed in a timely manner.",
09/25/2024,748.3393(d) - Physical Site,Physical Site,No,10/02/2024,10/16/2024,P:Physical Site,Medium Low,No,"During the inspection, we observed a bathroom in one of the lodges lacking any toilet paper.","During the inspection, I observed a toilet paper in the bathroom in one of the lodges that was lacking toilet paper."
