Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
03/10/2025,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/14/2025,,Individual Standards Evaluated,Medium High,No,"During the walkthrough it was discovered that at the bottom of the shower curtain, in bathroom 2, contained mold. Soap scrum was present as well on the walls.  While at the facility, staff changed the shower curtains out with a new curtain and clean the shower stalls.   ",
03/10/2025,748.2307(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/21/2025,03/18/2025,Individual Standards Evaluated,Medium Low,No,"During the investigation through child and staff interviews, it has been heard that consequences for bad behavior or disruption of placement. Three of the three children admitted to hearing staff saying children will be discharged with bad behavior. Staff admitted to consequences of bad behavior is discharge.","The facility responded: I am writing in response to the concerns raised regarding a youths claim of being threatened with discharge from Divine Integrity Group Home. We take such concerns very seriously and would like to clarify our position and the structured approach we take to ensure the well-being and safety of every youth in our care.
Divine Integrity Group Home is committed to providing a safe, nurturing, and structured environment where female youth can heal, grow, and thrive. Our program is designed to offer a world-class experience, equipping youth with essential life skills while promoting emotional and social development. Our caregivers are trained to provide compassionate guidance and support while maintaining a positive and structured living environment.
To clarify, Divine Integrity Group Home does not arbitrarily discharge youth from our program. However, youth who engage in behaviors that significantly disrupt the programs flow, including persistent disrespect toward caregivers and bullying of other residents, jeopardize their permanency. Our primary responsibility is to create a secure and supportive setting for all individuals in our care. When a youth's actions threaten the safety or well-being of others, we are obligated to address these concerns appropriately and in accordance with DFPS regulations and best practices.
We implement a tiered intervention approach, which includes behavioral redirection, counseling, and individualized support plans, before considering any changes to a youths placement. Discharge is considered only as a last resort and is done in collaboration with DFPS and all relevant stakeholders to ensure the youths needs are met in the most appropriate setting.
"
01/30/2024,748.3301(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/06/2024,02/06/2024,Individual Standards Evaluated,Medium High,Yes,During the inspection it was found that several  windows did not have protective screens attached. ,Operation sent email with photos of the screens that are attached to the windows. 
01/30/2024,748.2003(b)(5) - Medication,Medication,No,02/06/2024,02/06/2024,L:Medication,Medium High,Yes,During the inspection it was learned that a child in care ran out of her medication 3 days prior to the inspection. The child's appointment is not until 2/6/2024. The child will be without her medication for a total of 6 days.,The operation is requesting an administrative review and did not provide corrections. Once the citation was upheld the operation sent corrections stating they would ensure the children appointments are scheduled prior to the time the prescriptions are due. 
01/30/2024,"748.1341(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,02/06/2024,02/06/2024,"I:Admission, Service Planning, Discharge",Low,No,During the inspection it was found that one of the child's records reviewed were missing the required 14 day notification to the child's parent. ,The operation sent email stating that the operation will use outlook calendar to track staffing dates and notification of service plans. Operation is administratively reviewing this citation. 
02/15/2023,748.2551(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/29/2023,03/21/2023,Individual Standards Evaluated,Medium High,Yes,A child in care was subjected to a restraint that was inappropriate and was only let go once the child expressed that she should not be in a choke hold. ,"Email sent for correction: 

STANDARD/RULE 

748.507(1) 

Employee general responsibilities-Demonstrate competency, prudent judgment, self-control in presence of children and when performing assigned tasks. 

DEFICIENCY  

An employee did not use prudent judgment or self-control when a comment was mase which triggered a child to fight another child in care. 

CORRECTION 

All staff members successfully completed a refresher EBI (Crisis Prevention, De-Escalation, and Crisis Intervention training course), which addressed proper use of verbiage and restraints. Completion date: 3-21-23 

STANDARD/RULE 

748.2551(b)(2) 

EBI Implementation The caregiver must consider the permitted types of emergency behavior intervention. 

DECIFIEENCY 

A child in care was subject to a restraint that was inappropriate and was only let once the child expressed that she should not be in a choke hold. 

CORRECTION 

All staff members successfully completed a refresher EBI (Crisis Prevention, De-Escalation, and Crisis Intervention training course), which addressed proper use of verbiage and restraints. Completion date: 3-21-23 "
02/15/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/29/2023,03/21/2023,Individual Standards Evaluated,Medium High,No,An employee did not use prudent judgement or self-control when a comment was made which triggered a child to fight another child in care. ,"Email for correction:

STANDARD/RULE 

748.507(1) 

Employee general responsibilities-Demonstrate competency, prudent judgment, self-control in presence of children and when performing assigned tasks. 

 
DEFICIENCY  

An employee did not use prudent judgment or self-control when a comment was mase which triggered a child to fight another child in care. 

 
CORRECTION 

All staff members successfully completed a refresher EBI (Crisis Prevention, De-Escalation, and Crisis Intervention training course), which addressed proper use of verbiage and restraints. Completion date: 3-21-23 


STANDARD/RULE 

748.2551(b)(2) 

EBI Implementation The caregiver must consider the permitted types of emergency behavior intervention. 

 
DECIFIEENCY 

A child in care was subject to a restraint that was inappropriate and was only let once the child expressed that she should not be in a choke hold. 


CORRECTION 

All staff members successfully completed a refresher EBI (Crisis Prevention, De-Escalation, and Crisis Intervention training course), which addressed proper use of verbiage and restraints. Completion date: 3-21-23 "
10/25/2022,748.2151(a) - Medication,Medication,No,11/01/2022,12/07/2022,L:Medication,Medium High,No,"During inspection it was noted that the medication record for multiple children in care was not accurately recorded with date, count and signature. ",Medications were reviewing during Inspection #3918124. Operation is in compliance.
09/19/2022,"748.1335 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,09/23/2022,09/20/2022,"I:Admission, Service Planning, Discharge",Medium Low,No,During the inspection of children's records it was noticed that  2 out of 8 records did not have an initial service plan at the 45 day mark ,"Inspector received email from administrator stating:

We will develop and implement a service plan schedule that will chart service plan deadlines for all youth in our care. The chart will be reviewed weekly by Divine Integrity administration weekly. 
Service plan meetings will be scheduled no later than 30 days after admission to ensure that there is enough time for review, quality control measures and implementation not to exceed 45 days
"
06/15/2022,748.4205 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/24/2022,06/23/2022,Individual Standards Evaluated,Low,Yes,Four children have remained in program  over the maximum amount of time allowed and have not had an approved placement extension. ,"Administration was unaware of the requirement to submit a request for variance concerning the request for extension beyond 15 days. Moving forward, Administration will receive a request for extension from the youths caseworker on the 15th day and place it in the childs record no later than the 16th day. Administration will submit a request for variance via provider portal on or prior to the 15th day if it is anticipated that the youth will reside at the facility beyond 15 days. LCCA submitted an extension request/discharge planning template for use at the operation. "
