Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/16/2025,748.107(2) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,The requqired  statement that the majority of the voting members of the governing body must consist of persons who do not have a conflict of interest that would potentially interfere with objective decision making was missing in the policies.,The operation submitted updated conflict of interest policies regarding the governing body. 
07/16/2025,748.105(8) - Organization and Administration,Organization and Administration,Yes,07/23/2025,,C:Organization and Administration,Medium,No,The required statement of employee may not delegate the responsibility to make a report wasn't included in the policies.,
07/16/2025,748.113(9)(A) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium High,No,The required information wasn't included in the operation's policies.,The operation submitted updated policies regarding complaint filings. 
07/16/2025,748.115 - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,The operation was missing the components in the policy--(2)-(5).,The operation submitted updated discipline policies to reflect the addition of the missing components. 
07/16/2025,748.111(11) - Organization and Administration,Organization and Administration,Yes,07/16/2025,,C:Organization and Administration,Medium,No,The policy does not state the program rules and expectations that apply to the children.,
07/16/2025,748.105(5) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,The policy is missing the preservice training requirements for caregivers as well as EBI components,The operation submitted updated training requirements pertaining to EBI components. 
07/16/2025,748.109(1) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,"The policies reflected  that the operation  will not accept emergency placements which needs to be corrected, the operation will be accepting emergency placements, but the operation isn't an emergency shelter.","The operation submitted updated admission policies that specify that the operation accepts emergency admissions, but is not to provide emergency care services. "
07/16/2025,748.123(4) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,The operation policies is missing Medical contraindications and religious beliefs. ,Operation submitted via email their updated vaccine policy reflecting the added medical contraindications and religious beliefs. 
07/16/2025,748.113(1) - Organization and Administration,Organization and Administration,No,07/23/2025,07/24/2025,C:Organization and Administration,Medium High,No,The operation's policies has conflicting information regarding the use of restraints as well as missing information on the specific description of the interventions that are permitted. ,Operation provided an updated policy with the types and techniques permitted for caregivers to use. 
07/16/2025,748.3301(i) - Physical Site,Physical Site,No,07/30/2025,07/23/2025,P:Physical Site,Medium High,No,The outside fence is in need of repair with protruding nails.,The exterior fence is now in good repair and is no longer hazardous.
07/16/2025,748.113(5)(A) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium High,No,The required components were missing regarding orientation with a child in regards to EBI requirements. Missing (A)(i)-(ix),The operation submitted updated policies regarding orientation in relation to EBI. 
07/16/2025,748.121 - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium High,No,The operation's policies are missing the required components of standards 2-5.,"The operation submitted updated policies regarding preventing, recognizing, and responding to abuse and neglect of children. Their updated policies include all components of the standard. "
07/16/2025,748.109(2) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium,No,"The operation's policy reflected they will be accepting girls, however the operation will be licensed to care for boys only, which wasn't correct on the operation's policies.",The operation submitted updated policies that reflect the appropriate gender that the operation wishes to serve. 
07/16/2025,748.119(2) - Organization and Administration,Organization and Administration,No,07/23/2025,07/22/2025,C:Organization and Administration,Medium Low,No,The operation's policy does not address screening and selection procedures. ,The operation submitted an updated policy for volunteers that includes the screening and selection procedures. 
