Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/30/2025,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/08/2025,09/17/2025,Individual Standards Evaluated,Medium High,Yes,The toilets and showers have not been properly cleaned and the children mattresses are worn and patched with duct tape.,This standard was found to be in compliance during a follow-up inspection. 
07/28/2025,748.1691(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/29/2025,,Individual Standards Evaluated,Medium High,Yes,Meal periods on the weekend are 15 hours apart as dinner is at 5pm and Breakfast is at 8am. ,
07/15/2025,748.3391(a) - Physical Site,Physical Site,No,07/22/2025,,P:Physical Site,Medium High,Yes,Bathrooms in Dorm 2 were observed to have shower knobs missing in both bathrooms and a broken door hinge. Bathroom in 4A was observed with mold on the ceiling. Bathroom in 4B was observed with a broken shower knob.,
06/30/2025,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/01/2025,07/31/2025,Individual Standards Evaluated,Medium High,Yes,A staff member admitted to using profane language around children in care. ,"As a correction the operations Administrator advised that the staff member who used profane language around a youth will be required to take refresher training on staff/student interactions and boundaries.
Follow up inspection #4070549 was conducted at the operation on 8/13/25 in which youth and staff were interviewed. It was determined the deficiency had been corrected based on the interviews."
06/09/2025,748.309 - Reports and Record Keeping,Reports and Record Keeping,No,06/13/2025,06/11/2025,D:Reports and Record Keeping,Medium,No,"An incident that occurred on 05/04/25 involving a child in care pulling out a ""shank"" and threatening to stab another child with it was not reported to Licensing. ","The following corrective action was received: Supervisors were advised to discuss proper report writing with their staff to specifically identify contraband.  Moving forward, serious incidents will be reported according to minimum standards."
05/15/2025,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/22/2025,05/21/2025,Individual Standards Evaluated,High,Yes,"An employee who was hired on 03/17/25 completed 8-hour shifts for On-the-Job Training on 03/24/25, 03/25/25, 03/26/25, 03/27/25, and 03/28/25, although the background check results were not received until 05/01/25.  ","The LCCA emailed the following corrective action:
HR will ensure that background check results are received prior to hiring new employees and prior to allowing them to be present at the operation."
05/15/2025,748.151(3) - Organization and Administration,Organization and Administration,No,05/22/2025,05/21/2025,C:Organization and Administration,Medium,Yes,Employee lists provided to Licensing during probation inspections were observed to not have each of the active employees listed.,"The LCCA emailed the following corrective action:
HR will ensure that all active staff are listed on the employee roster."
05/15/2025,745.8641 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/22/2025,05/21/2025,Individual Standards Evaluated,High,Yes,"Condition #1-Not Met-Screening process was not complete for an employee prior to being hired. 
Condition #2-Met
Condition #3-Met
Condition #4 -Met
Condition #5-Met
Condition #6-Met","The LCCA emailed the following corrective action:
HR will ensure that background check results are received prior to hiring new employees and prior to allowing them to be present at the operation."
03/31/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2025,04/15/2025,Individual Standards Evaluated,Medium High,Yes,A staff member did not adhere to work policies and procedures when bringing a weapon on campus.,"The operation emailed the following corrective action: All staff at Gulf Coast Trades Center were required to sign the Standard Operating Procedure regarding Weapons and Firearms.  This will also be addressed in our next All-Staff training at the end of April.


"
03/31/2025,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/15/2025,04/15/2025,Individual Standards Evaluated,High,Yes,"The allegations are related to a DFPS abuse/neglect investigation. 
","The operation emailed the following corrective action: All staff at Gulf Coast Trades Center were required to sign the Standard Operating Procedure regarding Weapons and Firearms.  This will also be addressed in our next All-Staff training at the end of April.
Inspector conducted FTF interviews with two children on 05/15/25, no further outcries of abuse or neglect were made.

"
