Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/03/2025,748.363(12) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/17/2025,09/03/2025,Individual Standards Evaluated,Medium,Yes,"During a heightened monitoring visit, a staff member who transports children did not have a copy of their driver's license or driver's license check in their personnel file. ","The operation called the employee the day of the inspection and got a current copy of the employee's driver's license. The copy of the license was placed in the employee's personnel folder. 

Update 9/31/25: Talked with the operation about where licenses were kept. The operation stated previously they kept licenses with employee I-9s which were not in personnel files. I-9s along with a copy of the driver's license have been placed in employee personnel folders. "
07/08/2025,748.395(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2025,07/23/2025,Individual Standards Evaluated,Low,Yes,"During an HM visit, the operation could not produce a psychological exam completed on 09/2024 and several months have lapsed.","Inspection 7/23/25: Two child records were reviewed, and all documents that were required to be reviewed were in the folder except for medication logs. Medication logs are handled by the school nurses as well as medication binders. The operation stated they are working on consolidating their filing system. They currently have to ask multiple staff where certain documents are and look in different binders. This is an issue with both staff and child records. The operation is looking to have their consolidated filing system in place by the week of September 1st. "
06/23/2025,748.930(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/07/2025,06/23/2025,Individual Standards Evaluated,Medium High,Yes,A caregiver was hired in 10/2021 and there was no trauma informed care training until 09/3/2024. ,"The caregiver received Trauma Informed Care during the current annual year. A follow up plan will be discussed at the next inspection to ensure trainings do not continue to be an issue. 

Inspection 7/23/25: Two staff files were reviewed and both staff completed Trauma Informed Care for the current annual year. I interviewed administration about training concerns. They stated now that there is a staff dedicated to training, the operation as a whole is working to consolidate their binder organization process. They stated they are working on having one binder for each staff with Orientation, Pre-Service, and the current Annual Year of Training. They are hoping to have this system in place the week of September 1st. "
06/23/2025,748.930(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/07/2025,06/23/2025,Individual Standards Evaluated,Medium High,Yes,A caregiver was hired in October 2021 and there was no psychotropic medication training until 2025.,"The caregiver received Psychotropic Medication during the current annual year. A follow up plan will be discussed at the next inspection to ensure trainings do not continue to be an issue. 

Inspection 7/23/25: Two staff files were reviewed and both staff completed Psychotropic Medication Training for the current annual year. I interviewed administration about training concerns. They stated now that there is a staff dedicated to training, the operation as a whole is working to consolidate their binder organization process. They stated they are working on having one binder for each staff with Orientation, Pre-Service, and the current Annual Year of Training. They are hoping to have this system in place the week of September 1st. "
06/23/2025,748.3301(a)(2) - Physical Site,Physical Site,No,06/30/2025,06/25/2025,P:Physical Site,Medium,Yes,During a walkthrough of the operation it was noted that the front gate to home 25 cannot be closed due to a bent lock. It was also noted home 29 had parts of the fence broken. ,Received pictures of repairs made to the fence and gate. Pictures will be uploaded to the document library for this inspection. 
06/03/2025,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/28/2025,07/25/2025,Individual Standards Evaluated,Medium High,Yes,The EBI training reviewed for three staff members were not completed within the 6 months' timeframe. ,Dr. Garver sent an email containing the SAMA training certificates for 4 employees that were completed in April. These 4 employees training files will be reviewed during an inspection after October to follow up and ensure EBI training was completed again after 6 months. 
06/03/2025,748.949(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/28/2025,07/25/2025,Individual Standards Evaluated,Medium Low,Yes,Three EBI training certificates did not document the number of training hours completed. ,Dr. Garver sent an email containing updated training certificates that include the hours of training provided. These certificates will be uploaded to the document library.
05/15/2025,748.3301(f) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/29/2025,06/10/2025,Individual Standards Evaluated,Medium High,Yes,"One of the homes where children currently reside has missing or damaged fence pickets. There are also visible nails that are not properly driven in. Also, in this same home the skylight in the porch was damaged. Photographs were obtained. ",Home 29 was observed. I observed the fence to be repaired. Photos were taken. The operation has talked to maintenance about closing the hole in the outside roof as opposed to replacing the plexiglas skylight. 
05/08/2025,748.3421(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/12/2025,06/10/2025,Individual Standards Evaluated,Medium High,Yes,"During the inspection at the operation:

House 12 had cleaning supplies that were accessible to youth in care in the kitchen, laundry room, under the boy's bathroom sink, and in the closet in the boy's bathroom.

House 29 had cleaning supplies unlocked and accessible to youth in care in the kitchen.   ",Poisons were observed to be locked up at all three facility homes. 
05/08/2025,748.3021 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/12/2025,06/10/2025,Individual Standards Evaluated,Medium High,Yes,"During the walk through of house 12, there were three knives, a screwdriver, and sharp freezer thermometer was unlocked and accessible to children in care.",Tools were observed to be locked up and inaccessible in all three facility homes. 
