Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/01/2025,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/02/2025,05/09/2025,Individual Standards Evaluated,Medium,No,Operation failed to report quarterly EBI numbers for 1st quarter January-March 2025.,Operation has reported the count of EBI for this quarter and will report every quarter to remain in compliance of standards. 
04/25/2025,748.311 - Reports and Record Keeping,Reports and Record Keeping,No,05/02/2025,05/07/2025,D:Reports and Record Keeping,Medium,Yes,Two serious incident reports lacked sufficient detail and time frame of when the incident occurred. ,All serious incident reports will be thoroughly filled out with details and time of occurrence.  
04/25/2025,748.2151(d) - Medication,Medication,No,04/30/2025,05/07/2025,L:Medication,Medium High,Yes,"In review of four child medication records, there were discrepancies found in the pill count vs. the medication log. 
",All medication will be reviewed to ensure tablet counts are accurate and align with the documentation in the medication logs.
02/21/2025,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,06/23/2025,Individual Standards Evaluated,Medium High,Yes,Staff did not use any method of de-escalation prior to using an inappropriate restraint that caused an injury to a child.,.
02/21/2025,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,06/23/2025,Individual Standards Evaluated,High,Yes,Child received an injury to the face after an inappropriate restraint.,This standard has been reviewed and found to be compliant.
02/21/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,06/23/2025,Individual Standards Evaluated,Medium High,Yes,Staff was upset and did not control his physical response to a child in care.,This standard has been reviewed and found to be compliant.
02/21/2025,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,06/23/2025,Individual Standards Evaluated,High,Yes,The allegations are related to a DFPS abuse/neglect investigation.,.This standard has been reviewed and found to be compliant.
01/31/2025,748.3239(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,02/14/2025,05/29/2025,O:Safety and Emergency Practices,Medium,No,It was found during the inspection that the annual fire drill was not completed per the log that was reviewed.,Operation has conducted the fire drill and evacuation drill. The operations QA person is responsible for requesting fire and evacuation drills at the required timeframes. The house manager conducts the fire drills and documents the drills as required by minimum standards. 
01/31/2025,748.363(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2025,05/29/2025,Individual Standards Evaluated,Medium,No,During inspection staff files observed did not have signed affidavits prior to hire and re-hire.,Employee concerned has submitted a signed pre-employment affidavit..  The HR person is responsible for filing the document and the administrator or designee checks the file to ensure that all required documents are present prior to person starting their job.
01/31/2025,748.505(b)(6) - Personnel,Personnel,No,02/14/2025,05/29/2025,E:Personnel,Medium High,Yes,During inspection staff members files observed did not have verified employment history and/or references. ,Staff concerned employment history has been verified; and references checked. The agency requests a TB screening after the prospective employees background check is approved. 
