Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/01/2025,748.3931(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/04/2025,Individual Standards Evaluated,High,Yes,Several children in care admitted to going on a hunting trip where they were allowed to hold a real gun and pull the trigger. ,"The following email was provided from administrator Earline Richburg: 

1.	Permanent Ban on Firearm-Related Activities
o	Triple 7 Ranch has permanently removed hunting or any firearm-related activity from its programs.

o	All staff have been formally notified of this change, and policy updates reflecting this prohibition have been implemented.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards.

"
02/01/2025,748.3709(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/04/2025,Individual Standards Evaluated,Medium High,Yes,"The staff that accompanied the children on the hunting trip left the children with staff from the hunting facility, while operation staff were in a different facility. ","2.	Enhanced Supervision Policies & Compliance
o	Mandatory Direct Supervision: Children will be supervised exclusively by Triple 7 Ranch staff at all times during off-site activities. No external staff will assume responsibility for our children. 
o	Updated Staff-to-Child Ratio Compliance: A 1:5 staff-to-child ratio will be enforced for all off-site activities. Logs and check-ins will be conducted to document compliance.
o	Strict Oversight for Higher-Risk Activities: Activities deemed high-risk will be reevaluated, and only pre-approved activities with strict supervision guidelines will be permitted.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards."
02/01/2025,748.3709(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/04/2025,Individual Standards Evaluated,Medium High,Yes,"The staff that accompanied the children to the hunting trip were not with the children while they were hunting deer, therefore ratio was not complaint. ","The following email was provided from administrator Earline Richburg: 
2.	Enhanced Supervision Policies & Compliance

o	Mandatory Direct Supervision: Children will be supervised exclusively by Triple 7 Ranch staff at all times during off-site activities. No external staff will assume responsibility for our children.
o	Mandatory Direct Supervision: Children will be supervised exclusively by Triple 7 Ranch staff at all times during off-site activities. No external staff will assume responsibility for our children.
o	Mandatory Direct Supervision: Children will be supervised exclusively by Triple 7 Ranch staff at all times during off-site activities. No external staff will assume responsibility for our children.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards.
"
02/01/2025,748.3931(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/04/2025,Individual Standards Evaluated,High,Yes,"The children at the operation engage in treatment services, therefore they should not be allowed to use any firearms due to the children's behaviors and trauma, as this can pose a risk to the safety of children in care. ","The following email was provided from administrator Earline Richburg: 

Triple 7 Ranch takes compliance and child safety seriously and wants to clarify that while a hunting trip did take place, it was conducted at an external facility. However, we recognize that children were left under the supervision of hunting facility staff rather than being continuously monitored by our own personnel. We acknowledge this as a lapse in adherence to our own policies and HHSC regulations regarding supervision and the prohibition of firearms in child care environments.

o	Triple 7 Ranch has permanently removed hunting or any firearm-related activity from its programs.

o	All staff have been formally notified of this change, and policy updates reflecting this prohibition have been implemented.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards.
"
02/01/2025,748.683(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/05/2025,Individual Standards Evaluated,Medium,No,The management staff did not provide the direct care staff that accompanied the children on the hunting trip the proper supervision requirements to ensure that the staff that were in charge of the children were properly supervising the children at all times.,"The following email was provided from administrator Earline Richburg: 
The following corrections were provided by email from administrator Earline Richburg: 
 4.	Stronger Management Oversight & Auditing
o	Mandatory Weekly Supervision Meetings: Direct care staff will meet with management to review compliance expectations and discuss any concerns.
o	Routine Audits & Compliance Spot Checks: Monthly audits and random checks will be conducted to ensure adherence to supervision, weapons policies, and child safety regulations.
o	Signed Compliance Acknowledgments: Staff will be required to sign updated policy acknowledgments to ensure accountability. Violations will result in immediate disciplinary action, including termination.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards.

We welcome any additional recommendations and are available to discuss this matter further as needed.


"
02/01/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2025,03/04/2025,Individual Standards Evaluated,Medium High,Yes,"The staff that accompanied the children on the hunting trip, were not supervising the children properly due to the children being with left with staff from the hunting grounds. The staff allowed the children to engage in high-risk activities by using firearms to hunt. Furthermore, the operations weapons policy states that no child may use a firearms during recreational activities. ","The following email was provided from administrator Earline Richburg: 

3.	Intensified Staff Training & Accountability

o	Annual Training on Weapons Policies: All staff will receive mandatory training on state regulations prohibiting firearm use by children in care.
o	Supervision & Risk Management Training: Staff will be retrained to reinforce prudent judgment, self-control, and strict supervision requirements.
o	Signed Compliance Acknowledgments: Staff will be required to sign updated policy acknowledgments to ensure accountability. Violations will result in immediate disciplinary action, including termination.

Triple 7 Ranch is committed to creating a safe, structured, and regulation-compliant environment for children in our care. We appreciate the guidance from HHSC and are dedicated to fully aligning our operations with Texas Administrative Code standards.


"
01/30/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/15/2025,04/15/2025,Individual Standards Evaluated,Medium High,Yes,It was determined that the operation did not use prudent judgement when they picked up prescription medication for a child no longer in their care. The child was without medication for more than a day due to this. The operation also misplaced the child's cream and inhaler. ,"1. Medication Protocol Enhancement:
A written policy has been issued clarifying that no staff shall accept or retrieve prescriptions for residents who are no longer in care at Triple 7 Ranch. In such cases, the pharmacy will be contacted to cancel or reroute the medication.

2. Medication Return Procedure:
If medications are received after a residents discharge, they will be returned to the pharmacy. The parent or receiving facility will be notified and guided to request the medication from a pharmacy local to their home or new placement.

3. Employee Training:
All staff have received updated training as of April 17, 2025, on prudent medication management and judgment in alignment with §748.507(1). A copy of this training module and attendance log is available for your review.

4. Medication Chain of Custody Log:
Effective immediately, a chain-of-custody log for all resident medication will be maintained and reconciled during intake and discharge to ensure accountability
.
5. Administrative Oversight:
An internal medication compliance audit will be conducted monthly, overseen by our LCCA, to ensure ongoing adherence.
"
01/24/2025,748.63(1) - Definitions and Services,Definitions and Services,No,01/31/2025,02/14/2025,B:Definitions and Services,Medium,Yes,Triple 7 Ranch is a GRO only licensed for emotional disorders treatment services. Records reviewed show five placed youth in care require ASD and IDD treatment services which the operation is not licensed for. ,The children have been removed from Triple 7 Ranch. T7R will only provide admission to children who we are permitted for now. Until we are able to change our permit license and add the additional services.
01/24/2025,745.8641 - Individual Standards Evaluated,Individual Standards Evaluated,No,01/31/2025,02/14/2025,Individual Standards Evaluated,High,Yes,"Condition #5 - Not Met. 
There is no documentation that the 12/24/2024 scheduled emergency drills were conducted.
There is no documentation that the 12/24/2024 scheduled smoke detectors check was conducted.  
There is no documentation that the 12/24/2024 scheduled first aid kits check was conducted.
There is no documentation that the 12/24/2024 scheduled fire extinguishers check was conducted.  

",In order to make sure that the requirements are being met for probation. The administration team will double check behind each other. To make sure that all documents in the emergency section of the probation binder are completely filled out and signed.
10/29/2024,748.3117(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/05/2024,11/21/2024,Individual Standards Evaluated,Medium,Yes,Three fire extinguishers were observed to be out of compliance. ,This standard was found complaint.  
10/29/2024,748.3421(3) - Physical Site,Physical Site,No,11/05/2024,11/21/2024,P:Physical Site,Medium High,Yes,Cleaning supplies were observed unlocked and accessible to children. ,This standard was found compliant. 
08/02/2024,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/09/2024,08/12/2024,Individual Standards Evaluated,Medium,Yes,"The 2nd. Quarter EBI Report has not been submitted to Child Care Regulation.
","08/02/2024-The operation's LCCA submitted to licensing staff via email the operation's Corrective Action Plan indicating the operation will have quarterly EBIs reported to licensing through the HHCS website on time, no later than 15 days after the end of each quarter. The LCCA reported ensuring that the operation is in compliance with the minimum standard rules.

08/12/2024-The operation's 2nd. Quarterly EBI Report was submitted into the system.  The report was reviewed in CLASS."
07/19/2024,748.3111(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/26/2024,07/23/2024,O:Safety and Emergency Practices,Medium,Yes,The operation did not have documentation indicating the battery-operated smoke detectors are being tested on a monthly basis.,"07/23/2024-The operation's LCCA submitted to licensing a photograph via email of an operable smoke detector displaying a new battery as well as a solid green light indicating the smoke detector is working properly.

Additionally, the operation's LCCA submitted via email the Corrective Action Plan indicating staff will test battery operated smoke detectors monthly to ensure that the smoke detectors are working properly. The staff will sign a document with a signature and the date it was tested."
07/19/2024,748.3443(b)(2) - Physical Site,Physical Site,Yes,07/19/2024,,P:Physical Site,Medium,No,One freezer in House 2 did not contain a thermometer inside.,
