Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/23/2025,748.3105(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/09/2025,06/10/2025,Individual Standards Evaluated,Medium High,Yes,There were several hazards that were noted on the current fire inspection that did not meet compliance.  The inspection was conducted on 05/21/2025.,The fire department conducted an inspection at the operation on 6/4/25. There were no issues with the inspection. Any previous issues found on the inspection conducted on 5/21/25 were corrected. A copy of the fire inspection was provided. 
04/16/2025,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/25/2025,05/02/2025,Individual Standards Evaluated,Medium High,Yes,The count for a medication was not consistent with the number of pills in the medication bottle. ,"Nine medication logs and medications were reviewed. There were no concerns with the count of the medications. Staff confirmed that training was conducted on April 17, 2025 concerning medication."
04/16/2025,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/25/2025,04/21/2025,O:Safety and Emergency Practices,Medium,Yes,"The fire and weather drills were conducted 7 months apart. There one conducted on July 31, 2024, The next one was conducted March 1, 2025.","An email was received from the director to document that the drills will be documented on the operation calendar that all staff have access to and a reminder. A staff meeting was conducted on April 17, 2025 to discuss the drills."
04/16/2025,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/25/2025,05/02/2025,Individual Standards Evaluated,Medium High,Yes,"Staff did not document the administration for the medication of Quetiapine for a child in care. Also, a medication log documented administration in the future. ","Nine mediations logs were reviewed. There were no concerns. Staff confirmed training concerning medication was taken on April 17,2025. "
01/05/2025,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/06/2025,02/23/2025,Individual Standards Evaluated,Medium High,Yes,A staff member gave an incorrect dosage of a prescribed medication to a child in care.,Staff were trained on medication adminstration after the incident occurred. All youth discussed no medication errors. Medication logs were reviewed and no concerns.
12/17/2024,748.1661(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/17/2025,01/21/2025,Individual Standards Evaluated,High,Yes,Smoke from a vape was smelled and observed coming from the location of children in care while being transported in a vehicle.,"During the inspection, it was discussed with staff that a new procedure has been added concerning searches. They will be asked for staff to look into bags if they go anywhere outside the operation. This is to ensure that nothing is being brought into the operation. This was also discussed with the youth. An updated policy will also be sent to RCCR. "
10/30/2024,748.2151(d) - Medication,Medication,No,11/08/2024,11/13/2024,L:Medication,Medium High,Yes,The medication count was pre-filled and therefore the medication count did not match the medication count documentation. ,"Inspector received an email from designee stating that medication log audits will be conducted twice a week to ensure the appropriate medication dosage and quantities are being administered according to the orders prescribed by the physician. The audits will check to see if proper documentation is being recorded at the time that medication is being administered. This was also discussed with the staff the day of the inspection.
"
02/22/2024,748.1337(b)(1)(H)(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,04/23/2024,Individual Standards Evaluated,High,No,Service plan did not include a plan to address risk of running away.,Inspector discussed with the director on completed the service plan with the correct information. This was updated in the child's plan. 
02/10/2024,748.1337(b)(1)(H)(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,04/23/2024,Individual Standards Evaluated,High,Yes,Service plan did not include a plan to address risk of running away.,"Inspector discussed with the director on completed the service plan with the correct information. This was updated in the child's plan. 

4/10/24 the director has updated the service plan to include more specific plans to assist a child with high risk behaviors."
02/10/2024,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,04/23/2024,Individual Standards Evaluated,High,Yes,A child was able to self-harm with razors. Protocols to retrieve razors after use was not completed allowing the child to store razors over time. ,"Inspector discussed the new process with the director. They have purchased different types of Nair for the girls. The razors have been removed. This was observed at the operation. The Nair is kept in a locked closet. This was also discussed with the girls. They are good with using the Nair. 

4/10/24 the director has assessed and decided that they will not allow razors to be used by the girls. They will be purchasing Nair for the girls to use for hair removal."
01/17/2024,748.2003(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/17/2024,01/26/2024,Individual Standards Evaluated,Medium High,Yes,During the inspection it was observed that the medication for a child was stored in a weekly medication organizer. ,All medications are in their original containers. Operation is not using any other containers. This was observed in the walk through of the operation.
01/17/2024,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/17/2024,01/26/2024,Individual Standards Evaluated,Medium High,Yes,During the inspection it was observed that the medication logs did not document the count of the medications administered to children.  ,The count has been added to the medication logs. This was observed in the walk through of the operation.
01/17/2024,748.3101(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,02/07/2024,02/29/2024,O:Safety and Emergency Practices,Medium High,Yes,"At the time of the inspection, the last annual fire inspection was conducted on 12/30/2022.  ",The operation now has a current fire inspection dated 02/09/2024.
10/26/2023,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/03/2024,01/02/2024,Individual Standards Evaluated,Medium,Yes,The unauthorized absence of a 14-year-old child was not reported timely on 10/19/23 and 10/23/23. ,An email was received from the CEO of the operation with the staff meeting agenda as well as training certificates for all present staff members on Reporting Serious Incidents. The meeting and training were conducted on 1/2/24.
09/25/2023,"748.1207(a)(2) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/02/2023,10/02/2023,"I:Admission, Service Planning, Discharge",High,Yes,One out of two children files reviewed had the medical consenter form completed with the GRO staff and not the child's worker.,The director/designee sent an email with a copy of the medical consenter completed with the child's case worker information as the medical consenter. 
09/25/2023,748.453(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/02/2023,10/02/2023,Individual Standards Evaluated,Medium,Yes,The operation did not have an unauthorized absence log.,The director/designee sent an email with a copy of the unauthorized log with all the required information. 
09/25/2023,"748.1209(d) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/02/2023,10/02/2023,"I:Admission, Service Planning, Discharge",Low,Yes,One out of two children's files reviewed did not document that the operation discussed orientation with the child.,The director/designee sent an email with a copy of the child's orientation form that was completed with the child.
