Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/01/2025,748.930(b)(3) - Training and Professional Development,Training and Professional Development,No,07/09/2025,07/08/2025,F:Training and Professional Development,Medium High,Yes,It was observed 2 out of 2 staff files reviewed did not contain the required 1 hour of Normalcy training. ,"All employee files were reviewed to identify any employee who has not completed the annual 1 hour of Normalcy training. All identified employees were assigned training to be completed by August 31, 2025. Human Resources will monitor all employee files for compliance in training."
07/01/2025,748.930(a)(2) - Training and Professional Development,Training and Professional Development,No,07/09/2025,07/07/2025,F:Training and Professional Development,Medium High,Yes,It was observed 2 out of 2 staff files reviewed did not have the required annual training hours or courses. ,"A training schedule was created to ensure all caregivers receive a minimum of 50 hours of training prior to December 31, 2025. Human Resources will monitor all employee files for compliance in training. Department leaders will be held accountable that their staff have that required amount of training."
07/01/2025,748.930(b)(2) - Training and Professional Development,Training and Professional Development,No,07/09/2025,07/08/2025,F:Training and Professional Development,Medium High,Yes,It was observed 2 out of 2 staff files reviewed did not contain the required 2 hours of Trauma Informed Care training. ,"All employee files were reviewed to identify any employee who has not completed the annual 2 hours of Trauma Informed Care training. All identified employees were assigned training to be completed by August 31, 2025. Human Resources will monitor all employee files for compliance in training. "
07/01/2025,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/09/2025,07/11/2025,Individual Standards Evaluated,Medium High,Yes,"It was observed the unit's showers had mildew on the ceilings and grout, as well as two cockroaches in the shower. ",During Follow-up inspection the Chaparral unit showers were observed to be clean and free of pests. Operation sent compliance via email on 7-7-25 with pest control and cleaning maintenance. The portion of the peeling ceiling was peeled and painted. New grout was being applied to the showers.
06/06/2025,748.2551(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/27/2025,07/01/2025,Individual Standards Evaluated,Medium High,Yes,A child was inappropriately restrained by a staff member who placed their arm around the child's neck.,"The operation provided the following compliance on 6/27/25 by email:  
The employee was required to be retrained in Satori Alternatives to Manage Aggression (SAMA).  The SAMA course addresses appropriate techniques when placing patients in a physical hold.  The SAMA instructor targeted containment techniques and personal-defense release.  The training was conducted on 6/25/25.  The employee demonstrated competency. The Director of Nursing will monitor for any complaints of inappropriate physical hold technique by this employee.

A follow-up and unannounced inspection were conducted on 7-1-25. The 4-hour SAMA Training documentation completed by staff was observed and compliant. 2 children and 2 staff interviews were conducted regarding restraints. There were no concerns. 
"
06/06/2025,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/27/2025,07/01/2025,Individual Standards Evaluated,Medium High,Yes,A child was restrained for attempting to walk out of the cafeteria without permission which does not constitute an emergency situation where the child or others safety was at risk. The child was not on any safety plan or precautions at the time of the restraint. ,Follow-up inspection was completed. SAMA Training Documentation was observed and compliant. 2 staff and 2 children were interviewed and confirmed EBI are used only in emergencies and conducted appropriately. 
03/31/2025,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/05/2025,05/06/2025,Individual Standards Evaluated,Medium High,Yes,"It was determined staff were out of ratio when a physical altercation occurred between children in care. 2 children, 3 staff, and parent stated the ratio was 2:15 when the incident occurred. ",Follow-up inspection was completed. Ratio was observed and compliant. 2 Staff were interviewed and confirmed the unit is in ratio at all times. 
12/24/2024,748.2307(15) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/31/2025,02/07/2025,Individual Standards Evaluated,High,Yes,"During the investigation, a staff member reported that they used a threat of a personal restraint as tool for disciplining the child. ","The Director retrained the staff member through power point presentations that address appropriate management of behaviors and therapeutic communications. An assessment of staff members comprehension of materials was completed during the meeting. 1/29/25- DJ

RCCR Inspector conducted a follow-up inspection regarding citation. A review of the PowerPoint training was conducted, as well as 2 children and 2 staff interviews. Staff interview, who allegedly threatened use of EBI as discipline or punishment. It was stated he understood the training and explained his comment was to notify the child who was trying to engage in a physical altercation with another child, it would result in a code call and the use of an EBI. It is recommended Administrative Review consider citation, as the mention of EBI was not a threat of punishment or discipline. 2 children engaging in a physical altercation is considered an emergency and poses risk of harm to children. Staff statement was to explain clear outcomes if children continued in trying to fight physically. A walkthrough of the Chaparral and Sierra units were conducted. There were no concerns. 02/07/25 JB"
11/08/2024,748.311(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/17/2025,01/23/2025,Individual Standards Evaluated,Medium,Yes,"It was found that sections [748.311(2), (4), (5), (7), and (8)] of the incident report documentation were missing required information.",A training was reviewed for 3 nurses who took the serious incident report and injury training. No interviews were completed with the nurses as they were unavailable at the time of the inspection. 4 SIRs were reviewed and reported timely with all required information.
11/08/2024,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/17/2025,01/23/2025,Individual Standards Evaluated,Medium High,Yes,"It was found that the incident occurred on 11/5/24 and staff were aware of the childs right-hand injury on this day, however the incident wasnt reported to the A/N Hotline until 11/8/24.",A training was reviewed for 3 nurses who took the serious incident report and injury training. No interviews were completed with the nurses as they were unavailable at the time of the inspection. 4 SIRs were reviewed and reported timely with all required information.
09/02/2024,748.2461(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/05/2024,11/16/2024,Individual Standards Evaluated,High,Yes,"During the course of the investigation, a staff member and a child reported that the child was restrained briefly on their back (in a supine position).",Two staff and six children were questioned about how restraints are performed at the operation. No concerns were noted.
08/28/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/01/2024,11/01/2024,Individual Standards Evaluated,Medium High,Yes,Several people interviewed reported a staff member used profane language following a personal restraint in front of a children in care. ,An email was received from the operation on 11.1.24. The operation had the staff member involved sign an attestation regarding the incident. The attestation can be found in the document library. 
06/18/2024,748.2307(14) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/09/2024,09/17/2024,Individual Standards Evaluated,High,Yes,A staff threw away a child's food in response to the child spitting at their feet.,"During an in-person inspection, interviews with 4 residents confirmed that staff have not used any forms of inappropriate discipline."
06/18/2024,748.2455(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/09/2024,09/17/2024,Individual Standards Evaluated,Medium High,Yes,"Instead of permitting other staff to manage and defuse the situation, a staff member exacerbated the situation by intervening even though they were aware the child was upset with them.","During an in-person inspection, interviews with 4 residents confirmed that staff are making all attempts to verbally descalate a situation and using restraints as a last resort. Intereviews with staff confirmed that all direct care staff received Trauma Informed Care training addressing triggering behaviors."
06/18/2024,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/09/2024,09/17/2024,Individual Standards Evaluated,High,Yes,2 children interviewed mentioned a staff threatened at least 1 child with corporal punishment. ,"During an in-person inspection, interviews with 4 residents confirmed that staff have not used any forms of inappropriate discipline."
06/18/2024,748.2461(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/09/2024,09/17/2024,Individual Standards Evaluated,High,Yes,"While a child was being restrained by staff, another staff choked the child. ","During an in-person inspection, interviews with 4 residents confirmed that staff are making all attempts to verbally descalate a situation and using restraints as a last resort. Residents reported that they have not witnessed an inapprorpriate hold. Staff confirmed that a refresher EBI training was conducted."
06/18/2024,748.2461(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/09/2024,09/17/2024,Individual Standards Evaluated,High,Yes,"A child received a bloody, swollen nose during a restraint due to a staff member banging their head on the ground. ","During an in-person inspection, interviews with 4 residents confirmed that staff are making all attempts to verbally descalate a situation and using restraints as a last resort. Residents interviewed reported that they have never been injured during a restraint. Staff interviewed confirmed that the new restraint training includes the topic of using the minimal amount of force during a restraint."
06/17/2024,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2024,07/23/2024,Individual Standards Evaluated,Medium,Yes,During an interviews staff stated that a child was escorted from the school building back to the Sierra Unit. This walk would take over 1 minute making it a personal restraint which is required to be documented.  ,"On 7.23.24 the operation emailed their action plan for the above deficiency. 

The staff that were involved in the related EBI were individually re-educated on the requirement to document all interventions that meet the definition of an EBI.  The actual incident of the escort that lasted for more than one minute and restricted the movement of the patient was used as illustration.  This education was provided by the Director of Nursing on 7/23/24.

The Satori trainer was asked to include patient escort as an example of an EBI with new hires and recertifications. 
"
06/12/2024,748.949(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/26/2024,07/15/2024,Individual Standards Evaluated,Medium Low,Yes,The facility was unable to provide documentation to show which trainings the staff took with the required information.,Received email from the facility that they will now be keeping their own paper charts for training.
06/12/2024,748.2551(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/08/2024,Individual Standards Evaluated,High,Yes,"During a restraint, a staff used excessive force to take a child to the ground, causing the child to chip a tooth upon impact.","A discussion was had with the Administrator. There are 2 Satori Trainers- 1 is not at the operation and the other is currently teaching a class. Staff were unable to be interviewed as they are running  in ratio and 1 child is on a 1 to 1. 
The ""Education Topics"" discussed within EBI training were reviewed. It discusses specifically minimizing movements, using less restrictive alternatives, and using the least amount of force necessary. Additionally, taking the patient seriously is discussed."
05/25/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,05/25/2024,,Individual Standards Evaluated,Medium High,Yes,"During the inspection, it was observed two caregivers were left with fifteen children for approximately ten minutes.   This was corrected when the third caregiver returned to the unit.
",
05/13/2024,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/15/2024,05/15/2024,Individual Standards Evaluated,High,Yes,A staff member has been working at the operation since 12.26.23 with an inactive background check. ,"The staff involved was made active and eligible on 5.14.24. 
An email was received from the operation on 5.15.24. It was explained the Human Resources Director has implemented an additional security check to ensure that active employees are not inadvertently de-activated by creating a spreadsheet for additional weekly review. "
