Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/08/2025,748.535(1) - Personnel,Personnel,No,08/15/2025,08/26/2025,E:Personnel,Medium,No,The current administrator is unable to be physically at the operation and have daily supervision and responsibility of the overall operation.,The current licensed administrator and the operation parted ways as of 08/08/2025. The operation advised them awaiting background checks for another licensed administrator before they are able to hire.
07/01/2025,748.505(b)(4) - Personnel,Personnel,No,07/08/2025,07/16/2025,E:Personnel,Medium,No,Three of 3 employee records reviewed did not have a complete notarized Licensing Affidavit for Applicants.,Form 2985 was shared with the operation. The operation updated all current employee file to include the affidavit. The operation updated the procedure to include the affidavit for future employees.
07/01/2025,748.3357(b)(2) - Physical Site,Physical Site,No,07/08/2025,07/16/2025,P:Physical Site,Medium,No,The operation does not have 60 square feet of space for each occupant in the first floor bedroom 2 and second floor bedroom 3.,The operation responded by removing extra beds and provided photos to show the changes.
04/01/2025,748.505(b)(4) - Personnel,Personnel,No,04/11/2025,04/09/2025,E:Personnel,Medium,No,"At the time of inspection, an employee did not have a completed notarized Licensing Affidavit.","In response to the deficiency, the operation updated form 2985 and it was notarized."
04/01/2025,748.103(b)(14) - Organization and Administration,Organization and Administration,No,04/11/2025,04/25/2025,C:Organization and Administration,Medium High,Yes,"At the time of inspection, the operation did not have policies and procedures for suicide prevention, intervention, and postvention consistent with 748.124.","In response to the deficiency, the operation submitted updated policies and procedures for suicide prevention, intervention, and postvention consistent with 748.124."
04/01/2025,748.3233(b)(3) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/11/2025,04/09/2025,O:Safety and Emergency Practices,Medium High,No,The emergency evacuation and relocation diagram does not show the designated area inside the operation where staff and children will meet to shelter from bad weather.,"In response to the deficiency, the operation updated emergency evacuation and relocation diagram to show where staff and children will meet in the operation to shelter from bad weather."
04/01/2025,748.127(a) - Organization and Administration,Organization and Administration,No,04/11/2025,04/09/2025,C:Organization and Administration,Medium Low,No,"At the time of inspection, operation plans, policies, and procedures did not show the date they were adopted and effective.","In response to the deficiencies, the operation officially updated policies and procedures to be adopted by the board."
04/01/2025,748.753(a)(2) - Personnel,Personnel,No,04/11/2025,04/09/2025,E:Personnel,Medium High,No,"At the time of inspection, there was no documentation to show that references were contacted prior to hiring an employee.","In response to the deficiency, the operation provided documentation to show references were contacted prior to hiring an employee. The operation also updated personnel policies to reflect the procedures for conducting references and storing the reference check results in each individual employee file."
04/01/2025,748.105(3) - Organization and Administration,Organization and Administration,No,04/11/2025,04/25/2025,C:Organization and Administration,Medium,No,"At the time of inspection, the operation did not policies and procedures for conducting reference checks for potential employees. ","In response to the deficiency, the operation developed and provided a Pre-Employment Screening Template they will use to document reference checks. Policies and procedures were also updated and submitted and evaluated to meet compliance with 748.105(3)."
04/01/2025,748.3301(g) - Physical Site,Physical Site,No,04/11/2025,04/25/2025,P:Physical Site,Medium,No,"At the time of inspection, a pile of tree branches towards the back of the property and solar walkway lights piled in the front garden bed.","In response to the deficiency, the operation removed the pile of branches, pile of solar walkway lights, and parked car were removed."
04/01/2025,748.3233(b)(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/11/2025,04/09/2025,O:Safety and Emergency Practices,Medium High,No,The emergency evacuation and relocation diagram does not show the area outside the operation where caregivers and children will meet. ,"In response to the deficiency, the operation updated emergency evacuation and relocation diagram to show where staff and children will meet outside the operation to evacuate."
