Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/25/2024,748.930(b)(1)(A) - Training and Professional ,Training and Professional Development,No,10/02/2024,09/27/2024,F:Training and Professional Development,Medium High,Yes,One of three employee files reviewed did not contain verification the employee had a refresher EBI training in about 9 months.,"A phone call was held with the operation's owner which indicated all youth have been discharged from the operation. On Oct. 7, 2024, the owner confirmed that the operation will be ceasing operations on a voluntary suspension basis until a new location can be found."
09/25/2024,748.455(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/02/2024,09/27/2024,Individual Standards Evaluated,Medium High,Yes,One out of three youth files reviewed did not contain a debriefing following a youth's return from unauthorized absences.,"A phone call was held with the operation's owner which indicated all youth have been discharged from the operation. On Oct. 7, 2024, the owner confirmed that the operation will be ceasing operations on a voluntary suspension basis until a new location can be found."
09/25/2024,748.2101(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/25/2024,,Individual Standards Evaluated,Medium High,Yes,"During the walkthrough at the operation, it was observed the medication lock box was not double locked and access was available to youth in care.",
09/13/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2025,,Individual Standards Evaluated,Medium,No,"During the investigation, it was discovered a child with sexual aggression history was placed with a roommate who had sexual victimization history, violating the aggressor child's service plan.  The facility is no longer in operation, mitigating risk in this standard.",
09/13/2024,748.1661(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/25/2024,Individual Standards Evaluated,Medium High,Yes,A caregiver was photographed smoking while transporting youth in care in a vehicle.,Corrected.
09/13/2024,748.3931(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2025,,Individual Standards Evaluated,High,Yes,"During the course of the investigation, it was discerned staff transported a child in a vehicle with a handgun present as well as another staff reportedly storing a handgun in their vehicle on site.",
09/13/2024,745.8411(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2025,,Individual Standards Evaluated,High,Yes,"During the investigation, it was discerned the owner of the operation questioned children following investigation issues, promised them bribes to present well, instructed staff to alter or omit documentation to prevent or reduce investigations, and failed to respond appropriately to allegations by staff and children.  The facility is no longer in operation, mitigating risk in this standard.",
09/13/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2025,,Individual Standards Evaluated,Medium High,Yes,"During the inspection, it was discovered staff and children expressed concern that an employee transported children and served as a caregiver while under the influence of alcohol and administration failed to respond in a timely and appropriate manner.  The facility is no longer in operation, mitigating risk in this standard.",
09/13/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2025,,Individual Standards Evaluated,High,Yes,"During the inspection, it was determined a staff member had inappropriate sexual relations with children in care; staff was neglectful in supervision resulting in a child gaining access to, and being arrested for the possession of, staff's firearm; and staff being neglectful in supervision by leaving children in care alone and unsupervised at the facility while providing a child keys which access medications, supplies, and other prohibited areas.  The facility is no longer in operation, mitigating risk in this standard.",
08/21/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/04/2024,10/02/2024,Individual Standards Evaluated,Medium High,Yes,The operation was not in ratio during awake hours. ,A phone call was held with the operation's owner who stated no youth are currently placed at the operation. Voluntary closure or suspension of the operation is pending.
07/22/2024,748.751(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2024,08/09/2024,Individual Standards Evaluated,Medium Low,No,One out of two employee files reviewed did not contain documentation to show employment history was verified.,An email was received from the operation which included an employment history check form for verification for the employee who did not have one previously.
05/15/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/03/2024,07/22/2024,Individual Standards Evaluated,Medium High,Yes,The administration/owner did not use prudent judgment when requiring the child to get back to the operation and not offering to get the child a ride back to the operation when the child made him aware that he could not get a ride.,Corrected.
05/13/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/07/2024,06/05/2024,Individual Standards Evaluated,Medium High,Yes,Children in care were assisting staff and intervening with another child in care having a manic episode. ,Corrected.
04/03/2024,748.753(d)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/10/2024,04/17/2024,Individual Standards Evaluated,Medium Low,No,Three out of three employee files reviewed did not contain reference checks.,An email was received from the operation's owner that included a corrective action plan indicating a reference check template was created to be utilized in the future to ensure reference checks are documented. A copy of the template was also included in the email.
04/03/2024,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/03/2024,,Individual Standards Evaluated,Medium,Yes,"During the inspection, the operation was observed to not be clean evidenced by a urine smell in two of the bedrooms and old food on the floor behind the stove.",
04/03/2024,748.3273(2) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,04/03/2024,,O:Safety and Emergency Practices,Medium,Yes,"Four out of four first aid kits observed during the inspection was missing adhesive tape, thermometers, tweezers, and disposable gloves.",
01/04/2024,748.1501(a)(4) - Child Care,Child Care,No,01/11/2024,01/16/2024,J:Child Care,Medium High,Yes,One out of three youth files reviewed had a dental appointment dated longer than the required maintenance of 6 months.,An email was received from the operation's owner that included a corrective action plan indicating the dental visit verification has been added to the youth's file. The electronic file was reviewed in ExtendedReach and verified to have been updated.
01/04/2024,748.3421(3) - Physical Site,Physical Site,Yes,01/04/2024,,P:Physical Site,Medium High,Yes,A cleaning product was observed during the inspection accessible to youth in care under an unlocked bathroom sink.,
01/04/2024,748.311(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/11/2024,01/04/2024,Individual Standards Evaluated,Medium,No,The serious incident reports reviewed did not detail interventions made following the incidents.,"During exit interview of inspection, the operation's owner stated the staff that wrote the two incident reports was terminated due to reasons such as not adhering to directives like accurately writing incident reports. He also stated he has conducted conferences with staff about documenting accurately and effectively for future occurrences."
01/04/2024,748.2151(d) - Medication,Medication,No,01/11/2024,04/29/2024,L:Medication,Medium High,Yes,Two medications reviewed for one youth in care was documented with the wrong ending count.,Corrected
01/04/2024,748.1539(b) - Child Care,Child Care,No,01/11/2024,01/16/2024,J:Child Care,Medium Low,No,One of three youth files reviewed did not include an immunization record or reasoning explaining for the lack of it.,An email was received from the operation's owner that included a corrective action plan indicating the youth's file has been updated. The electronic file was reviewed in ExtendedReach and verified to have been updated.
12/12/2023,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/10/2024,01/04/2024,Individual Standards Evaluated,High,Yes,The operation has been without an administrator for more than 120 days.,"During a monitoring inspection #3982603, the operation's owner indicated he has hired an administrator and their background check has come back as eligible. This was verified in CLASS."
11/27/2023,748.2605(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2024,03/14/2024,Individual Standards Evaluated,High,Yes,Operation staff laid on top of a child in care to gain control during a restraint. ,Corrected.
11/15/2023,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/10/2023,12/12/2023,Individual Standards Evaluated,High,Yes,The operation has not had an administrator for more than 90 days.,
11/15/2023,748.863(a)(3) - Training and Professional Development,Training and Professional Development,No,11/29/2023,11/29/2023,F:Training and Professional Development,Medium High,Yes,Two out of three employee files reviewed only contained verification for 8 hours completed for EBI training instead of the required 16 hours.,"An email was received from the operation's owner, Brandel Brown, which included the training certificates for the other half of the pre-service EBI training taken by the two employees who were missing it in their files originally."
11/10/2023,748.399(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/12/2024,01/12/2024,Individual Standards Evaluated,Medium,No,Records requested from the operation on 11/21/2023 were not received until 12/20/2023.,An email was received from the operation's owner which included a corrective action plan that indicates the operation recently hired an Administrator whose duty will be to provide requested documentation.
11/10/2023,748.1351 - Individual Standards Evaluated,Individual Standards Evaluated,No,01/12/2024,01/12/2024,Individual Standards Evaluated,Medium Low,No,Service Plan completed for a child in care on 08/12/2023 indicates that the child should not be placed in a bedroom with any other children. This child was instead placed in a room with two roommates. ,An email was received from the operation's owner which included a corrective action plan that indicates the operation corrected the original service plan and has implemented it.
11/10/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/12/2024,01/12/2024,Individual Standards Evaluated,Medium,No,Operation provided an inaccurate copy of a child's service plan.,An email was received from the operation's owner which included a corrective action plan that indicates the operation's Treatment Director and Administrator will be responsible for auditing every service plan for accuracy before it is finalized. 
10/30/2023,748.2101(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/30/2023,,Individual Standards Evaluated,Medium High,No,"During walk through, it was observed that substance controll medication was not double lock.",
10/30/2023,748.3395(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/30/2023,,Individual Standards Evaluated,Medium,No,"During walk through, it was observed that the childrens bathroom was unequipt with handsoap and tissue.",
10/26/2023,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/10/2023,11/15/2023,Individual Standards Evaluated,High,Yes,The operation has not had an administrator for more than 60 days.,
10/10/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/20/2023,10/30/2023,Individual Standards Evaluated,Medium,Yes,The staff list provided still included 4 previous employees. ,The staff list provided still included 4 previous employees. this was corrected.
10/06/2023,748.535(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/13/2023,10/30/2023,Individual Standards Evaluated,Medium,Yes,An attempt was made by CCI to do an on-site inspection and no one was there. ,An attempt was made by CCI to do an on-site inspection and no one was there. this was corrected
10/01/2023,748.399(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/17/2023,10/30/2023,Individual Standards Evaluated,Medium,No,Records were  requested at the start of the inspection licensing did not have access by the conclusion of the inspection.,Records were  requested at the start of the inspection licensing did not have access by the conclusion of the inspection. this was corrected.
10/01/2023,748.3441(m) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/13/2023,,Individual Standards Evaluated,Medium High,Yes,It was observed that there were two originally packaged packs of fish in the sink in water thawing. The staff removed the packages of fish and begin to prepare dinner. ,
