Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/20/2025,748.1501(a)(1) - Child Care,Child Care,No,06/04/2025,06/03/2025,J:Child Care,Medium,No,"Two children's records reviewed found no dental exam have been completed since admission, more than 90 days ago.",Effective immediately: Clients dental records will be required at admission. If a client has not had a dental examination within 6 months of admission an appointment will be scheduled within 30 days of admission to occur within 90 days. The results of the dental examination will be documented in the clients record.
05/20/2025,748.930(b)(2) - Training and Professional Development,Training and Professional Development,No,06/04/2025,06/03/2025,F:Training and Professional Development,Medium High,Yes,One of the staff records reviewed found staff did not receive trauma informed care training and normalcy training for 2024.,"Effective immediately: The Training Coordinator will email all staff **30 days before** all annual training (Trauma informed care, Normalcy etc.) deadlines, including: -Dates, times, and format (in-person/online). **7-Day Follow-Up**. A second email reminder will be sent **7 days prior** to the due date. B. Tracking & Compliance: The training Coordinator will maintain a **Master Log** of all staff training completions. Physical copies of certificates will be filed with employee records. **Non-Compliance Escalation** - If a staff member fails to complete training by the deadline: - The Training Coordinator will notify the **supervisor and Administrator** within **24 hors**. -The staff member will be placed on notice of correction until training is completed. 
compliant staff. **Final Notice (1 Day Before Deadline). **Direct supervisor/scheduling coordinator notified if still incomplete. 

** Consequences for Non-Compliance. ** -If training is not completed by the deadline: -Staff will be temporarily removed from the schedule until training is done. "
05/20/2025,748.125(c)(1) - Organization and Administration,Organization and Administration,No,06/04/2025,06/03/2025,C:Organization and Administration,High,Yes,Two of the staff records reviewed missing annual suicidal prevention training for 2024.,"Effective immediately: Mandatory for all caregivers and employees Annual Suicide Training: The Training Coordinator will maintain a centralized data log of all staff training deadlines. **Alerts will be set 30 days before each employees annual due date**. ** Email notification** **30 Day Warning**. Staff receive an email with: -Link to the required training (on-line). -Deadline for completion. ** 7-Day Follow-up**. Reminder email sent to non-compliant staff. **Final Notice (1 Day Before Deadline). **Direct supervisor/scheduling coordinator notified if still incomplete. 

** Consequences for Non-Compliance. ** -If training is not completed by the deadline: -Staff will be temporarily removed from the schedule until training is done. 

  

 



"
05/20/2025,748.930(a)(2) - Training and Professional Development,Training and Professional Development,No,06/04/2025,06/03/2025,F:Training and Professional Development,Medium High,No,Two of the staff records reviewed found that staff member did not receive 50 hours of annual training for 2024 as required.,"Effective Immediately: Annual Training Tracking System. Training Log. The Training Coordinator will create a **master spreadsheet/database tracking system. -Each staff members completed hours. -Deadline for mandatory courses (e.g., EBI every 6 months). **Monthly audits** to flag staff falling behind. **Structured training Schedule** Mandatory Trainings First. ** Quarterly Breakdown: Staff complete~12.5 hours/quarter to avoid year-end gaps. ** Priority Order** 1. Critical Annual Courses**(suicide prevention, abuse and neglect reporting, trauma-informed care). 2.**Bi-Annual EBI refresher**(tracked separately) 3. **CPR/First Aid** (If expired) 4** Elective/Professional Development** (to fill remaining hours). "
10/18/2024,748.2151(c)(6) - Medication,Medication,No,10/21/2024,10/21/2024,L:Medication,Medium,No,"On multiple kid files, signatures/initals were missing.","Op submitted corrective action plan: Staff administering medication must sign full name at bottom of med sheet before administering the first med. After each administration, staff must initial next to time of administration to confirm the meds are given. "
10/18/2024,748.2203(c)(1) - Medication,Medication,No,10/21/2024,10/21/2024,L:Medication,Medium High,Yes,Multiple kids med logs were missing administration times. ,"Op submitted corrective action plan: Nursing will have one-hour slots twice a week to review and audit the med admin book. Nursing will have a sign off sheet stating that a nurse has reviewed the med books and probs found for each client. Nursing will audit 10 % of clients weekly. Any missing documentation found will be reported immediately to administration. Staff administering meds will be required to double check that the admin time is recorded after every med pass. This will be done by reviewing the med logs immediately after completing pass to ensure no entry is missing time of admin. 
Deficiency was related to documentation. No inspection is required. 
"
09/25/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/13/2024,11/20/2024,Individual Standards Evaluated,High,Yes,It was found that 4 out of 5 children have seen or witnessed a staff member sleeping during shifts of providing care.,It was found that there are still allegations of staff sleeping. 
05/01/2024,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/08/2024,05/16/2024,Individual Standards Evaluated,Medium,Yes,The operation has not submitted the quarterly EBI data reports for 2023 4th Quarter and 2024 1st Quarter. ,EBI Quarterly Report reviewed in CLASS to have been submitted. Operation reported 1 personal restraint. 
10/24/2023,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/26/2024,02/05/2024,Individual Standards Evaluated,Medium High,Yes,A child's medication was not administered for 3 days due to it being misplaced by operation staff. ,"An email was received from the operation stating a new protocol was implemented effective 10/23/23 requiring two staffs signatures for medication release. 

"
12/19/2022,748.303(a)(12)(A) - Reports and Record Keeping,Reports and Record Keeping,No,12/30/2022,01/05/2023,D:Reports and Record Keeping,Medium High,Yes,Two out of four children records reviewed suicide attempts were not reported to Licensing within the required time frame. ,Operation submitted a correction action plan indicating Child Care Administrator will meet with all MHT's regarding notifying and reporting suicide attempts and serious incidents a abuse and neglect hotline. Employee training log was provided.
12/19/2022,748.1217(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/30/2022,01/05/2023,Individual Standards Evaluated,Medium,No,One out of four child's records reviewed were missing the admission assessment.,Operation submitted a correction action plan indicating effective immediately the Director of Clinical Services will instruct Admissions Team Lead and Admission Coordinators to ensure all pre-admission assessments are completed and charted when client is admitted. 
12/19/2022,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/30/2022,01/05/2023,Individual Standards Evaluated,Medium,Yes,"During the monitoring inspection, it was discovered the operation failed to remove 19 inactive employees from the people's list within required 7 days' timeframe.",Operation submitted a correction plan indicating all inactive persons who no longer are associated with TCSI will be removed from system within 7 days. An up-to-date employee roster to include volunteers and contractors was provided. 
12/19/2022,748.1205(a)(7) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/30/2022,,Individual Standards Evaluated,Medium High,No,Two out of four children's records reviewed were missing immunization record.,
12/19/2022,748.1341(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/30/2022,01/05/2023,Individual Standards Evaluated,Low,No,Two out of four children's records reviewed were missing proof of two weeks advance notification of service plan meeting.,"Operation submitted a correction action plan indicating child's parent/guardian will get two weeks advance notice of the initial service plan meeting taking place. The meeting scheduler will email parent of meeting taking place, print the email, and place in chart."
