Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/13/2025,748.3273(1) - Safety and Emergency Practices,Safety and Emergency Practices,No,08/15/2025,08/18/2025,O:Safety and Emergency Practices,Medium,Yes,"During the walk-through of the homes, all four homes had multiple items missing from the first aid kits.   ",An email was sent to the inspector with pictures of the first aid kit and check checklist of what needs to be in them. The operation will have an overnight check on first aid kits daily to ensure they are staying in compliance. 
08/13/2025,748.3233(b)(2) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,08/15/2025,,O:Safety and Emergency Practices,Medium High,Yes,The posted evacuation plan all four homes didn't have the meet up location documented.,
08/13/2025,748.3233(b)(1) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,08/15/2025,,O:Safety and Emergency Practices,Medium High,Yes,2 out of the 4 homes did not have a floor plan for an emergency evacuation. ,
05/12/2025,748.535(3)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2025,06/30/2025,Individual Standards Evaluated,Medium,Yes,Staff did not have access to emergency medication.,Staff were interviewed and stated they have access to emergency medication. Staff confirmed the med givers are the ones to provide the emergency medication. Administration confirmed they updated the lock box so staff is able to have access to the emergency medication at all time. Inspector did a walk though of the home and confirmed staff have access to emergency medication   
04/11/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/19/2025,06/30/2025,Individual Standards Evaluated,Medium High,Yes,Staff took children out for an unauthorized period of time.,Staff were interviewed and stated that all outing must be approved before they are able to leave campus once they are off campus staff must send pictures of their location. Staff had additional training for prudent standard to maintain compliance when it comes to going on outing. Staff confirmed training was provided. 
02/05/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/07/2025,04/02/2025,Individual Standards Evaluated,Medium High,Yes,During walk thru child in care mae outcry staff had told another child in care to shup up. Staff did state they had told the child in care this. ,Four children were interviewed and stated they have not seen or heard about staff telling someone to shut up. All four children who were interviewed indicated staff are nice to them. 
02/03/2025,748.1101(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/10/2025,04/02/2025,Individual Standards Evaluated,Medium High,Yes,"Children in care are wearing dirty clothes and shoes.
","Four children were interviewed and observed to be clean and well-dressed. All the kids' shoes were clean, and there were no stains on their clothes. All the children who were interviewed stated staff gives them new clothes when needed. 
"
02/03/2025,748.4041 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/10/2025,04/02/2025,Individual Standards Evaluated,High,Yes,A child in care's car seat was expired and dirty.,Inspect all the vehicles that were on campus. All car seats that were available were in compliance and clean. Staff who were interviewed stated that more car seats are being ordered.  
12/16/2024,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/23/2024,01/07/2025,Individual Standards Evaluated,Medium,Yes,Hole in one of the bedroom closet ay Joy house. ,A walk-through of Joy house was completed and no concerns were found. The hole in the wall was patched up and the house was clean. No kids are living at Joy House at this time.
12/05/2024,748.1531(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/12/2025,03/03/2025,Individual Standards Evaluated,High,Yes,Child in care had a severe diaper rash and was not seen by the doctor until the next day. ,Staff were interviewed and confirmed that training was completed for the Diaper Rash Protocol. A sign-in sheet was seen and the inspector verified that the training was completed. Staff confirmed they check diapers every 2 hours and if a rash is seen they notify the administration immediately. 
11/09/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/17/2024,01/07/2025,Individual Standards Evaluated,Medium High,Yes,Staff admitted to letting a child in care use their cell phone to look something up.   ,Two kids who were interviewed stated staff does not allow them to use their phones. Staff confirmed they had training about the use of cell phones and boundaries. 
09/11/2024,745.903(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/13/2024,09/12/2024,Individual Standards Evaluated,High,Yes,"Operation did not submit controlling persons for last two administrators, current board members and governing body. ",The operation sent an email on 9/12/24 stating controlling persons and the Governing Body updated the CCR Provider portal on 09/11/2024. The inspector was able to verify controlling person was updated in class. Training was completed on 09/12/2024 where the TAC 745.901 was reviewed. FamilyLink- Legacy Ranch Management Staff will ensure that all changes to the Controlling Persons and Governing Body will be updated within the required time frame. The training was held training was between the administration since they are the ones that oversee Compliance and making sure the portal is accurate. The operation reviewed the TAC that was listed on the assessment so that they understood who should be listed as a controlling person. The operation understand that they need to make any updates moving forward within 48 hours of the changes. 
08/21/2024,748.3301(a)(2) - Physical Site,Physical Site,No,08/30/2024,09/10/2024,P:Physical Site,Medium,Yes,"The inspector observed dog food, chips, and hair on the floor of one of the homes.   ","Interview with staff confirmed that a training was conduct with the staff. Staff stated that the operation went over the citations that were given. Training topics consist of helping the kids with their chores and making sure staff maintain the cleanliness of the operation. A walk-through of the homes that had concerns was conducted. Walls were patched up, the dresser was removed from the children's room and the children still had enough space to put their clothes. Wires were covered and wall sockets were covered as well. Vents were cleaned and a re-paint was done. The refrigerator was cleaned and the food was labeled no safety hazards were observed. The outside window screen has been removed a new replacement has been ordered it was confirmed by the administration. "
08/21/2024,748.3441(c) - Physical Site,Physical Site,No,08/30/2024,09/10/2024,P:Physical Site,Medium High,Yes,During the walk through it was observed there was an unknown substance spilled in the freezer.,"Interview with staff confirmed that a training was conduct with the staff. Staff stated that the operation went over the citations that were given. Training topics consist of helping the kids with their chores and making sure staff maintain the cleanliness of the operation. A walk-through of the homes that had concerns was conducted. Walls were patched up, the dresser was removed from the children's room and the children still had enough space to put their clothes. Wires were covered and wall sockets were covered as well. Vents were cleaned and a re-paint was done. The refrigerator was cleaned and the food was labeled no safety hazards were observed. The outside window screen has been removed a new replacement has been ordered it was confirmed by the administration. "
05/08/2024,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2024,05/21/2024,Individual Standards Evaluated,Medium High,Yes,Staff interviewed were not aware of the citation for medication. Staff confirmed there is no set plan in place when it comes to refilling medication. Staff confirmed they do not know who refills medications. Compliance plan was never received.  ,Two staff interviewed confirmed that the operation provided additional medication training. Two children interviewed confirmed they have refills for their medication and have not gone without taking their medication. The operation provided a compliance plan and stated they would provide additional medication training for staff if needed.   
04/09/2024,748.4011(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2024,05/22/2024,Individual Standards Evaluated,High,Yes,Staff admitted to leaving two children in vehicle unattended.,Staff interviewed confirmed additional transportation training was completed. Staff also confirmed if they need additional training the operation will provide additional training. A sign-in sheet was provided to the inspector.  Two children were interviewed and confirmed that they had never seen staff leave children in the van and stated that all the children must leave the van.       
02/26/2024,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/26/2024,05/08/2024,Individual Standards Evaluated,Medium High,Yes,Staff did not administer medication prescribed due to medication refills not completed in a timely manner.,
01/25/2024,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/11/2024,03/15/2024,Individual Standards Evaluated,Medium High,Yes,Staff did not administer a child's medication at the required time per the medication instructions and did not document the reason medication dosage was missed. ,"Two staff were interviewed and stated that the operation provided refresher training and additional training on how to document medication errors, refuse medication, and who to contact. Two kids were interviewed and stated the staff always gave them their medication in a timely manner when they needed it and they have not run out of medication since they have been here. The inspector reviewed the MARs for one of the homes and did not find any concerns. All counts were corrected and there were no missed medication errors.      "
12/23/2023,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/05/2024,03/07/2024,Individual Standards Evaluated,Medium High,Yes,A staff witness indicated the operation director plus one other staff walked from the school to the residential area with at least 21 children in care. The director didn't know with how many children in care they were walking. ,"During the walk-through, it was observed that staff was in ratio of 1 to 8 with kids. Three kids interviewed all stated that staff is always with them and there is always enough staff. Two staff were interviewed and stated that they went over training for ratio. The operation went over with staff how important it is to stay in ratio at all times. "
09/27/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/15/2023,11/22/2023,Individual Standards Evaluated,High,Yes,Child in care admitted to choking another child in care and staff were not aware or present when the incident occurred. ,During the walk-through staff was engaging with the kids in the living room. All the kids were in the living room watching TV. The staff was able to state how many kids they had in ratio and how many kids were in the home. The staff was also able to identify what supervision looks like to them. 
