Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/01/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/30/2025,08/25/2025,Individual Standards Evaluated,Medium High,Yes,Multiple children in care stated that staff cuss at them. ,"Follow was completed by inspection at Shamar of Hope office. The administrator stated that training was conducted with all direct care staff and self-control, and prudent judgement was discussed during the training. Training was completed on July 11th and August 11th. Copy of the sign in sheet for the refresher training was provided to me and photo taken. "
06/10/2025,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/11/2025,07/28/2025,Individual Standards Evaluated,High,Yes,Two children in care disclosed a staff member threatened residents. ,"The operation sent its written correction via email. In the correction, the operation stated that the treatment team met with the direct care staff on July 11th, 2025, to address the areas of concerns such as Trauma informed care, utilization of appropriate consequences and refresher course on crisis intervention training. Follow up by inspection was completed on 7-28-25 at the facility. Copy of the refresher training sign in sheet for training completed on July 11th, 2025, was viewed and photo taken."
03/12/2025,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/12/2025,,Individual Standards Evaluated,Medium,Yes,"During the review of 2 children files, multiple dates of birth and multiple date of placements were observed in the children files. ",
02/17/2025,748.3441(n) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/19/2025,02/26/2025,Individual Standards Evaluated,Medium High,Yes,"During the walkthrough of the facility, one cereal box was observed to be left open on top of the kitchen counter. ","The operation sent its written correction via email. In the correction, the operation stated that management will speak with staff in B and C shift who are on duty during the day to ensure that breakfast foods such as cereals are properly closed after use and staff are not to leave the kitchen until everything is closed up before returning to another duty."
02/17/2025,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/21/2025,02/26/2025,Individual Standards Evaluated,Medium,Yes,"During the review of a childs file, wrong date of placement was observed in 3 serious incident reports for 2-13-25, 2-10-25 and 2-7-25.","The operation sent its correction via email. In its correction, the operation stated that they have appointed a particular staff to review files while the administrative assistant and another staff will look over the reviewed files."
01/30/2025,748.3443(a)(6) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,01/30/2025,,Individual Standards Evaluated,Medium,Yes,One open energy drink was found inside the fridge during the walkthrough of the kitchen,
12/17/2024,748.1331(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/17/2024,,Individual Standards Evaluated,Medium Low,Yes,Child was admitted on 12-13-24 and 72 hours preliminary service plan was completed 12-17-24.,
12/17/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/17/2024,,Individual Standards Evaluated,Medium,Yes,"During the review of staff file, multiple dates of hire was noticed. Date of hire in staff list says 9-22-24 while date of hire inside the staff file says 9-16-24. Also, during the review of one childs file, multiple dates of admissions were identified. The date of admission in the childs file cover says 5-13-24  while the date of admission in the childrens list says 5-10-24.",
10/08/2024,"748.1439(b)(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2024,10/15/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the review of one discharged childs file, no discharge summary was noticed inside the file and child was discharged on 7-3-24","The operation sent its written correction via email. In its correction, it stated that discharge plan will be provided within 15 days of discharge. Shamar Hope Program Director will ensure that each client receives a discharge summary."
09/24/2024,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/08/2024,10/04/2024,Individual Standards Evaluated,Medium High,Yes,"During the review of the operations record today, it was noted that the last fire inspection was conducted on 5-10-23 which expired on 5-10-24.","The Administrator stated that the operation will keep track of all licenses and permits and will make sure its renewed before the expiration date. She also stated that she has contacted the Fire Marshall regarding the fire inspection, and they will be installing 2 new doors by next week and the fire Marshall will be coming for the fire inspection October 11th. Copy of the new fire inspection issued on 10-10-24 was sent to me on 10-10-24. "
