Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/02/2025,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2025,09/19/2025,Individual Standards Evaluated,Medium,Yes,Through interviews and documentation it was determined that staff did not follow the 1:1 supervision requirement noted in the service plan. ,"The operation emailed the following compliance plan :

The staff member involved has received a formal corrective action in accordance with Bright Springs policy. In addition, the students required level of supervision was
reiterated to all staff to ensure clarity and consistency in practice.
Our facility remains committed to maintaining the highest standards of supervision and
safety. Proper supervision protocols will con9nue to be followed to ensure the wellbeing of all students in our care.
"
06/06/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/12/2024,07/10/2024,Individual Standards Evaluated,High,Yes,Child in care saw two staff sleeping while in ratio on their assigned overnight shift. ,"An email was received from the administrator on 7/10/24. The two staff involved were suspended and eventually terminated after results of the investigation were determined. A meeting was held with all overnight staff led by the program directors. The meeting reemphasized the importance of wake supervision. Tips to remain awake and work as a team to ensure others are awake were discussed with the staff. The operation will continue to staff above the minimum standard for staffing ratios during the overnight shift, and managers will continue to sporadically check in unannounced during the overnight shift. 

An in-person inspection was conducted on 7/17/24. Interviews were conducted with 1 child and 1 staff. The child in care and staff reported that no staff have been observed sleeping overnight. Staff were observed monitoring children in the hallway."
02/01/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,04/11/2024,Individual Standards Evaluated,Medium High,Yes,It was confirmed that a staff member used profanity towards a child in care. ,An email was received from the operation stating the staff member we self-reported unfortunately chose to go against our de-escalation protocol. Other staff members immediately intervened and notified supervisor of the staff member's inappropriate language. He was immediately suspended and terminated soon after. An in-person inspection was conducted on 4-11-24 at the operation. The administrator stated the staff was suspended on 2-1-24 when the incident occurred and was terminated on 2-2-24. The background check for this staff was evaluated and is inactive as of 2/6/24. Interviews were held with 2 children and 2 staff on profane language being used and there were no concerns. 
01/08/2024,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/21/2024,03/05/2024,Individual Standards Evaluated,Medium High,Yes,"Through interviews with children in care and staff, it was determined that a staff used an improper restraint on a child in care during a non-emergency situation. ","An inspection was conducted at the operation. Training documentation was received to show the date and hours of training, and the topics discussed in the training. 2 children in care were interviewed and there were no concerns with EBI and when they are conducted, and the amount of force used. 2 staff were interviewed, and stated they both completed the EBI training on 2/16/24 on campus. "
01/08/2024,748.2461(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/21/2024,03/05/2024,Individual Standards Evaluated,High,Yes,"Through interviews with staff and children in care, it was determined that a staff member slammed a child in care to the ground when performing a restraint on the child. ","An inspection was conducted at the operation. Training documentation was received to show the date and hours of training, and the topics discussed in the training. 2 children in care were interviewed and there were no concerns with EBI and when they are conducted, and the amount of force used. 2 staff were interviewed, and stated they both completed the EBI training on 2/16/24 on campus. "
07/10/2023,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/01/2023,08/29/2023,Individual Standards Evaluated,High,Yes,"Based on the review of the information gathered during the investigation, there is sufficient evidence to find that neglectful supervision of children in care occurred. ",It was found during the investigation that neglectful supervision occurred. Two staff members violated the operations supervision policy and exposed children to substantial risk of physical or mental harm.
07/10/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/01/2023,08/29/2023,Individual Standards Evaluated,High,No,Children in care were able to take part in inappropriate behaviors because staff failed to supervise them appropriately.,The staff members involved in this incident are no longer employed by THCS. All staff members were retrained on levels of supervision on 7/18/23 and a new lanyard hand off protocol was introduced on 7/27 to ensure clarity and accountability regarding supervision.
02/19/2023,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2023,05/03/2023,Individual Standards Evaluated,Medium High,Yes,The operation did not notify Licensing about the second injury the child sustained five days after the first injury. ,"The operation has requested an administrative review for this investigation citation. 
The operation will continue to ensure timely reporting. The administrator will report all reportable incidents via phone call instead of using the online system going forward."
01/25/2023,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/24/2023,03/08/2023,Individual Standards Evaluated,Medium High,Yes,"A child in care was restrained in a non-emergency situation. The child refused to shower and had their homework taken away as a result. The child went to their room upset. The shadowing staff followed the child and began taking the child's clothes off. The child reacted and grabbed the staff's wrists, not attacking the staff but keeping the staff from taking their clothes off. The staff responded by completing a restraint on the child. ","RCCR Inspector received a corrective action plan from the operation on 02/23/23. The administrator stated they will be requesting an admin review. The administrator reported due to this incident the operation will now utilize a formal document to be signed and reviewed by all new staff members stating they are not permitted to physically redirect a student, and that physical restraint is never used to gain compliance.  

On March 8, 2023, RCCR Inspector Martha Bull conducted an unannounced follow up inspection at Texas Hill Country School for this investigation. Two staff were interviewed, and two children were interviewed. Interviews confirmed that EBI is utilized only for an emergency situation, particularly when a youth is being physically aggressive towards themselves, or others. "
01/18/2023,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/01/2023,03/08/2023,Individual Standards Evaluated,High,Yes,"Staff member was recorded sleeping on duty, which the administrator acknowledged during interview. Additionally, the staff member admitted to possibly dozing off in the past.","On March 8, 2023, RCCR Inspector Martha Bull conducted an unannounced follow up inspection at Texas Hill Country School for this investigation. Two staff were interviewed, and two children were interviewed. Administrator reported that a meeting was held with all overnight staff members immediately following this incident and discussed the importance of complying with 24-hour awake supervision. The operation schedules to have two to three staff members on overnight at Chaparral, and one to two staff at the main. "
01/08/2023,748.2307(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/02/2023,03/07/2023,Individual Standards Evaluated,High,No,"During the investigation, it was determined a caregiver utilized inappropriate discipline that was demeaning, unnecessary, and contributed to negatively impacting children in care.","The caregiver in question related to this operation is currently suspended and will not be returning to the operation per the administrator.
On March 6, 2022, Administrator advised the employee had been terminated from the operation. 

On March 8, 2023, RCCR Inspector Martha Bull conducted an unannounced follow up inspection at Texas Hill Country School for this investigation. Two staff were interviewed, and two children were interviewed. Interviews confirmed that staff do not utilize inappropriate discipline and focus on positive reinforcement over discipline. "
05/04/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/12/2022,06/24/2022,Individual Standards Evaluated,High,Yes,It was found during the investigation that neglectful supervision occurred. A staff member violated a safety plan by not maintaining 1:1 supervision of a child which exposed the child to substantial risk of physical or mental harm. ,"Staff member understood protocol but did not follow it. Staff member has been terminated.
Admin Review"
03/24/2022,748.2461(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/26/2022,05/27/2022,Individual Standards Evaluated,High,Yes,"A caregiver was noted to have applied pressure to a childs chest area, which was noted to have caused the child difficulty breathing. The information gathered during the investigation also establishes a reasonable likelihood to conclude that this action by the caregiver caused injury to the childs person.","A caregiver was noted to have applied pressure to a childs chest area, which was noted to have caused the child difficulty breathing. The information gathered during the investigation also establishes a reasonable likelihood to conclude that this action by the caregiver caused injury to the childs person."
03/24/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/26/2022,05/27/2022,Individual Standards Evaluated,High,Yes,A staff members actions were noted to have presented a genuine threat of substantial harm from physical injury to the child when the staff member placed the child in an inappropriate restraint.,A staff members actions were noted to have presented a genuine threat of substantial harm from physical injury to the child when the staff member placed the child in an inappropriate restraint.
03/24/2022,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/26/2022,05/27/2022,Individual Standards Evaluated,Medium High,Yes,A caregivers actions were noted to have escalated a situation which ultimately led to a child being placed in an inappropriate restraint.,A caregivers actions were noted to have escalated a situation which ultimately led to a child being placed in an inappropriate restraint.
03/17/2022,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/06/2022,04/11/2022,Individual Standards Evaluated,High,Yes,"The assigned caregiver did not provide the level of supervision specified in the service plan; subsequently, resulting in the child sustaining an injury requiring medical attention."," In response to the citation the operation has come to the realization that the wording n the service plan is too rigid and added this statement to the service plans: There are circumstances in the day-to-day operation of the program where the levels of supervision documented above may not be possible for temporary and limited periods of times.  These times will be guided by the prudent parent standard as well as staff judgement to maintain levels of safety with the stipulation of returning to the level of supervision in a timely manner.

In addition, the employee that was involved in the incident, had a discussion with the Administrator to ensure staff has a good understanding of when it is appropriate/not appropriate to leave a student briefly unattended in their bedroom.   Administrator will review/provide Supervision and Normalcy training with the staff involved."
10/05/2021,748.3105(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/12/2021,10/28/2021,Individual Standards Evaluated,Medium High,No,"The operation had a fire inspection in July, the fire marshal marked deficiencies. The operation has not followed up with the fire marshal. The operation still needs one building that was under construction in July to be inspected by the fire marshal.",Administrator CCed me in an email to the fire marshal requesting a follow up inspection.
