Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
11/09/2023,748.3441(a) - Physical Site,Physical Site,Yes,11/23/2023,,P:Physical Site,Medium High,Yes,There was expired food observed in the refrigerator. ,
01/06/2023,748.3365(b)(2) - Physical Site,Physical Site,No,01/20/2023,01/25/2023,P:Physical Site,Medium,Yes,During the inspection the beds didn't water prood bedding on one bed. ,During the inspection the beds didn't water prood bedding on one bed. 
01/06/2023,748.3445(b) - Physical Site,Physical Site,No,01/06/2023,01/25/2023,P:Physical Site,Medium High,Yes,During the inspeciton Cottage B refrigerator and freeze were dirty and had a broken shelf. ,During the inspeciton Cottage B refrigerator and freeze were dirty and had a broken shelf. 
01/06/2023,748.2151(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/20/2023,01/25/2023,Individual Standards Evaluated,Medium High,Yes,"During the inspection, it was found that there was no medication log were compeleted for the current month and some dates were missing on other medication logs. ","During the inspection, it was found that there was no medication log were compeleted for the current month and some dates were missing on other medication logs. "
12/22/2022,748.2151(a) - Medication,Medication,No,12/27/2022,01/06/2023,L:Medication,Medium High,Yes,"During the inspection, it was found that there was no medication log for a prescribed medication. ",
12/22/2022,748.3365(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/05/2023,01/06/2023,Individual Standards Evaluated,Medium,Yes,During the inspection two beds were observed without mattress covers. ,During the inspection two beds had bed coverings on them.
12/22/2022,748.3445(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/05/2023,01/06/2023,Individual Standards Evaluated,Medium High,Yes,"During the inspection, one refrigerator and one freezer were observed to be dirty with food spills. In one home, one pan was observed in the oven to have grease from the previous day. ",
04/19/2022,748.3021 - Safety and Emergency Practices,Safety and Emergency Practices,Yes,05/03/2022,,O:Safety and Emergency Practices,Medium High,Yes,A screwdriver was found on the floor in one of the a child's room. ,
09/02/2021,748.2101(7) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/02/2021,,Individual Standards Evaluated,Medium High,Yes,"During the walk-thru of a cottage there was expired over the counter medication, 2 bottles of pain reliever found in the medication cabinet.",
09/02/2021,748.3421(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/02/2021,,Individual Standards Evaluated,Medium High,Yes,During walk thru of the cottage bug spray and sunscreen was found unsecured. There was bug spray found unsecured in the common area located outside.,
09/02/2021,748.1501(a)(4) - Child Care,Child Care,No,09/16/2021,09/20/2021,J:Child Care,Medium High,Yes,While reviewing child records it was found that a child missed the last scheduled dental appointment.,"RCCR Inspector Annie Bagnato received an email from Rise Konarik from email address rkonarik@brownsonhome.org on 09/20/21. The child's dental appointment is scheduled for 9/23/21 at 8:50am. The operation plan for ensuring that appointment are made or promptly rescheduled is as follows: Staff will attempt to refrain from scheduling any appointment during final exams. Each cottage has a health, safety and emergency coordinator.  That staff will be the person responsible for ensuring that skipped/canceled appointments are promptly rescheduled or brought to the attention of the office.   "
11/16/2020,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/06/2021,12/28/2020,Individual Standards Evaluated,High,No,It was determined that a child was pushed to the ground by a staff causing an open wound to the child's knee. ,An email was received on this date stating that the staff involved was terminated on this date.
10/27/2020,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/10/2020,11/24/2020,Individual Standards Evaluated,Medium High,No,"An email was received on 10/20/20 with the plan for compliance. It notes that the operation took the following actions: Toy clutter has been cleaned. Clothes on the floor have been put up. Trash on the floor has been thrown away.  Dirty toothbrush has been thrown away. Tents have been removed from the bedrooms and there is more walking space. An on site follow up inspection was done on 10/27/20.   One child's bedroom continues to have trash on the desk and on the  floor and remains cluttered. 	

","An email was received on 11/06/20 with the plan for compliance. It notes that the operation took the following actions: Trash on the floor has been thrown away. Clothes on the floor have been put up. Operation staff have made reminder signs to help the children to pick up their rooms before leaving. Operation staff are conducting several rooms inspections per week to ensure cleanliness. An onsite follow up inspection was done on 11/24/20 and verified these corrections.						

"
10/06/2020,748.3445(b) - Physical Site,Physical Site,Yes,10/06/2020,,P:Physical Site,Medium High,Yes,"In Cottage A, a freezer had liquids that had spilled  and froze within the freezer. There was also three containers that contained unknown contents in the freezer with no known knowledge of expiration.",
10/06/2020,748.3421(3) - Physical Site,Physical Site,Yes,10/06/2020,,P:Physical Site,Medium High,Yes,"In Cottage A, there was a Lysol toilet bowl cleaner inside the children's bathroom shelf.",
10/06/2020,748.3301(i) - Physical Site,Physical Site,No,10/20/2020,10/27/2020,P:Physical Site,Medium High,Yes,"In Cottage A and Cottage B, there were dressers missing handles.  In Cottage B, there was a bunk bed that had exposed screws, missing plank on top bunk and missing the ladder. ","An email was received on 10/20/20 with the plan for compliance. It notes that the operation took the following actions: All dressers with missing handles had handles replaced. Bunkbed with exposed screws, broken plank and missing ladder has been permanently removed from the cottage and replaced with a regular twin size bed.  A designated house parent in each cottage will inspect furniture for safety on a weekly basis. This was verified with an on site inspection on 10/27/20.

"
10/06/2020,748.2101(2) - Medication,Medication,Yes,10/06/2020,,L:Medication,High,Yes,"In Cottage A, there was a mupirocin ointment in a child's book shelf.",
10/06/2020,748.3351(1) - Physical Site,Physical Site,No,10/20/2020,10/27/2020,P:Physical Site,Medium High,Yes,"In Cottage A and Cottage B, there were several rooms that were cluttered with toys, clothes and trash on the floor.  In Cottage A, there was a toothbrush covered in black residue located in the bathroom shelf.",
