Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/13/2025,748.2151(c)(3) - Medication,Medication,No,05/27/2025,05/27/2025,L:Medication,Medium,Yes,Medication logs reveiwed did not provide a reason the medication was prescribed.,"Per email from Administrator, all current medication sheets that were missing "" reason for medication"" were filled out on 5/13/25 at the time of inspection. Unit Director talked with Case Managers reminding them to ensure the reason for medication is on all medication sheets during their daily medication checks. Moving forward, staff will receive a refresher training on proper documentation and how to properly fill out medication sheets to ensure all information is present according to licensing standards to ensure quality care and effective communication among caregivers. "
05/13/2025,"748.1271(8) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,05/27/2025,05/27/2025,"I:Admission, Service Planning, Discharge",Medium,Yes,One child record did not have a suicide screening. One child record had a suicide screening completed but was three days late. One child record had a suicide screening completed but with an undocumented date.,"Per email from Administrator, the suicide ASK training template now has a place for date, child's name and staff's signature. The Case Manager will ensure that children 10 and older or children who have suicidal history will be screened at intake. Case Manager will ensure all screenings are readily available for licensing representatives in the child's file.  If required child's is not able to fill out risk assessment at time of intake, this will be noted in 72-hour report along with the reason to why child was not able to complete screen at time of intake."
05/13/2025,748.930(b)(4) - Training and Professional Development,Training and Professional Development,No,05/27/2025,05/27/2025,F:Training and Professional Development,Medium High,Yes,One staff's traning record did not have an updated transportation training.,"Per email from Administrator, the staff member whose training was not completed was not allowed to transport children until she completed transportation safety. All staff including overnight staff will have transportation safety if their job description specifies that they will be required to transport children. The staff member missing transportation training completed the transportation training on 5/23/25. "
05/13/2025,748.2103(a) - Medication,Medication,No,05/27/2025,05/27/2025,L:Medication,Medium High,Yes,There were three expired over the counter medications stored with other medications currently being used.,"Per email from Administrator, the expired medication was thrown out on 5/13/25. Overnight staff will go through the medicine cabinet once a week to ensure all medication kept is within their expiration date. All expired medication will be discarded properly. "
05/13/2025,748.3441(a) - Physical Site,Physical Site,No,05/27/2025,05/27/2025,P:Physical Site,Medium High,Yes,The operations food pantry was observed to have several expired food items that were not discarded.,"Per email from Administrator, the pantry was cleaned out on 5/13/25. All items were marked with visible expiration dates. All items that expired in 5/2025 or earlier were thrown away on the day of inspection. Overnight staff will clean out pantry once a week to ensure food in pantry is not kept past their expired date. "
12/03/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/13/2025,01/13/2025,Individual Standards Evaluated,Medium,Yes,A caregiver did not supervise a child in care according to the child's plan of service which lead to an injury. ,"Per email from Administrator, a staffing will be held to discuss supervision boundaries for each child placed at the shelter at team meetings. Counselors and other employee's who supervise children will be included in all meetings. The shelter employees will inform another CHOL employees of children's supervision guidelines or concerns according to their service plans. All children's service plans will be updated with supervision concerns and discussed with staff during the duration of the child's stay at the shelter."
11/21/2024,"748.1331(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/05/2024,12/05/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"Duing the inspection, three out of four 72 hour preliminary service plans reviewed were not completed and signed within 72 hours of placement. ","Per email from Administrator, a meeting was held with each case manager individually to discuss the importance of completing the 72-hour preliminary service plan within time frame as well as all documentation in a timely manner and on time. They discussed methods of working ahead, staying on top of paperwork, organization of schedules and prioritizing tasks. Moving forward the Unit Director will meet with case managers the day a child is placed to ensure time frames are discussed and a follow up the with the Case Manager will be conducted to ensure progress has been made on the due date for the preliminary service plan. "
03/27/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2024,05/21/2024,Individual Standards Evaluated,High,Yes,This standard was found deficient as part of a DFPS Investigation.,compliant
03/27/2024,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2024,05/21/2024,Individual Standards Evaluated,High,Yes,A caregiver was not aware of a 3-year old asleep in her room resulting in the child being left alone and unsupervised at the operation. ,  compliant
10/30/2023,748.393(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/30/2023,,Individual Standards Evaluated,Medium High,Yes,"3 of 3 records reviewed were missing information on the exterior of the child record.  2 active and one discharge child record did not document chronic conditions, medication allergies or allergies.",
11/17/2021,"748.1331(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/01/2021,12/01/2021,"I:Admission, Service Planning, Discharge",Medium Low,Yes,One of three Preliminary Service Plans was not completed within 72 hours of admission.  ,Case management were informed of the 72 hour policy. Case Management understand assessment must be completed within 72 hours and not 3 days. Copy of missing Preliminary plan was provided. In addition the new intake forms were developed and  will be utilized to document when the 72 hour assessment is due.   Staff will fill in time frame when intake paperwork  is singed and the child is admitted.
11/04/2020,748.3239(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,11/18/2020,11/19/2020,O:Safety and Emergency Practices,Medium,Yes,There were no completed fire drills for the year 2019  ,"Per an e-mail from acting Administrator, Team leads will complete a planned fire drill once a month and note in their appointment book as a reminder to complete fire drill each month. Case Manager and Unit Director will make note in google calendar as a reminder to complete planned fire drills once a month and unplanned fire drills at least once every three months. 
Planned fire drill was completed on 8/17/2020 by team lead Grace. Case Manager or Unit Director will complete unplanned/unannounced fire drill by or before 12/30/2020.
"
