Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
01/07/2025,748.915(b)(4) - Training and Professional Development,Training and Professional Development,No,01/14/2025,01/14/2025,F:Training and Professional Development,Medium Low,Yes,Two of two files reviewed contained CPR certificates that did not include the trainers name and qualifications. ,The CPR certificates with the missing information has been corrected. RCCR reviewed the certificates to ensure all are in compliance. 
01/07/2025,748.1501(b)(1) - Child Care,Child Care,No,01/14/2025,01/14/2025,J:Child Care,Medium Low,Yes,Two of two child files reviewed did not include dental results with the dental exam forms. ,The operation updated the child records to include the dental results. RCCR confirmed compliance by reviewing the documentation. 
01/07/2025,"748.1331(f) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,01/14/2025,01/14/2025,"I:Admission, Service Planning, Discharge",Medium,Yes,One of two child files reviewed documented action items in a preliminary service plan that were not followed.,The operation is changing the way they complete preliminary service plans to ensure staff are following the time frames documented in the plans.
10/28/2024,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/30/2024,10/30/2024,Individual Standards Evaluated,Medium,Yes,Operation did not submit EBI information for quarter 3.,The operation met compliance by entering the EBI data. Inspector is waiting on systemic corrections and will input once received. 
09/25/2024,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/22/2024,12/02/2024,Individual Standards Evaluated,Medium High,Yes,"The service plan for a youth in care discussion the supervision for the first 30 days of placement. However, the plan does not document the supervision requirements after 30 days. ",The operation updated the child's service plan to reflect current supervision requirements. 
09/25/2024,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/19/2024,11/19/2024,Individual Standards Evaluated,Medium,Yes,"A staff member was released on October 3, 2024, and is still active as of November 6, 2024.",The staff member is now inactivated. The operation has implemented an exit checklist to complete when staff are no longer employed with the operation. Staff were retrained on how to complete the exit checklist. 
04/12/2024,748.1351 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/19/2024,07/17/2024,Individual Standards Evaluated,Medium Low,Yes,A child's service plan was not followed when a child was unsupervised which led to an altercation. ,RCCR Inspector completed an unannounced follow-up inspection related to inspection 3998143. 
04/12/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/19/2024,07/17/2024,Individual Standards Evaluated,High,Yes,Children were not properly supervised which allowed for an altercation between two children to occur. ,Children were not properly supervised which allowed for an altercation between two children to occur. 
02/08/2024,748.3365(b)(2) - Physical Site,Physical Site,Yes,02/08/2024,,P:Physical Site,Medium,Yes,One of the twelve beds inspected did not have a mattress cover. Staff corrected the deficiency at inspection.,
02/08/2024,748.2151(g) - Medication,Medication,No,02/15/2024,02/15/2024,L:Medication,Medium Low,Yes,Two of two child's files that were reviewed did not contain medication logs for the past months. ,"The operation is storing medication logs electronically, except for the current month, which is in the child's file. All records are secured in an electronic format and will be provided immediately to licensing upon request."
