Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/21/2025,748.949(b)(5) - Training and Professional Development,Training and Professional Development,No,08/28/2025,08/28/2025,F:Training and Professional Development,Medium Low,No,3 out of 4 employee files reviewed contained training certificates missing the training hours.,An email was received from the operation with training certificates including the training hours.
08/21/2025,748.3319(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/28/2025,08/28/2025,Individual Standards Evaluated,Medium,Yes,"During the inspection, I observed the no trespassing sign posted by the entry way missing the required verbiage.",An email was received from the operation with a screenshot of the confirmation page of the state website for the order of the required trespassing sign. 
08/21/2025,748.941(b) - Training and Professional Development,Training and Professional Development,No,08/28/2025,08/28/2025,F:Training and Professional Development,Medium,No,"2 out of 4 employees did not have instructor led psychotropic training.

",An email was received from the operation with training certificates for psychotropic medication. 
08/21/2025,748.505(b)(5) - Personnel,Personnel,Yes,08/28/2025,,E:Personnel,Medium,Yes,"748.505(5)-Four out of four employee files reviewed did not contain affidavit form 2912 in the file, 748.505(6) (a)-2 out of 4 employees did not have verification of previous employment and did not have references verified.",
07/03/2025,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2025,07/15/2025,Individual Standards Evaluated,Medium High,Yes,"During a heightened visit, a child's medication log was reviewed and there was no documentation if the child's prescribed Fluticasone was administered on 6/17/25. ","During a heightened visit, a child's medication log was reviewed and there was no documentation if the child's prescribed Fluticasone was administered on 6/17/25. 

Medication was audited for a child in care. There were no concerns with the medication log. "
06/13/2025,748.3001(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/17/2025,06/20/2025,Individual Standards Evaluated,Medium High,Yes,it was observed during todays inspection at the facility that the health inspectiton expired on 5-10-25. The administrator confirmed it has expired and that they have scheduled for the inspection to be completed tomorrow 6-14-25.,"The operation sent its written correction via email. In its correction, the operation stated that henceforth they will be requesting for the health inspection on time before it expires. The operation also provided me with copy of the newly completed Sanatory inspection completed at the operation on 6-14-25."
06/12/2025,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/13/2025,07/07/2025,Individual Standards Evaluated,Medium,Yes,"Child CONCERTA Medication was discontinued by the doctor upon child discharge from the hospital on 5-12-25. However, the medication log for CONCERTA for 5-12 and 5-13 did not state the medication was discontinued by the doctor at the hospital. ","The operation stated that moving forward the med log has been adjusted to notate written changes concerning medication changes or adjustments. 

"
05/13/2025,748.3301(c) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,06/20/2025,,Individual Standards Evaluated,Medium High,Yes,"Several windows at the operation did not have screens. 

Note: This was corrected at inspection due to window screens recently being installed on windows. ",
05/08/2025,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/06/2025,06/04/2025,Individual Standards Evaluated,Medium High,Yes,"The victim child was seen on 3/6/2025 and was prescribed Clonidine 0.1mg to take 2 tablets in the morning and 1 table in the evening. A psychiatric evaluation was completed at In Touch Psychiatry on 3/11/2025 and reports that Clonidine is to be taken twice daily, once in the morning and once in the evening. However, after the change the medication log shows that clonidine 0.1mg was still given twice in the morning and once in the evening.","The victim child was seen on 3/6/2025 and was prescribed Clonidine 0.1mg to take 2 tablets in the morning and 1 table in the evening. A psychiatric evaluation was completed at In Touch Psychiatry on 3/11/2025 and reports that Clonidine is to be taken twice daily, once in the morning and once in the evening. However, the medication log for 3/12/2025-4/10/2025 shows that clonidine 0.1mg was still given twice in the morning and once in the evening."
03/24/2025,748.681(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/27/2025,03/25/2025,Individual Standards Evaluated,Medium,No,The employee file viewed for a direct care staff member did not have a copy of the staff's high school diploma or GED. ,Email received from the operation with appropriate education documentation for the staff file. No concerns were found. 
