Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/25/2025,748.3441(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/04/2025,08/08/2025,Individual Standards Evaluated,Medium High,Yes,During the walkthrough of the kitchen multiple dry and wet food items were expired and multiple food items were not stored properly.,"Supervisor conducted a physical follow-up at the operation and a full walkthrough was conducted. Supervisor inspected the kitchen checking both dry and wet foods and no concerns with the expiration dates nor food storage were observed.  It was observed that the operation adds the received date on their foods items, which is different from the expiration date, and this is not a concern nor risk to children as none of food items were expired nor spoiled.  Supervisor also observed all refrigerators/freezers to be accurately reading at the time of the inspection. Supervisor reviewed the opening-closing checklist and interviewed the staff regarding the new process that the operation has implemented, and no concerns were noted.  Staff uses FoodSafety.org to ensure they are following the correct protocols and staff has access to the website at all times and it's reviewed to ensure they are correctly following the chart based on the food storage."
07/07/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/15/2025,08/28/2025,Individual Standards Evaluated,Medium High,Yes,Children in care were able to access razors from secured operation locations. ,In person follow-up conducted and staff interviewed confirmed receiving training on admission policy changes. 
06/25/2025,748.3239(d) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/03/2025,07/03/2025,O:Safety and Emergency Practices,Medium Low,Yes,11 of the 16 fire drills reviewed did not have required information. ,"Operation advised that they have reviewed the recent fire drill documentation and identified several instances where information was either incomplete or unclear. In response, they provided re-education to the Plant Operations Manager, who is in charge of the drills, to ensure these issues are addressed moving forward. Administrator will also meet with Plant Operations Manager to review all fire drill logs for accuracy and completeness during their weekly meetings. 
"
11/10/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/31/2025,01/29/2025,Individual Standards Evaluated,Medium High,Yes,Staff member engaged in a verbal confrontation with a child in care.,"Email received from operation that employee involved in the incident was terminated. Additional information was received on 2/6/25 that the incident was discussed with all caregivers in the weekly meeting regarding professionalism, tone, language, etc. Meeting agenda notes were provided. "
07/23/2024,748.311(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2024,08/26/2024,Individual Standards Evaluated,Medium,Yes,Incident reports were missing some information regarding time and date and names of adults involved.,"An email on 8/22/24 with operation was received stating that a designated staff will now conduct audits and review the annual summary log weekly. 

Clarification email received from operation on 8/26/24 that Activities Coordinator, who reports to the Treatment Director, will be completing the weekly audit of the operation's annual summary log. The operations log consists of EBI, unauthorized absences, 2991's, and triggered reviews. "
07/08/2024,"748.1215(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/19/2024,"I:Admission, Service Planning, Discharge",Low,Yes,Two of two child admission assessments did not have a professional level service provider signature or date.,In person follow-up confirmed that internal audit was being completed weekly by treatment director.
07/08/2024,"748.1341(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/19/2024,"I:Admission, Service Planning, Discharge",Low,Yes,2 of the 3 plans reviewed did not have confirmation that required parties were notified of the date the service plans would be completed and did not give those parties an opportunity to respond,In person follow-up confirmed that an internal checklist was created to ensure that notification of meeting were sent to all parties timely. Checklist is completed by Case Manager. Treatment Director will confirm checklist is completed. 
07/08/2024,"748.1205(a)(8) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,08/09/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Two child files were reviewed. The children's files did not include all necessary information within the file at the time of admission. ,Operation recompleted the admission assessments for the files observed and a retraining was conducted with staff on 7/8/24 to ensure that all admission assessments are completed accurately. 
07/08/2024,"748.1209(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/03/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Two child files were reviewed. The orientation information provided to the children within seven days of admission did not include all information regarding operation policies. ,"Email received from operation on 7/19/24 advising that Residents and guardians are provided with copies of all required policies in their admission handbook. Operation has a resident version in a more easily understandable format, and one for guardians. Therapists meet with residents to go over the documentation in the handbook to ensure residents understand the material. Residents as well as guardians sign an acknowledgment that they have received all the required policies which are filed in resident files. The operation provided a digital copy of their orientation booklet that is provided to both the parent and the child on 9/3/24 and the acknowledgement form that they sign that they were reviewed and received. "
07/08/2024,"748.1207(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/19/2024,"I:Admission, Service Planning, Discharge",Medium,Yes,"Two of two child placement agreements were reviewed, and neither were signed by the child's parent/managing conservator. ",In person follow-up confirmed that internal checklist was created by operation to ensure that document is signed and correctly scanned and placed into residents file. Case Manager completed the checklist and Treatment Director verifies the document.  
07/08/2024,"748.1217(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,08/09/2024,"I:Admission, Service Planning, Discharge",Medium,Yes,"Two child files were reviewed, there were multiple items that were missing within each child's admission assessment.",Operation recompleted the admission assessments for the files observed and a retraining was conducted with staff on 7/8/24 to ensure that all admission assessments are completed accurately. 
07/08/2024,748.3233(b)(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/26/2024,09/19/2024,O:Safety and Emergency Practices,Medium High,Yes,Residential Child Care Regulation observed the operation's emergency evacuation posters to be without documentation of a designated outside meeting point.,In person follow-up confirmed that new signs were posted at operation.
07/08/2024,"748.1339(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/19/2024,"I:Admission, Service Planning, Discharge",Low,Yes,2 of the 3 plans reviewed did not specify who was included or present in developing the service plans ,In person follow-up confirmed that an internal checklist was created to ensure that required signatures were present. Checklist is completed by Case Manager. Treatment Director will confirm checklist is completed.  
07/08/2024,"748.1349(a)(2) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/26/2024,09/19/2024,"I:Admission, Service Planning, Discharge",Low,Yes,2 of the 3 service plans reviewed were unclear as to who received a copy of the plan,In person follow-up confirmed that service plans for existing residents are being conducted at two per week until all residents have completed service plans however new residents will be completed as required. 
07/08/2024,748.861(b) - Training and Professional Development,Training and Professional Development,No,07/26/2024,09/19/2024,F:Training and Professional Development,Medium High,Yes,Residential Child Care Regulation observed a care giver's training record to be without 40 hours of on-the-job training. The explanation note read that the care giver had this at a previous operation.,In person follow-up confirmed that caregiver completed required hours. In person follow-up also confirmed that operation created a checklist of what all personnel files and employees need to meet requirements to include caregiver experience hours.
07/02/2024,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2024,09/19/2024,Individual Standards Evaluated,Medium High,Yes,Child in care on 1:1 supervision swallowed a foreign object which required medical treatment such as x-rays as this could result in an unhealthy condition of the body and mind. ,In person follow-up conducted and 2 staff were interviewed who confirmed that additional training was received.
05/08/2024,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/03/2024,07/08/2024,Individual Standards Evaluated,Medium High,Yes,A child in care cheeked medication and took more than the prescribed amount. ,Operation provided additional medication administration training to employees and operation posted in-service training and medication administration reminders in the medical station. In person follow-up confirmed that signs were posted in the medication room. 
04/17/2024,748.4009(c) - Transportation,Transportation,No,05/01/2024,04/24/2024,R:Transportation,Medium,Yes,Operation utilized a drive sharing service to transport a child who was accompanied by staff from the hospital back to the operation. ,Inspector received email from operation with compliance plan stating that operation had received a van from sister location to use and have transitioned all necessary materials from one van to another.  The operation reported they are no longer utilizing the rideshare service and are only using the borrowed van or staff member's vehicles for transport while they are in the process of searching for a new vehicle for purchase. 
04/17/2024,748.753(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/01/2024,04/24/2024,Individual Standards Evaluated,Medium,Yes,"An employee file had reference checks; however, it was not documented if the references were professional or personal. ",Inspector received email from operation with compliance plan stating that the staff file in question has been updated to reflect which type of reference check was completed.  Operation states that in future to prevent this citation from re-occurring they will credit an audit checklist to be completed by HR to ensure which type of reference check was completed.
04/17/2024,748.311(1) - Reports and Record Keeping,Reports and Record Keeping,No,05/01/2024,04/24/2024,D:Reports and Record Keeping,Medium,Yes,Two serious incident reports did not have the operation's phone number. ,Inspector received compliance plan from operation informing that modifications to serious incident report were completed to add the operations phone number. A request was also made to operations IT update serious incident report form to include phone number on online form. 
04/17/2024,748.753(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/01/2024,04/24/2024,Individual Standards Evaluated,Medium Low,Yes,"An employee file did not have documented the number of attempts made to contact the employees' former employers or the employers refusal to provide information. In the result area of contact it stated ""NA""",Inspector received email from operation with compliance plan stating that the staff file in question has been updated to reflect all necessary reference completed reference checks.  Operation states that in future to prevent this citation from re-occurring they will credit an audit checklist to be completed by HR to ensure the number of attempts are marked for contacting previous employers.
01/11/2024,748.505(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/18/2024,01/16/2024,Individual Standards Evaluated,Medium,Yes,"During an inspection, 1 of 5 staff files reflected the notarized affidavit was provided and signed but was not completed in the exception area. ","Inspector received email from Administrator with completed notarized affidavit.  Administrator reported in an effort to prevent this from occurring again they have developed a staff file audit, which reflects minimum standards. HR will complete the initial audit on each file. We then have a standing meeting on the first business day of the month where directors will complete a second audit on their employe files, utilizing the minimum standards checklist. The checklist will contain signature lines and dates to indicate who completed the audits and when. This double audit system will reduce the number of oversights and increase accountability significantly. 

"
01/11/2024,748.311 - Reports and Record Keeping,Reports and Record Keeping,No,01/18/2024,01/16/2024,D:Reports and Record Keeping,Medium,Yes,"During the inspection, record review of serious incident report reflected it did not contain all the required sections of a serious incident report to include: physical address, telephone number, names of adults involved and/or their role to child, witness information, interventions made during and after incident.  ",Inspector received email from Administrator who informed the operation would be adopting Form 2991 for serious incident reporting. It will be uploaded in our medical record system for ease of use. Blank copies will also be stored in the Annual Summary Log in the Serious Incident Log tab. 
