Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/04/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/09/2024,08/09/2024,Individual Standards Evaluated,Medium High,Yes,A caregiver made shaming and ridiculing comments to a child in care.  ,An email received from the Director of Operation stated that the staff member involved in the incident has been released from her position at High Plains Children's Home.  The operation will continue to ensure that all staff members are aware of discipline that is approved by the operation.  
05/22/2024,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2024,07/17/2024,Individual Standards Evaluated,Medium,Yes,The operation did not complete daily notes for two children in care as per their policy. ,"Since the issued citation the operation has updated their policy. Previous policy stated they would document daily notes for children admitted, this requirement is an operation policy only since the citation the operation has decided to remove this policy from their manual. "
02/29/2024,748.685(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/18/2024,04/22/2024,Individual Standards Evaluated,Medium High,Yes,The operation failed to provide appropriate supervision for children in care after learning of an older male youth having inappropriate feelings for a younger child in care.  ,"An inspection was completed at the operation.  Interviews with direct care staff stated that they had been in on discussions regarding when safety plans are needed for children at the operation. 

The administrator stated that in the future they will ensure a safety plan is put in the place regarding any situations when increased supervision is needed and will ensure that all direct care staff are aware of the safety plan requirements.   "
01/17/2024,748.3239(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,01/31/2024,01/31/2024,O:Safety and Emergency Practices,Medium,Yes,One cottage program has not had a fire drill since 5/16/2023. ,An email was received from the compliance specialist which contained a fire and tornado drill that were completed on 1/30/24.  The operation compliance specialist stated that she will ensure that calendar reminders are which alert each cottage when fire and weather drills are needing to be completed.  
01/17/2024,"748.1331(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,01/31/2024,01/31/2024,"I:Admission, Service Planning, Discharge",Medium Low,Yes,One child record out of eight did not have a preliminary service plan completed within 72 hours.  ,An email from the compliance specialist stated that she has spoke with the case management staff regarding the importance of the Preliminary Service plan being completed within the required time frames. She stated that the Extended Reach system will send a notification if the plan is not completed in a timely manner.  
06/25/2023,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2023,07/26/2023,Individual Standards Evaluated,Medium High,Yes,A caregiver used profane language and children in care were subject to this profane language.,Administrator called and the house parents have received additional direction. Administrative staff always have on call staff 24/7 to help in any situation. 
06/25/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2023,07/26/2023,Individual Standards Evaluated,Medium High,Yes,"Two caregivers engaged in verbal argumentative conversation, and one caregiver threw an object when children were present. ","The administrator informed that the house parents resigned, and all staff know they have administrative support 24/7. This incident was isolated due to the house parents' personal stress. "
05/31/2023,748.1101(b)(6)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/07/2023,07/07/2023,Individual Standards Evaluated,Medium Low,Yes,Caregivers failed to keep medical discussions private. ,Administrator emailed stating all direct care staff have been reminded about confidentiality of all children in care. Direct care staff were informed of what all is confidential. 
05/18/2023,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/26/2023,06/29/2023,Individual Standards Evaluated,Medium,Yes,Staff did not follow operational procedures when they were on duty. ,6.26.23Received an email from the director of compliance. All staff have been retrained and the employee was released. 6.29.23 meeting at facility. 
05/18/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/26/2023,06/29/2023,Individual Standards Evaluated,High,Yes,The overnight staff was discovered asleep while on duty. ,6.26.23Received an email from compliance director the staff on duty did not return and was released from the operation. 6.29.23 Face to face meeting at facility. 
03/28/2023,748.2307(14) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/06/2023,06/15/2023,Individual Standards Evaluated,High,No,Caregiver did not allow the children to finish their dinner due to misbehaving.,"A follow up inspection was conducted at the operation interviewed with caregivers, whom reported they were made to review discipline policy. "
03/09/2023,748.3301(a)(2) - Physical Site,Physical Site,No,03/16/2023,03/20/2023,P:Physical Site,Medium,Yes,Three bathrooms in the emergency shelter had shower mold  that needed to be removed. ,Administrator called and said all painting has been completed. The shelter is ready for inspection. Inspection completed on 3/27/23
