Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/04/2025,748.2551(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/02/2025,06/04/2025,Individual Standards Evaluated,Medium High,Yes,A child in care was restrained for only being verbally aggressive. ,"748.2551(b)(2) EBI Implementation-The caregiver must consider the permitted types of emergency behavior intervention	The Administrator reviewed Subchapter N of the minimum standards with the EBI Trainers to ensure understanding of the standards in which restraints can be utilized. All staff were also re-trained in EBI Implementation on 5/20/25 during an all-staff training. The training focused on the circumstances in which EBI can be utilized, de-escalation strategies, and how to properly implement EBI."
04/22/2025,748.2907(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/27/2025,05/27/2025,Individual Standards Evaluated,Medium High,Yes,The triggered review completed did not contain information required throughout standard 748.2907. ,"An email was received from the Administrator on 5.27.25 via email. It was explained the Administrator and Placement Director, supervisor of case managers, reviewed the required standards for 748.2907. "
12/23/2024,748.2151(d) - Medication,Medication,No,12/27/2024,02/03/2025,L:Medication,Medium High,Yes,The medication count for a child in care was did not have an accurate count of the prescribed medication.,
08/19/2024,748.1553 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/24/2024,11/06/2024,Individual Standards Evaluated,High,Yes,"An investigation determined a child should have received medical attention on 8/18/24, but was not seen until 8/19/24.",
08/19/2024,748.2455(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/18/2024,09/18/2024,Individual Standards Evaluated,Medium High,Yes,A staff member used emergency behavior intervention on a child in care for a non-emergency situation. ,"Follow-up was completed with the individual staff member involved in the incident which included 1:1 EBI training. In addition, an EBI training focused on de-escalation was held on 9/10/24 for all direct care staff. "
08/19/2024,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/18/2024,09/30/2024,Individual Standards Evaluated,Medium High,Yes,A staff member restrained a child without attempting de-escalation.,"Follow-up was completed with the individual staff member involved in the incident which included 1:1 EBI training. In addition, an EBI training focused on de-escalation was held on 9/10/24 for all direct care staff. "
02/24/2024,748.313(3)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/29/2024,03/22/2024,Individual Standards Evaluated,Medium,Yes,3 serious incident reports regarding an unauthorized absence did not have the time and/or date of the notification to the case worker and/or law enforcement officer and the names of those they spoke to. ,3 serious incident reports regarding an unauthorized absence did not have the time and/or date of the notification to the case worker and/or law enforcement officer and the names of those they spoke to. 
02/24/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/29/2024,03/22/2024,Individual Standards Evaluated,Medium,Yes,"1 child's service plan contained the name of two other individuals. Additionally, the unauthorized absence log contained the wrong staff member's name responsible for a child who ran away. ",The operation is conducting a complete review of all services plans for the children actively there now and spoke with case managers about ensuring copy and paste issues are not occurring moving forward.  
02/11/2024,748.685(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/08/2024,03/07/2024,Individual Standards Evaluated,Medium High,Yes,"During the course of the investigation, it was determined that a hazardous item was left in reach of a child.",Four children and two staff were interviewed regarding accessibility to sharp objects. One child reported obtaining another sharp object from the study area; however other children and staff deny sharp objects are accessible. Additionally a walk through of the unit was conducted and it was observed that sharp objects were locked in a safe. The staff leaving the object accessible has received training. 
01/10/2024,748.2551(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2024,03/22/2024,Individual Standards Evaluated,High,Yes,"It was noted that during an investigation, a child was not properly restrained.  ","It was noted that during an investigation, a child was not properly restrained.  "
