Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/16/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2024,09/11/2024,Individual Standards Evaluated,High,Yes,"Four children in care ran away from the operation in the night, staff was not aware of their absence until they returned in the morning hours.  ","Four children in care ran away from the operation in the night, staff was not aware of their absence until they returned in the morning hours.  "
07/16/2024,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2024,09/11/2024,Individual Standards Evaluated,High,Yes,Three children in care were to remain standing as a form of discipline after returning from runaway. ,Three children in care were to remain standing as a form of discipline after returning from runaway. 
05/31/2024,748.2953(b) - Emergency Behavior Intervention,Emergency Behavior Intervention,Yes,05/31/2024,,N:Emergency Behavior Intervention,Medium,No,During a review of records it was determined that EBI numbers were not reported for the first quarter. ,
04/26/2024,748.911(a) - Training and Professional Development,Training and Professional Development,No,05/10/2024,06/19/2024,F:Training and Professional Development,High,No,"During the investigation while reviewing records, it was found that CPR/First aid training was expired on a caregiver.  ",A CPR/first aid training was conducted on 5/10/2024 to ensure compliance. Moving forward the personnel files will be audited at regular intervals to ensure compliance with this standard. (uploaded current CPR & First aid training to document library) 
01/30/2024,748.3301(i) - Physical Site,Physical Site,Yes,01/30/2024,,P:Physical Site,Medium High,Yes,"During a walkthrough of the operation, it was observed that several hanging rods in the closets of the children's bedroom were loose and could be easily removed.",
01/10/2024,748.303(a)(10)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/23/2024,02/28/2024,Individual Standards Evaluated,Medium,No,During the investigation it was found that a serious incident was not reported to the caregiver timely. ,Please refer to inspection # 3990467 for follow up. The operation has a scheduled meeting on 3/1/24 with the staff to address these concerns and implement a new process of immediate notification despite the required time frames to ensure notifications are not delayed. The new process will consist of all notifications occurring at the time the serious incident and not waiting the required time. 
11/21/2023,748.2101(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/23/2024,02/28/2024,Individual Standards Evaluated,Medium High,Yes,During the course of the investigation it was determined that medication was not discontinued as needed.,"Please refer to inspection #3990467. Weekly the administrator (or their designee) will check the medications for any discontinued or discarded medications and remove them when necessary.  A medication destruction form will be completed, and the medication will be returned to the pharmacy for destruction.  This is a also a condition of current probation. "
07/15/2023,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/22/2023,09/20/2023,Individual Standards Evaluated,Medium High,Yes,"During the course of the investigation, the victim child admitted to having access to and using the hot tub at the operation. During the walk through of the operation the hot tub was observed to be unclean and unsanitary. Staff acknowledged being aware that the child had used the hot tub. The child was diagnosed with a UTI following the incident. ",A follow-up inspection was conducted. The hot tub with jets will not be used by anyone and the Administrator will remove the faucet knobs and replace with plastic inserts.  
06/28/2023,748.2853(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/07/2023,06/29/2023,Individual Standards Evaluated,Medium Low,No,"The post discussion with the child section is missing some elements - such as the content of the discussion, the date and time it was offered, and the date and time it took place.","On 8/21/23, George Grant contacted me and sent me proof that they emailed the correction for this on 6/29/23.  I was able to find the email in the spam folder.  This form is now in line with minimum standards and has been uploaded to digital storage."
05/18/2023,748.3301(f) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/26/2023,06/28/2023,Individual Standards Evaluated,Medium High,No,"During the walkthrough, the outside patio bench was damaged, and nails were visible, and perturbing from bench. 
 Also, in one of the rooms, a chair was observed to be damaged on the seating area.  ","It was reported that the damaged inside furniture was thrown out, and the patio furnitiure has been fixed."
