Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/10/2025,748.705(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/17/2025,09/12/2025,Individual Standards Evaluated,Medium,No,"During an inspection, it was reported that operation staff transported three children not in care of the operation on an outing with children in care.  ",An email was received on 09/12/25 from the administrator with the attached corrective action plan: Beginning immediately only children placed at Castillo Children's Center and employees of Castillo children's Center will be allowed to be transported in an agency vehicle.
09/10/2025,748.4041 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2025,09/23/2025,Individual Standards Evaluated,High,Yes,"During an inspection, it was observed the operation does not have safety seats in the van and the operation has four children 8 and under. ",An interview and observation conducted on follow up inspection completed 09/23/25 staff was aware of children in need of safety seats. 
09/10/2025,748.4045 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/17/2025,09/23/2025,Individual Standards Evaluated,High,Yes,"During an inspection, it was reported that 3 staff transported 12 children, in an 11 passenger vehicle and multiple children shared seats/safety belts while on an outing.  ","An interview with staff on 09/23/25, staff was aware each child needed an individual safety belt.   "
09/05/2025,748.1387 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2025,09/12/2025,Individual Standards Evaluated,Medium Low,No,A subsequent service plan for a child did not adress skills for youth 13 and older. ,A corrective action plan was received by email on 09/12/25 from the administrator with the following: Beginning immediately all service plans will address skills for youth 13 years or older in the appropriate section of the plan of service. 
09/05/2025,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/05/2025,,Individual Standards Evaluated,Medium,No,A child's bed in the girls room had a broken footboard that posed a safety hazard and a broken CD was found on the floor of a boys room. The issues were corrected at inspection by replacement of the bed and the CD was swept up from the floor and thrown away.,
09/05/2025,748.3365(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/05/2025,,Individual Standards Evaluated,Medium,No,Two of ten beds being used did not have protective mattress covers. This was corrected at inspection by the operation placing mattress covers on the uncovered beds. ,
09/05/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2025,09/12/2025,Individual Standards Evaluated,Medium,No,"A child's admission assessment, 72 hour plan, and placement document dates do not match.","Corrective action plan received on 09/12/25 from administrator by email with the following: Beginning immediately the case manager will insure all information contained in the placement authorization. Also forms that are generated by Castill Children's Center will reflect accurate, current, true, and complete regarding the child. "
06/17/2025,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/17/2025,06/18/2025,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on June 17, 2025, it was determined that: 
(1)	your operations administrator failed to ensure compliance with the current HM Plan; and 
(2)	12 months has elapsed since the effective date of the plan.
As you know, the heightened monitoring plan for your operation included a specific planned end date at the original 12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plan, your operation is now unable to successfully move to post-plan monitoring. Furthermore, your operations planned end date must now be revised, and the period of heightened monitoring must be extended. 
Further details of the administrators failure to ensure compliance include the following: 
Your operation received two medium weighted citations in a pattern/trend category on June 2, 2025. Specifically, the operation was cited for 748.869(a)(3) in the category Required Trainings. The operation came into compliance on June 9, 2025.  
-	Operation failed to satisfy the conditions of the plan; and
-	Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring.
Finding: 748.535(2)  The licensed administrator must ensure the operation complies with current heightened monitoring plan.
",Operation is currently in compliance with all deficiencies
06/02/2025,748.869(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/09/2025,06/09/2025,Individual Standards Evaluated,Medium Low,No,"During a review of one employee record, pre-service training certificates were not signed or dated by the instructor.","In an email received from the administrator on 06/09/25, the plan of correction attached stated the following: Effective immediately all pre-service training will include a certificate, letter, or signed and dated statement of successful completion from the training source. Also attached to the email was the signed/dated training certificates for the employee record that was reviewed. "
05/29/2025,745.8411(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2025,07/29/2025,Individual Standards Evaluated,High,Yes,A staff member interfered with an ongoing investigation by discussing the allegations with children in care.  ,"An interview was conducted with direct care staff and administrator during a follow up HM inspection completed on 07/29/25. While the interview with the administrator revealed he had not completed a training with staff yet, the staff interviewed identified staff were not permitted to discuss with children or other staff active or ongoing investigations. 
7/22- An email received from the administrator on 07/22/25, identifies the plan of corrective action as follows: Effective immediately all staff are prohibited from discussing allegations of abuse and neglect in front of or with children in care at the operation. This will be discussed in a staff meeting to be scheduled. "
