Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/23/2025,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/28/2025,09/01/2025,Individual Standards Evaluated,Medium High,Yes,"Out of four staff EBI training reviewed, one was not current and three did not have documented EBI training every 6 months. ","The operation met compliance by providing a copy of the caregivers/employees current EBI certificates and sending a response stating that a monthly review of all YES employees will be completed by the training department to ensure that each employee is compliant with EBI training requirements. In addition, the YES program manager will conduct 2 additional EBI training courses for YES program staff each month to ensure trainin compliance."
03/14/2025,748.1539(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/18/2025,04/17/2025,Individual Standards Evaluated,Medium Low,Yes,During the course inspection it was found that the operation vaccinated a child in care that had a signed affidavit stating for the child not to be vaccinations.,The operation came into compliance by the ACH YES Program Clinical manager retraining the Family Engagement Specialist and Clinical case manager at the YES program regarding the requirements around youth vaccination requirements as well as well as ensuing that they have access and login credentials to the ACH network to the due to the ACH VPN to have unlimited access to their email to ensure email communication remains uninterrupted during power outages and emergencies. Training logs were also provided with signatures.
12/04/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/03/2025,02/03/2025,Individual Standards Evaluated,High,Yes,"After reviewing the video, it shows staff sitting at a table on their cell phone. Staff never look up to see the child leaving from the common area.",The operation came into compliance by conducting a training on 1/28/2024 at the operation. Staff went over the importance of supervision. Training log was submitted. Training logs and staff sign in sheets can be found in the document library.
11/27/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2024,01/27/2025,Individual Standards Evaluated,Medium High,Yes,During the review staff reported that he told victim he was lucky he wasnt 18 because he would have beat his ass.,"The operation is receiving an extension until 1/6/2025 due to the corrective action form needing HR approval before signatures can be provided. 

The operation came into compliance on 1/2/2025 by providing a signature from the Supervisor showing proof that that the supervisor received counseling on the Corrective Action. 

Copy Of the signed form can be found in Document Library."
06/06/2023,748.2151(c)(6) - Medication,Medication,No,06/20/2023,06/14/2023,L:Medication,Medium,Yes,A review of a child's medication log did not have required name and signature of staff who administered medication. ,Operation stated in regards to this deficiency that every staff member is encouraged to sign the back of a medication log within the medication record so that the associated staff initials can be utilized as confirmation of a successful medication administration.  In this case we believe that the staff did sign the back of multiple medication logs within the medication record but that the reviewing licensing representative did not credit the signature of said staff associated with the specific log in question. Operation is appealing decision. 
06/06/2023,748.455(a)(2) - Reports and Record Keeping,Reports and Record Keeping,No,06/20/2023,06/14/2023,D:Reports and Record Keeping,Medium,Yes," A child in care ran was absent from the facility 04/19, 04/20, 04/24, and an attempt on 04/25. The child stated that the running away was an attempt to obtain cigarettes. The incident report does not document how the operation planned to reduce the probability of additional absences. ",Operation answered this deficiency stating that this  standard was in compliance due to the resident never left sight of staff who follow closely during the attempt and processed with the resident successfully as evidenced by his safe return. Operation stated they will appeal this decision concerning this standard
06/06/2023,"748.1437(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,06/20/2023,06/14/2023,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"2 of  2 child files reviewed did not have complete discharge summaries completed to include required information including circumstances of discharge, assessment of child needs, support resources and aftercare plans. ",Operation submitted plan stating that they intend to audit each and every chart following discharge within 72 hours to ensure all associated paperwork including the discharge summary is completed.
06/06/2023,748.2151(c)(5) - Medication,Medication,No,06/20/2023,06/14/2023,L:Medication,Medium High,Yes," On May 7th Christopher P. was administer Trazodone by staff member ASA,. ASA did not document the time the medication was provided. ","Operation provided plan indicating that they will add a target time to each medication log ensuring that if initials are provided this does indeed indicate the medication was given within a 30-minute window (15 minutes either side) of the target time.)  Should the medication be administered outside of the 30-minute window, an exact time will be provided.  "
05/01/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/13/2023,07/12/2023,Individual Standards Evaluated,High,Yes,Two staff members at the operation failed to prevent a child in care from assaulting other children in care with an object. ,Operation indicated that one specific adjustment they have made since this incident is to place Ukeru pads in the ERC gym to be used as another tool in the de-escalation process.
05/01/2023,748.2307(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/13/2023,07/12/2023,Individual Standards Evaluated,High,Yes,"When a child had escalated behaviors, staff member pulled a child hair in order to gain compliance. ","Operation response indicated that this in no way was proper EBI technique, because this grabbing of the childs hair was done not as a punishment but as an inappropriate knee jerk reaction to the staff member being grabbed by the hair by the child from behind, Standard 748.2307(6) does not apply and the appropriate standard that could have been cited actually covers Techniques staff members are prohibited from using on a child and includes, but is not limited to any technique designed to or likely to cause a child physical pain, 748.1119(2), would have been the correct standard to cite.   As such the standard that was cited in this deficiency does not apply and should be removed.  However, as stated previously the staff member who was in violation of implementing a prohibited technique has been suspended pending termination and will not have access to any children from this point forward."
