Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/06/2025,748.505(b)(5) - Personnel,Personnel,No,02/14/2025,03/25/2025,E:Personnel,Medium,No,Two employee files did not have pre-employment affidavit form 2912 documentation.,
05/22/2024,748.915(b)(6) - Training and Professional Development,Training and Professional Development,No,05/29/2024,05/29/2024,F:Training and Professional Development,Medium Low,Yes,2 of 2 CPR training documents did not have length of training in hours.,RCCR received the following response from the operation: The Training department will make sure all training certificates have length of training hours.
05/22/2024,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,05/29/2024,05/29/2024,D:Reports and Record Keeping,Medium,No,1 of 2 staff files did not have the Licensed Affidavit notarized. ,RCCR received a notarized affidavit for the employee involved. The operation submitted the following response: H.R. department will audit all new hires files to make sure (the operation) is meeting job requirements before new hires starts on boarding process.
05/22/2024,748.363(6) - Reports and Record Keeping,Reports and Record Keeping,No,05/29/2024,05/29/2024,D:Reports and Record Keeping,Medium,No,1 of 2 staff files did not have  tuberculosis screening  results documented.,RCCR received a copy of an employees tuberculosis screening via email. The operation submitted the following response: H.R. department will audit all new hires files to make sure (the operation) is meeting job requirements before new hires starts on boarding process.
04/29/2024,748.363(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2024,05/03/2024,Individual Standards Evaluated,Medium,No,1 of 2 files did not have education provided to support the employee meets the qualifications.,RCCR received education documentation for an employee that matches the employees job description.
04/29/2024,748.455(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/03/2024,05/22/2024,Individual Standards Evaluated,Medium,No,The operation will to retrain staff memebers on debreifing with children.,"On 5/3/2024, the operation submitted a sign up sheet with staff members who attended the training. The training does not include documentation to support unauthorized absences training. Follow up is needed with staff members. 

Follow-up was completed during the inspection on 5/22/2204. During the inspection 2 staff interviewed indicate staff members were trained on debriefing with children who runaway by asking the child why they ran, what coping skills can be used next time and questions if anything took place while away from the operation. "
04/12/2024,748.3443(b)(1) - Physical Site,Physical Site,No,04/19/2024,04/29/2024,P:Physical Site,Medium,No,2 of 2 refrigerators did not have a thermometer,Thermometers were observed in refrigerators. 
04/12/2024,748.455(c) - Reports and Record Keeping,Reports and Record Keeping,No,04/19/2024,04/29/2024,D:Reports and Record Keeping,Medium,No,1 of 2 child files reviewed did not have a debrief with child following a unauthorized absence. ,
04/12/2024,748.363(2) - Reports and Record Keeping,Reports and Record Keeping,No,04/19/2024,04/29/2024,D:Reports and Record Keeping,Medium,No,1 of 2 files did not have education provided to support the employee meets the qualifications. The file is also missing documentation to support minimum experience with children. ,
04/12/2024,748.2151(c)(3) - Medication,Medication,No,04/19/2024,04/29/2024,L:Medication,Medium,No,5 of 6 medication logs did not display the reason the medication was prescribed.,Medications meet the requirement.
04/12/2024,748.2151(c)(2) - Medication,Medication,No,04/19/2024,04/29/2024,L:Medication,Medium,No,5 of 6 medication logs did not have health-care professionals name.,Medications meet the requirement.
01/29/2024,748.3301(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/05/2024,03/01/2024,Individual Standards Evaluated,Medium,No,"During the walk through, a hole was seen behind a door. ","During the walk through, a hole was observed to be filled in RESET program."
01/17/2024,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/05/2024,03/01/2024,Individual Standards Evaluated,Medium,No,"During the investigation, it was discovered that the operation does not report any unauthorized absences of children who are private placements.",The operation made an intake regarding a run away child. Intake number and documentation was provided.
