Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/19/2025,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2025,06/20/2025,Individual Standards Evaluated,Medium High,Yes,"748.535(2): The licensed administrator must ensure the operation complies with the current heightened monitoring plan.

During a review conducted on 6/18/2024 it was determined that: 

-the Administrator failed to ensure compliance with the current HM Plan; and  

-12 months had elapsed since the effective date of the plan. 

The heightened monitoring plan for this operation included a specific planned end date at the 12-month mark by which the operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with the heightened monitoring plan, this operation is now unable to successfully move to post-plan monitoring.  Furthermore, the operations planned end date must now be revised, and the period of heightened monitoring must be extended. 

Further details of the administrators failure to ensure compliance include the following:  

-Operation failed to satisfy the conditions of the plan  

-Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring; and 

-Operation was unable to meet compliance with Medium-High or High weighted licensing citations, including having an open investigation.
","An HM extension was approved effective 6/19/2025.&#8239; In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM. &#8239;Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2). The HM deadline for your operation has been extended by 6 months and the new deadline is 12/20/2025.&#8239;"
02/25/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/30/2025,05/12/2025,Individual Standards Evaluated,Medium High,Yes,Staff had  knowledge a  child in care had vape pen and did not remove from possession immediately. ,"5/12/2025- a follow-up inspection (#4056143) was completed; a copy of meeting sign-in sheet and tobacco policy was received.  

4/27/2025 email received from operation reads:
RMYAs objective is to ensure the health, safety, and well-being of all our youth. The staff that had knowledge of the vape pen is no longer with the Agency. We will discuss the importance of being transparent and not keeping secrets with our staff. This citation will be discussed during the week of May 5th-9th. "
02/25/2025,748.1661(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/30/2025,05/12/2025,Individual Standards Evaluated,High,Yes,Staff was aware of the vape being on campus and did not say anything. ,"5/12/2025- a follow-up inspection (#4056143) was completed; a copy of meeting sign-in sheet and tobacco policy was received.


4/27/2025 email received from operation reads: 

RMYAs objective is to ensure the health, safety, and well-being of all our youth. The staff that had knowledge of the vape pen possibly being on campus is no longer with the Agency. We will discuss the importance of being transparent and not keeping secrets with our staff. This citation will be discussed during the week of May 5th-9th. "
12/18/2024,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/19/2024,12/19/2024,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on 12/18/2024 it was determined that: 

-the Administrator failed to ensure compliance with the current HM Plan; and  

-12 months had elapsed since the effective date of the plan. 

The heightened monitoring plan for this operation included a specific planned end date at the 12-month mark by which the operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with the heightened monitoring plan, this operation is now unable to successfully move to post-plan monitoring.  Furthermore, the operations planned end date must now be revised, and the period of heightened monitoring must be extended. 

Further details of the administrators failure to ensure compliance include the following:  

-Operation failed to satisfy the conditions of the plan  

-Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring; and 

-Operation was unable to meet compliance with Medium-High or High weighted licensing citations, including having an open investigation.","An HM extension was approved effective 12/18/2024.&#8239; In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM. &#8239;Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2). The HM deadline for your operation has been extended by 6 months and the new deadline is 6/12/2024.&#8239;"
10/21/2024,748.685(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/03/2025,01/14/2025,Individual Standards Evaluated,Medium High,Yes,Children in care with history of self-harming behaviors were given unsupervised access to scissors.  ,"1/14/2025- the operation has put a system in place to inform caregivers of high-risk behaviors.

12/30/2024 email received from operation listed the following compliance response: 
""In the shift change report at Girlsville, a section will be added named high risk behaviors. Each employee will read this information at shift change and ensure that they sign it. This will be discussed during staff meetings the week of January 12th, 2025."" 

"
10/21/2024,748.1101(b)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/03/2025,01/14/2025,Individual Standards Evaluated,High,Yes,Child in care was given restrictions for completing an activity that was authorized by a staff member. ,"1/14/2025- Restriction must be approved by a supervisor and/or campus administrator.   

12/30/2024 email received from operation listed the following compliance response: 
""On call Supervisor will be notified of all consequences given on each shift. The on-call supervisor or Campus Administrator will approve the consequences or modify the consequences if needed. This change will be discussed in the next program staff meetings during the week of January 12th, 2025."""
08/15/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/18/2024,10/29/2024,Individual Standards Evaluated,Medium,Yes,it was discovered that staff did not conduct night checks within the appropriate 10-15minute time frames. ,"10/29/2024 meeting information and attendance sheet received. The operation went over the citation issued and administrators response regarding safety plans and supervision. 


10/18/2024 email received from operation
Our goal is to ensure that our children are constantly supervised. We view this as one of our main priorities. Our staff will ensure that they are adequately supervising the residents and that they are following the residents service                           plans. This will be addressed agency-wide in staff meetings during the week of October 23rd. 
 "
07/03/2024,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/03/2024,,Individual Standards Evaluated,Medium High,Yes,"During the review of medication record, there were two (2) prescribed medication with incorrect pill counts documented on the med logs. ",
04/23/2024,748.2851(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/30/2024,04/30/2024,Individual Standards Evaluated,Medium High,Yes,Reviewed two EBI reports. One report is missing supervisors/administrative signature indicating the EBI report was reviewed. The second report was signed by the employee involved in the restraint not their supervisor.   ,"The operation seeks to provide services for youth that are of the highest professional quality, to include accurate documentation. The Operations programming staff will perform the following:
1.A report will be generated from the operations CMS every Thursday showing what signatures are needed on incident reports. 
2.The report will be emailed to Program Administrators along with the Senior Director of Program Leadership along with the Senior Director of Regulatory Compliance.
3.Signatures will be completed by the end of day the following Monday.

"
11/14/2023,748.2101(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2023,12/22/2023,Individual Standards Evaluated,Medium High,Yes,"During the course of an investigation the doors to the medication room were seen opened and unattended by staff, leaving psychotropic mediations only single-locked.    ","Response received from operation:
: Weve hired two medication technicians who will be responsible for giving out the residents medications. In addition, we will be moving our psychotropic medications to our nurses office so that the medications are centrally located. This should be in effect by the end of January 2024. The staff will be notified in staff meetings during the week of January 10th."
