Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
12/06/2024,745.4151(c)(5)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/13/2024,12/13/2024,Individual Standards Evaluated,High,Yes,"Drug testing kit was expired, and drug kit manual does not have proven rates that false positive results are below 2 percent, and false negative results are below 8 percent as required by policy.","On 12/12/24, the operation submitted their compliance plan by email: 

Drug Testing-The agency is aware of the Texas Administrative Code for drug testing. There are two companies that the agency has contacted to confirm the false positive and false negative percentage the TAC states. Correspondence between the agency and the companies is attached, along with one of the drug testing inserts. Moving forward, the agency will ensure that there is proper documentation stored in an employee's personal file that is not accessible by other staff. Documentation will also provide proof of the results that were documented.  This will be done by taking a picture of the results along with providing identifying information of the employee to ensure accuracy. The agency will also require the Residential Program Director to ensure that all results are properly filed in each employee's file. "
12/06/2024,745.4151(c)(5)(D) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/13/2024,12/13/2024,Individual Standards Evaluated,High,Yes,"The operation does not have the drug test results for hired employees as this is only documented on a log, actual results are not located in staff file. ","On 12/12/24, the operation submitted the following compliance plan by email:

Drug Testing-The agency is aware of the Texas Administrative Code for drug testing. There are two companies that the agency has contacted to confirm the false positive and false negative percentage the TAC states. Correspondence between the agency and the companies is attached, along with one of the drug testing inserts. Moving forward, the agency will ensure that there is proper documentation stored in an employee's personal file that is not accessible by other staff. Documentation will also provide proof of the results that were documented.  This will be done by taking a picture of the results along with providing identifying information of the employee to ensure accuracy. The agency will also require the Residential Program Director to ensure that all results are properly filed in each employee's file. "
03/04/2024,748.453(c) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/12/2024,,Individual Standards Evaluated,Medium,No,The operation had not been completing an annual summary log of unauthorized absences as required by standards prior to this incident. ,
12/07/2023,748.2203(c) - Medication,Medication,No,12/21/2023,12/08/2023,L:Medication,Medium High,No,5 medication errors were not documented as required within the 24 hour period. ,An email was received from the operation on 12.8.23. Attached to the email was a new form the operation is implementing to recording medication errors. 
11/03/2021,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/17/2021,11/11/2021,Individual Standards Evaluated,Medium High,No,"During the insp., both knobs on the showers in the girls bathrooms were observed to be broken off or not attached. These should be repaired or replaced.",The operation provided a work order / invoice from a plumbing company dated 11/8/21 to show the two shower knobs repaired/replaced in the female restroom. The oper. also provided photos of both the fixed shower knobs.
10/24/2021,748.303(e)(6)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/04/2022,01/03/2022,Individual Standards Evaluated,Medium,Yes,"It was found that the incident on 10/23/21 involving two children in care/siblings getting into two physical altercations where law enforcement (LE) responded at the operation, was not reported to the A/N Hotline until 11/1/21 once one of the two children was arrested by the local police dept. for this incident. However, this incident should have been reported to the A/N Hotline within 24 hours of LE responding to the alleged incidences between the two children in care.",The operation reported the Residential Program Director will include in training a detailed explanation of a Serious Incident Report and when to report based on the Serious Incident chart. Current staff have all been addressed as of 12/27/2021 and informed that Law Enforcement involvement at the facility due to residents requires reporting for a serious incident.
09/14/2021,745.635(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/16/2021,11/17/2021,Individual Standards Evaluated,High,Yes,"It found that one staff was on provisional status as of 8/10/21 with conditions to include not to administer medications to children in care, however on 8/20/21 this staff person administered a psychotropic prescription medication to one child in care.",The operation has identified employees for each shift to administer and document prescribed medications rather than allowing all employees to do so. The operation has attempted to only employ individuals who can obtain eligibility without conditions and will continue to do so.
09/14/2021,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/24/2021,11/17/2021,Individual Standards Evaluated,Medium High,Yes,"After conducting the investigation and reviewing records, it was found that 3 of 4 children in care were not properly administered prescription psychotropic medication(s) and other prescription medication(s) on different days as instructed by the label or as ordered by their health care professional.","A child in care was without a prescribed medication that would not be paid for by Medicaid without a physicians prior authorization. The provider paid for the prescription rather than allow the child to wait any longer for pre-authorization. Moving forward, documentation will be obtained and included in child(s) records. "
09/14/2021,748.2259(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/24/2021,11/17/2021,Individual Standards Evaluated,Medium High,No,"After conducting the investigation and reviewing records, it was found that medication errors such as missed psychotropic medication and other prescription medications were either not documented on 3 of the 4 children's medication records and/or not properly documented according to minimum standards. From July 2021 to September 2021, when several children either refused prescription psychotropic medications and/or other prescription medications or missed their meds, staff did not document the refusal and/or the reason the medication(s) were missed or skipped.",The operation acknowledged that employees failed to properly document refusal by children to take prescribed medication(s). The Residential Program Director has identified individual employees on each shift who is responsible for proper administration and documentation of prescribed medications for children in care. These employees also received additional training on the reasons for proper documentation. Each childs progress notes will detail specifics of refusal to take prescribed medications.
06/01/2021,748.983(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/15/2021,06/02/2021,Individual Standards Evaluated,Medium High,Yes,"It was found that a staff member did not receive their CPR training within 90 days of employment. Employment start was on 12/14/2020. Variance was not requested within these 90 days, it was requested on 04/09/2021.","On 06/02/2021, the operation emailed the following: ""In an effort to prevent this from happening again, an agency employee became certified to train First Aid/CPR in-house. The Program Director shared with staff the importance of submitting necessary variances in a timely manner and adjusted staffing patterns to help ensure it happens consistently."" In addition, the employee has been CPR trained as of 04/19/2021."
