Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/27/2025,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/03/2025,04/14/2025,Individual Standards Evaluated,Medium High,Yes,"It was determined that the operation did not follow the doctor's orders when it came to stopping a medication, Trileptal, and starting a second dose of Abilify. ",Medication was reviewed for 3 youth and found to be compliant. The operation stated when administering medications staff will follow prescribing health-care professionals orders prescription by the start date of the medicine and the end date of the medicine which if it continues or discontinued or changes. Staff was retrained on how to administer medications on 4/12/25 and 4/14/25.
02/18/2025,748.303(a)(2)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/07/2025,03/06/2025,Individual Standards Evaluated,Medium High,Yes,The injury of a child that required medical treatment was not reported to the child's case worker immediately. ,The injury of a child that required medical treatment was not reported to the child's case worker immediately. 
02/13/2025,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/17/2025,03/12/2025,Individual Standards Evaluated,Medium,Yes,"One of the childrens incident reports states that the child left through the front door, which contradicts information gathered from staff and resident interviews. According to the interviews, the child left through his bedroom window, and his absence was not discovered until staff conducted a headcount.","Active child records once completed by staff will be check by manager and then compliance officer will check for current accuracy.

"
02/08/2025,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/02/2025,03/27/2025,Individual Standards Evaluated,Medium,Yes,"The child's service plan required a Safety Plan to be implemented to address his aggressive behaviors, particularly his pattern of targeting younger peers.  The Safety plan was not created as documented. His supervision plan also mandated 1:1 supervision whenever the youth exhibited verbal or physical aggression.
Residents and staff reported multiple incidents where the child hit or called younger peers names without provocation.  Despite these behaviors, staff only intervened by separating the youth from peers or removing youth from the situation. However, 1:1 supervision was not implemented as required by the service plan following these incidents.","Service plan coordinator will document the service that the resident is required to have, and then it will be implemented and followed according to the service plan."
02/08/2025,748.3365(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/21/2025,03/05/2025,Individual Standards Evaluated,Medium,No,It was observed that all beds did not have a required mattress covering or protector.  ,03/05- The operation provided documentation showing the invoice for the purchase of new water-resistant beds.
11/18/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/09/2024,12/04/2024,Individual Standards Evaluated,High,Yes,CCI Investigator observed staff sleeping at the facility while on duty and supervising children in care. Administrator was notified of the incident.,"Children were interviewed regarding supervision and no concerns were found.

An email was received from the operation: Staff will make sure he gets enough sleep before his shift and move around more so he can provide the level of supervision necessary to ensure each childs safety and well-being, the shift supervisor will check on him to make sure hes providing the necessary supervision while on duty. Follow by inspection will be completed during the next HM inspection."
09/05/2024,748.930(b)(2) - Training and Professional Development,Training and Professional Development,Yes,09/05/2024,,F:Training and Professional Development,Medium High,Yes,"During the review of one staff file, it was observed that staff annual Truama training has expired. Staff took training last on 7-3-23. Staff took training immediately as such citation was corrected at inspection and copy of the training certificate taken.",
08/19/2024,748.3443(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,08/19/2024,,Individual Standards Evaluated,Medium High,Yes,1 Bag of Krogger Pinto Beans was found to be open with beans inside in  the kitchen cabinet during the walkthrough of the Northeast Building. ,
06/12/2024,748.1341(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/17/2024,06/17/2024,Individual Standards Evaluated,Low,Yes,"During the review of one childs file today, it was noted that the invite to DFPS caseworker for the initial service plan meeting was not sent timely. Initial service plan was completed on 6-2-24 while the invite was sent on 6-3-24 a day after the plan meeting was completed. ","The operation sent its written correction via email. In its correction, the operation stated that the initial service plan will be sent out two weeks in advance, giving the parent(s) and the DFPS caseworker advance notice to attend the initial serve plan meeting."
04/13/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/18/2024,06/17/2024,Individual Standards Evaluated,Medium,No,There was an inconsistency between the annual AWOL log and incident report regarding a resident AWOL.,"The operation sent its correction via email. In its correction, it stated that When logging in an AWOL in the incident log staff will make sure the incident report is consistent with the log by documenting accurate and checking both incident report and log to make sure its completed."
03/06/2024,748.3443(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/06/2024,,Individual Standards Evaluated,Medium High,Yes,"During todays walkthrough at the East building kitchen, one pack of bread was found to be open as the wrap was not sealed. TA was issued to the operation for this same standard during the last HM inspection on 2-22-24.",
02/22/2024,748.3301(c) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/22/2024,,Individual Standards Evaluated,Medium High,Yes,One window in the children room was found during the walkthrough to be damaged. Window glass was not properlly sealed and had opening which may result to insects / resptiles crawling inside the room from outside thereby posing safety concern to the children. ,
12/29/2023,748.2151(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/04/2024,01/03/2024,Individual Standards Evaluated,Medium High,Yes,One of five child records reviewed was found to be missing the medication administration record from a medication administered the night of the 12/28/23. ,This standard has been reviewed with the staff and the medication will be administered by the designated staff and doubled check by a manager/supervisor/shift leader that will initial the medical record for quality assurance to prevent this from happening in the future. 
12/12/2023,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/12/2023,,Individual Standards Evaluated,Medium High,Yes,"During the walkthrough of the East building, one damaged window blind was observed in one resident toilet. Maintenance staff was able to replace the damaged blind during inspection. ",
11/17/2023,748.3365(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,11/17/2023,,Individual Standards Evaluated,Medium,Yes,"During the walkthrough of the facility, one of the beds in the children room in East building was observed without a pillow case and no sheet. This was corrected at inspection.",
11/08/2023,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/15/2023,11/14/2023,Individual Standards Evaluated,Medium,Yes,"During the review of SIR reports, it was observed that the operation called in several serious incident reports involving unauthorize absences of children later than 6 hours from when the absence was discovered according to the time incidents were received by statewide intake in class. Incidents occured on 10-28-23 in investigation #3039668, on 11-3-23 in investigation #3041001 and on 11-5-23 in investigation #3041113","Written correction was sent by the operation. In its correction, the operation stated that The Serious Incident Reports involving unauthorize absences of children will be reported sooner than 6 hours. The reporter will report the unauthorize absences to statewide intake to ensure to meet the deadline. The administrator also informed me that he is going to have a conversation with staff regarding this issue."
08/29/2023,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/25/2023,10/25/2023,Individual Standards Evaluated,Medium High,Yes,"Child's service plan does not clearly document the child's supervision needs, but instead is generalized.","During the follow up inspection today, The Administrator told me that service plan coordinator will be specifying the supervision needs of each child individually in every youth service plan moving forward. The operation also sent this written correction via email"
07/17/2023,748.2151(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/17/2023,,Individual Standards Evaluated,Medium High,Yes,It was noticed during the review of one childs medication record that the medication count documentation for 7-17-23 was not accurate. The correct count was suppose to be 48 but the record has 58. Medication record was corrected by the staff that completed it to reflect 48 counts.,
07/17/2023,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/24/2023,08/01/2023,Individual Standards Evaluated,Medium High,Yes,It was observed during the walkthrough of the East Campus that one of the children restroom has damaged tile on the wall and staff were not aware of the damage and no work order was created for the damage. ,"Follow was completed on 8-1-23. During the follow up inspection, it was observed that the damaged tiles in children restroom (East Building) which resulted to citation during the last HM inspection has been repaired. Photos of the repaired work was taking upon approval."
06/15/2023,748.685(a)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/20/2023,11/28/2023,Individual Standards Evaluated,High,Yes,Staff failed to intervene timely in a physical altercation between children causing one child to sustained significant injuries.,"2 staff were interviewed, and they confirmed that meeting was held with management, and it was discussed that SAMA technique and prevention intervention will be used when necessary. Staff were also advised on her to effectively handle verbal altercation, so it does not escalate to physical. The operation also provided me with written correction.  The operation recently completed refresher training on supervision on 21st and 23rd October 2023"
06/15/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/20/2023,11/28/2023,Individual Standards Evaluated,High,Yes,2 residents physically assaulted one resident at the facility which resulted to the victim child sustaining concussion and head fracture.,"2 staff were interviewed, and they confirmed that they had meeting with management, and they were advised to ensure that they are staying very close to residents to enable them respond timely during any verbal altercation between residents. The operation also provided me with written correction. The operation recently completed refresher training on supervision on 21st and 23rd October 2023."
03/06/2023,748.3231(b)(1) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,03/13/2023,,O:Safety and Emergency Practices,Medium High,No,The evacuation plan policy did not address who will be designating an employee during an emergency. ,
