Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/06/2025,748.4003(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/08/2025,Individual Standards Evaluated,High,Yes,A caregiver who is 18 years old that has a restriction C on their driver license has confirmed they have driven a youth in care on multiple occasions.,"A caregiver who is 18 years old that has a restriction C on their driver license has confirmed they have driven a youth in care on multiple occasions.

Interviews with the youth in care deteremined this to be in compliance."
06/06/2025,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/08/2025,Individual Standards Evaluated,High,Yes,Multiple accounts indicate caregivers did not physically intervene to ensure the safety of a youth in care who was engaging in a physical altercation with another caregiver.,"Multiple accounts indicate caregivers did not physically intervene to ensure the safety of a youth in care who was engaging in a physical altercation with another caregiver.

Interviews with the youth in care deteremined this to be in compliance."
06/06/2025,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/08/2025,Individual Standards Evaluated,High,Yes,This standard was found deficient as part of a DFPS investigation.,"This standard was found deficient as part of a DFPS investigation

Interviews with the youth in care deteremined this to be in compliance."
06/06/2025,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/08/2025,Individual Standards Evaluated,High,Yes,A caregiver retaliated by hitting a youth in care during a physical altercation.,"A caregiver retaliated by hitting a youth in care during a physical altercation.

Interviews with the youth in care deteremined this to be in compliance."
04/07/2025,748.1005 - Child/Caregiver Ratios,Child/Caregiver Ratios,No,04/14/2025,04/28/2025,G:Child/Caregiver Ratios,Medium High,Yes,Two staff were observed completing administrative and other duties while being counted in ratio.,Corrected by enough staff observed in ratio at the operation during the follow up inspection.
04/07/2025,748.3443(a)(4) - Physical Site,Physical Site,Yes,04/07/2025,,P:Physical Site,Medium High,Yes,A pancake mix box was observed left open in the food storage area.,
04/07/2025,748.505(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/14/2025,04/28/2025,Individual Standards Evaluated,Medium,No,One out of three employee files reviewed did not have the employment affidavit notarized.,A copy of the notarized affidavit was provided during the follow up inspection.
03/31/2025,748.1101(b)(4)(A)(vi) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/23/2025,05/29/2025,Individual Standards Evaluated,Medium,Yes,Children in care were told and reminded that they would lose their placement if they did not behave.,Corrected by interviews being conducted with youth in care.
03/31/2025,748.1101(b)(4)(A)(v) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/23/2025,05/29/2025,Individual Standards Evaluated,Medium High,Yes,"A caregiver told a child in care they would end up homeless, teased children in care about their past trauma, and antagonized children in care to prompt misbehavior/outburst.",Corrected by interviews being conducted with youth in care.
03/31/2025,748.2301(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/23/2025,05/29/2025,Individual Standards Evaluated,Medium,Yes,Children in care intervene and separate children during fights. ,Corrected by interviews being conducted with youth in care.
03/30/2025,748.4083(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/06/2025,04/07/2025,Individual Standards Evaluated,Medium Low,Yes,The operation's vehicle inspection sticker expired 2/28/2025. ,Corrected
02/23/2025,748.3443(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/26/2025,02/25/2025,Individual Standards Evaluated,Medium,No,The thermometer in the large freezer is reading at 12 degrees and the thermometer in the refrigerator is not functioning properly. ,"An email was received from the operation's administrator indicating a new refrigerator was delivered to the operation to replace the old one. During investigation inspection #4044550, the new refrigerator was observed to still be cooling down. On March 4, 2025, pictures of the current temperatures of the freezer and refrigerator were received from the administrator."
02/13/2025,748.751(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/13/2025,,Individual Standards Evaluated,Medium Low,No,Two out of three employee files reviewed did not contain detailed documented information regarding the conversation or attempts made for employment history checks.,
