Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
01/20/2025,748.2101(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/04/2025,03/05/2025,Individual Standards Evaluated,Medium High,No,"During the time of inspection, the medication storage was observed to not have a secondary locking mechanism for the psychotropic medications. The medications are stored behind a locked closet door in a filing cabinet that does not lock.",The operation came into compliance by fixing the locking mechanism on the filing cabinet where Psychotropic medications are kept. Video was recorded and can be found in document library.
05/29/2024,748.1337(b)(1)(H)(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2024,07/14/2024,Individual Standards Evaluated,High,Yes,Service plan did not include a plan to address the five high-risk behaviors documented,Operation provided child's service plan with the 5 updated High-risk behaviors by describing the behavior and plan. 
04/13/2024,748.311(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/18/2024,06/11/2024,Individual Standards Evaluated,Medium,Yes, Several serious incident reports did not mention what staff did to stop the kids from running from the operation.  ,An email was received from the administrator on 6/11/2024. The operation had a staff meeting on 6/11/2024. It was discussed that staff will document what they did to prevent and intervene during incidents as runaways and etc.  Each staff signed the memo. The memo can be found in the document library. 
09/28/2023,748.1101(b)(4)(A)(vii) - Children's Rights,Children's Rights,No,10/12/2023,10/12/2023,H:Children's Rights,Medium High,Yes,The operation's policy is does not address this standard. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.911(c)(2) - Training and Professional Development,Training and Professional Development,No,10/12/2023,10/12/2023,F:Training and Professional Development,Medium High,Yes,The operation's policy does not state that an employee cannot be counted in the child/caregiver ration until they have obtained their first aid & CPR training. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.3361(d) - Physical Site,Physical Site,No,10/12/2023,10/12/2023,P:Physical Site,High,Yes,This standard is not addressed in the operation's policies.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.2303(a) - Discipline and Punishment,Discipline and Punishment,No,10/12/2023,10/12/2023,M:Discipline and Punishment,High,Yes,The operation's policy does not state that unproductive work is prohibited. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.2801(2)(A) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,10/12/2023,10/12/2023,N:Emergency Behavior Intervention,High,Yes,Teh operation's policy states that a child over the age of nine may be restrained up to one hour. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.121(5) - Organization and Administration,Organization and Administration,No,10/12/2023,10/12/2023,C:Organization and Administration,Medium High,Yes,This standard has not been addressed in the operation's policies.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.123 - Organization and Administration,Organization and Administration,No,10/12/2023,10/12/2023,C:Organization and Administration,Medium,Yes,The operation does not have a written policy to address vaccine requirements (or lack thereof) for the employees.  ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.125(d)(4)(E) - Organization and Administration,Organization and Administration,No,10/12/2023,10/20/2023,C:Organization and Administration,Medium High,Yes,This standard is not addressed in the operation's policies and procedures.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. These corrections were reviewed by a CCR Program Specialist and found to be compliant with minimum standards.
09/28/2023,748.345(3) - Reports and Record Keeping,Reports and Record Keeping,No,10/12/2023,10/12/2023,D:Reports and Record Keeping,Medium Low,Yes,The operation's policies does not address the requirements for backing up the data for electronic records. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.881(7) - Training and Professional Development,Training and Professional Development,No,10/12/2023,10/12/2023,F:Training and Professional Development,Medium,Yes,The operation's policy does not include the preservice training requirements for normalcy.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.3283(a)(1) - Physical Site,Physical Site,No,10/12/2023,10/12/2023,P:Physical Site,Medium High,Yes,This standard is not addressed in the operation's policies. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.1101(b)(6)(A) - Children's Rights,Children's Rights,No,10/12/2023,10/12/2023,H:Children's Rights,Medium,Yes,"The agency's policy does not address the full standard. There is no policy regarding a child's right to medical, dental, vision, and mental health care and developmental services that adequately meet the childs needs. ",The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.121(4) - Organization and Administration,Organization and Administration,No,10/12/2023,10/12/2023,C:Organization and Administration,Medium High,Yes,This standard is not addressed in the operation's policies. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards.
09/28/2023,748.1101(b)(3)(E) - Children's Rights,Children's Rights,No,10/12/2023,10/12/2023,H:Children's Rights,Medium,Yes,"The operation's policy states that the staff will open or read the child's incoming or outgoing mail, including electronic
mail. The operation also plans to have children conduct their phone calls on speakerphone in the presence of staff.",The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.345(1) - Reports and Record Keeping,Reports and Record Keeping,No,10/12/2023,10/12/2023,D:Reports and Record Keeping,Low,Yes,The operation's policy does not state which records will be electronic and which records will be in external paper files.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.3001(c)(1) - Safety and Emergency Practices,Safety and Emergency Practices,No,10/12/2023,10/12/2023,O:Safety and Emergency Practices,Medium,Yes,This standard is missing from the operation's policy. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.1101(b)(7) - Children's Rights,Children's Rights,No,10/12/2023,10/12/2023,H:Children's Rights,High,Yes,The operation's policy does not meet fully this standard and is missing the information regarding ways a child may file a complaint or make a report. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.4041 - Transportation,Transportation,No,10/12/2023,10/12/2023,R:Transportation,High,Yes,This standard is not addressed in the operation's policies.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.3311(1) - Physical Site,Physical Site,No,10/12/2023,10/12/2023,P:Physical Site,Medium,Yes,This standard along with 748.3312 are not addressed in the operation's policies. ,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.103(b)(1) - Organization and Administration,Organization and Administration,No,10/12/2023,10/12/2023,C:Organization and Administration,Medium,Yes,Operation policy states that they will maintain records for 12. The length of time is not complete and is unknown.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
09/28/2023,748.1101(b)(5)(B) - Children's Rights,Children's Rights,No,10/12/2023,10/12/2023,H:Children's Rights,Medium,Yes,This operation's policy only addresses that a child may be provided with a copy of their service plan but does not address that a child may sign and review their service plan.,The agency has a provided a copy of their updated policies and procedures to licensing with all of the required corrections. The policies have been reviewed and appear to meet compliance with minimum standards. 
