Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/23/2025,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,07/25/2025,Individual Standards Evaluated,Medium,Yes,As of 07-23-2025 there is no quarterly report for emergency behavior interventions between April and June 2025.,"The operation submitted a compliance response indicating ""On the first business day of each month, the designated staff will log in to the DFPS portal to document: (1) total number of restraints from the previous month, and (2) total number of serious incidents. All entries will be completed no later than the 5th business day of the month.

Quarterly Internal Review: The Compliance Coordinator will conduct a quarterly audit of DFPS reporting logs to verify timely report submission and ensure accuracy through cross-referencing with internal reports. Any discrepancies will be corrected within 5 business days.""
"
07/18/2025,748.311(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2025,09/10/2025,Individual Standards Evaluated,Medium,Yes,Licensing observed the incident report to be without the names of staff involved.,"The operation emailed the assigned inspector a compliance response indicating ""The New Future RTC will retrain staff on how to properly document incident reports in their entirety.""  "
07/18/2025,748.1335 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2025,09/10/2025,Individual Standards Evaluated,Medium Low,Yes,The operation's 30-day service plan only included information about the child in care's behavior and not the other elements of an initial service plan.,"09-10-2025. The operation emailed the assigned RCCR inspector a compliance response indicating ""New Treatment Director has been hired and will document all services and all required elements on the initial services plan. "
07/07/2025,"748.1217(b)(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/21/2025,07/21/2025,"I:Admission, Service Planning, Discharge",Low,Yes,Residential Child Care Regulation observed a child in care's admission assessment to be without many of the items in this section.,"The operation submitted a compliance response indicating ""The New Future RTC will require that each childs admission assessment include an initial evaluation of the appropriate placement and ensure that the necessary information is obtained to facilitate service planning."""
07/07/2025,748.3001(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,07/21/2025,07/24/2025,O:Safety and Emergency Practices,Medium,Yes,Residential Child Care Regulation observed the operation has an expired health inspection.,"07-24-2025. The operation submitted their approved health inspection.

07-21-2025. The operation submitted a compliance response with no specifics on how they'll acquire health inspections."
04/30/2025,748.753(d)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/07/2025,05/14/2025,Individual Standards Evaluated,Medium Low,Yes,"Two employees, with a hire date of March 21, 2025 and March 22, 2025, do not have records of pre-employment reference checks.","On 5/13/25, compliance plan submitted via email regarding the following citation. 

748.753(d)(1): Each references name, relationship, and date of contact will be documented and added to the employee file by Friday, May 16.

On 05/14/2025, additional email sent to address the ongoing changes. 

As part of the revised hiring protocol, documentation of references will be tracked through a centralized database. This will include automated alerts for missing information. Monthly reviews will be conducted by the NFRTC Administrator to monitor adherence to this protocol.
"
04/30/2025,748.505(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/07/2025,05/14/2025,Individual Standards Evaluated,Medium,Yes,Employee records evaluated does not include Form 2912.,"On 5/13/25, compliance plan received via email for the following citation. 

748.505(b)(5): The employee is missing the pre-employment affidavit and Form 2912. This documentation will be added to the employees file by Friday, May 16. The employee will not be permitted to work until this requirement has been fulfilled.

On 5/14/25, additional response submitted to address ongoing changes. 

A revised onboarding checklist will now require the completion of all licensing documents prior to orientation. NFRTC Administrator will perform a monthly audit to confirm compliance will be notified of any missing documents to prevent employees from beginning work without proper documentation."
04/30/2025,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/07/2025,05/14/2025,Individual Standards Evaluated,High,Yes,Employee files evaluated does not include drug screening results.,"On 5/13/25, compliance plan was received via email for the following citation. 

745.4151(c)(4)(A): The employee who is currently missing a drug screening has been temporarily placed on hold pending the receipt of a negative drug screening result.

On 5/14/25, additional response submitted to address on-going changes implemented. 

Moving forward, we will implement a pre-employment compliance checklist that includes verification of completed drug screenings prior to start dates. This will be reviewed and signed off by NFRTC Administrator. In addition, monthly internal audits will be conducted by the NFRTC Administrator to ensure all files remain up to date."
04/30/2025,748.753(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/07/2025,05/14/2025,Individual Standards Evaluated,Medium High,Yes,"One employee file includes the name and contact information of two references: however, none of the files evaluated include a documentation of the conversation with the references.  ","On 5/13/25, compliance plan received via email for the following citation. 

748.753(a)(2): The two required reference verifications for pre-employment screening will be completed by Friday, May 16.

On 05/14/2025, additional email sent to address the ongoing changes.

A standardized reference verification form has been created and will be used during all hiring processes. CEO or designee will review hiring files monthly for completion of references."
01/02/2025,748.361(a) - Reports and Record Keeping,Reports and Record Keeping,No,01/09/2025,01/08/2025,D:Reports and Record Keeping,Medium Low,Yes,Employee hired on 12/18/2024 does not have an employee file and operation stated they were not aware this should be completed. ,"The operation sent the following response via email: All employee personnel records will be held at the facility onsite uniformed in binders. Pre-employment documents will be completed on or before the hire date.  Documents will be submitted to the licensing rep. The LCCA will be responsible for ensuring this task is completed.
"
