Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/22/2025,748.3445(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/22/2025,,Individual Standards Evaluated,Medium High,Yes,"During the inspection, it was observed that multiple food items were expired and not stored properly. ",
07/22/2025,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/22/2025,,Individual Standards Evaluated,Medium High,Yes,"During the inspection, the shower in a bathroom downatirs was observed to have dirt and grime present, and potentially mold can be present due a shower leak. ",
07/18/2025,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/27/2025,08/27/2025,Individual Standards Evaluated,Medium High,Yes,"Staff was using derogatory language, including shaming, ridiculing, and yelling at a child in care. ","Kensley Care South staff will participate in a
de-escalation training held on September 10, 2025. A sign in sheet will be available for RCCL review.
Staff of concern was placed on a safety order and removed from the schedule throughout the duration of this investigation. Kensley Care South has separated employment with staff of concern. "
06/23/2025,748.1501(a)(1) - Child Care,Child Care,No,06/27/2025,06/23/2025,J:Child Care,Medium,No,One child in care's updated dental records were not included in his file. ,Received corrective action plan from Executive Director stating the following: Kensley Care South will ensure that all clients receive dental care according to the requirements of 748.1225. When dental requirements are not met the Treatment Director will ensure that the appropriate documentation is in the client file. 
06/13/2025,748.505(b)(5) - Personnel,Personnel,No,06/20/2025,06/23/2025,E:Personnel,Medium,Yes,"Four individuals hired after September 1,2023 were missing the Pre-Employment Affidavit in their personnel file. ","An unannounced inspection was conducted on 6/23/25, Four individuals hired after September 1,2023, Pre-Employment Affidavit which was originally missing is now included in their personnel file. "
06/13/2025,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/20/2025,06/23/2025,O:Safety and Emergency Practices,Medium,Yes,"During the inspection, the opertion failed to provide documented records verifying that required severe weather drills are being conducted. ",An unannounced inspection was conducted on 6/23/25. The operation has now included a section that touches on severe weather drills and will now be doing them more frequently. 
06/13/2025,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2025,06/23/2025,Individual Standards Evaluated,High,No,All employees files reviewed did not have a photo copy of the actual drug test results. ,An unannounced inspection was completed on 6/23. All employees' files reviewed now include photocopies of the actual drug test results. 
06/13/2025,"748.1437(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,06/20/2025,06/23/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the inspection conducted on 6/13/25, it was determined that the discharge documentation for a child in care was incomplete and did not include who the child was discharged to . ","An unannounced inspection was conducted on 6/23/25. The discharge form now includes information such as who the child in care will be discharged to, address, phone. "
06/13/2025,"748.1437(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,06/20/2025,06/23/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the inspection conducted on 6/13/25, it was determined that the operation failed to document accurate circumstances surrounding a child's discharge. ","An unannounced inspection was conducted on 6/23/25, The operation has now added a section to the discharge form that includes the circumstances. "
06/13/2025,748.3301(a)(1) - Physical Site,Physical Site,No,06/20/2025,06/23/2025,P:Physical Site,High,Yes,"During the walkthrough conducted on 6/13/25, several maintenance and safety concerns were observed. Specifically, a broken kitchen cabinet, damaged curtain rods in a common area, visible cracks in a dining room window, chipped paint around a bedroom window, a missing light switch cover in one of the bedrooms and exposed screws in a bedroom wall were noted.  ",An unannounced inspection was iniated at the operation. A physical site walkthrough was conducted. Several of the concerns mentioned originally have been corrected. 
