Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/17/2025,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/24/2025,07/31/2025,Individual Standards Evaluated,Medium High,Yes,"Inspector reviewed morning and evening medications logs for all children in care, randomly selected medication to count, and reviewed the training roster and medication administration-documentation training certificates. 
Three medication logs were reflecting a discrepancy with the remaining medication count by 1-2 pills.

Inspector conversed with the permit holder regarding the operation's plan to ensure compliane with medication documentation.","During a follow-up inspection three out of eleven children medication logs and counts were reviewed. The medication logs and counts were accurate and in compliance. Additionally, the operation did provide training on medication to their staff. Training roster was provided and reviewed and was observed in compliance.
"
05/23/2025,748.2853(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/24/2025,07/22/2025,Individual Standards Evaluated,Medium Low,No,There was no documentation available for review related to the post-discussion required with child. ,"Operation provided a compliance response stating staff will receive semi-quarterly restraint refreshers.  Additionally, the Administrator will go over the restraint report to make sure the staff has filled the restraint report out correctly and documents the intervention after the EBI."
05/23/2025,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/24/2025,07/22/2025,Individual Standards Evaluated,Medium,No,There were no documents available for review regarding the length of time for EBI conducted. ,"Operation provided a compliance response stating staff will receive semi-quarterly restraint refreshers.  Additionally, the Administrator will go over the restraint report to make sure the staff has filled the restraint report out correctly and documents the intervention after the EBI."
02/25/2025,748.2855(b) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,03/11/2025,03/21/2025,N:Emergency Behavior Intervention,Medium High,Yes,"A restraint report dated February 22, 2025 at 11:15 AM was not reviewed within the 72-hour timeframe which should've been by February 25, 2025 at 11:15 AM.  The supervisor date and time was blank.","Operation provided the training roster for Documentation completed on March 21, 2025. 
Operation's mandatory training was rescheduled to March 21, 2025 due to children in care being on Spring Break.
The operation provided the following response on March 3, 2025:
Standard 748.311/748.2855(b)-Serious Incident Documentation/EBI Documentation-the serious incident report has been revised and corrected to include required information.  Amazing Touch Care Home has only one serious incident report that staff must complete.   This process was completed by Program Administrator, Lecia Hurst to ensure accurate and complete documentation.   The Program Administrator/ and or Program Designee will review all serious incident reports and restraint reports within 24 hours after the serious incident has occurred.  All staff are required to complete and sign/date serious incidents, and restraint reports before their assigned shift is complete.   The reports will be reviewed for true and accurate information by Program Administrator, Lecia Hurst or Program Designee within 24 hours.  All serious incidents and restraint reports will be signed by Program Administrator/Designee within 24 hours.   
Mandatory Documentation training has been scheduled for all staff on March 14, 2025.  
"
02/25/2025,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/11/2025,03/21/2025,Individual Standards Evaluated,Medium,Yes,Several incident reports were observed to be incomplete and/or missing required information. ,"Operation provided the training roster for Documentation completed on March 21, 2025. 
Operation's mandatory training was rescheduled to March 21, 2025 due to children in care being on Spring Break.
The operation provided the following response on March 3, 2025:
Standard 748.311/748.2855(b)-Serious Incident Documentation/EBI Documentation-the serious incident report has been revised and corrected to include required information.  Amazing Touch Care Home has only one serious incident report that staff must complete.   This process was completed by Program Administrator, Lecia Hurst to ensure accurate and complete documentation.   The Program Administrator/ and or Program Designee will review all serious incident reports and restraint reports within 24 hours after the serious incident has occurred.  All staff are required to complete and sign/date serious incidents, and restraint reports before their assigned shift is complete.   The reports will be reviewed for true and accurate information by Program Administrator, Lecia Hurst or Program Designee within 24 hours.  All serious incidents and restraint reports will be signed by Program Administrator/Designee within 24 hours.   
Mandatory Documentation training has been scheduled for all staff on March 14, 2025.  
"
11/25/2024,748.2151(c)(6) - Medication,Medication,No,12/06/2024,12/16/2024,L:Medication,Medium,Yes,"Medication logs include the signature and a cell for staff initials. The documentation doesn't include the name of the person who administered the medication, and several dates doesn't have an initial to match the person who administered the medication.","On December 16, 2024, Inspector conducted a follow-up inspection at the operation and reviewed all medication logs with the staff.  All medication logs were observed to include the staff name, staff signature, and staff initials for each staff member who administered the medication."
11/25/2024,748.753(a)(2) - Personnel,Personnel,No,12/06/2024,11/30/2024,E:Personnel,Medium High,Yes,"Employee files contain the names of the references and indicate that the individuals were contacted, but the pre-employment screening doesn't include the documentation of the conversations.","The operation provided the following response on November 30, 2024:
The personnel record will now have documented proof of the conversation. If the references were contacted with no response, it will also be annotated in personnel records. The correction was emailed to the Residential Child Care Licensing Inspector on November 30, 2024.
"
11/25/2024,748.2151(d) - Medication,Medication,No,12/06/2024,12/16/2024,L:Medication,Medium High,Yes,All medication logs had an inaccurate daily count due to incorrect subtraction from the starting count.,"On December 16, 2024, Inspector conducted a follow-up inspection at the operation and reviewed all medication logs and counted the medication with the staff.  One medication log and the medication were observed to have inaccurate counts.  Operation provided documentation that the child refused the medication including additional attempt of refusal, and the medication log was corrected during the inspection to document the refusal, and the count was updated to reflect the accurate remaining count. "
06/06/2024,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,06/20/2024,06/10/2024,D:Reports and Record Keeping,Medium,Yes,Active employee file didn't include a notarized affidavit..,"The following compliance plan was provided by the operation on Saturday, June 8, 2024: A Notarized affidavit was emailed to Residential Child Care Licensing Inspector on 06/06/2024. The affidavit was completed on 06/06/2024. All staff who apply for a position at Amazing Touch Care Home will be required to get the affidavit notarized during the initial application process. The Program Administrator and Program Director will ensure the affidavit is notarized before we move forward with the hiring process which includes submitting the background check and pre-service orientation."
06/06/2024,748.3019(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/20/2024,06/10/2024,O:Safety and Emergency Practices,Medium,Yes,The second level of the home was observed with wasps nests outside of the home. ,"The following compliance plan was provided by the operation on Saturday, June 8, 2024: Photographs of the wasp nests removal were emailed to the Residential Child Care Licensing Inspector on 06/06/2024. The wasp nest was removed on 06/06/2024. The Program Administrator, Program Director, and Maintenance supervisor will complete a daily facility inspection at Amazing Touch Care Home of the interior and exterior to ensure compliance. The facility inspection forms will be kept in a binder located in the staff office and available upon request."
