Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/05/2025,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/08/2025,09/09/2025,Individual Standards Evaluated,Medium High,Yes,A staff member directed profanity towards children in care.,This standard was found to be in compliance during a follow-up visit. 
08/05/2025,748.705(b)(7) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/08/2025,09/09/2025,Individual Standards Evaluated,Medium,No,A staff member allowed children in care to pick fleas off dogs belonging to the staff member while on an outing.,This standard was found to be in compliance during a follow-up visit. 
08/05/2025,748.1101(b)(4)(A)(vii) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/08/2025,09/09/2025,Individual Standards Evaluated,Medium High,Yes,A staff member was observed attempting to intimidate and/or encourage a child in care to engage in a physical altercation with her. ,"The operation's owner stated that each employee will receive re-training on Children's Rights, by way of a presentation no later than September 30th.
An in-person follow-up was conducted on 09/13/25 with the victim and staff supervisor; there were no further outcries of abuse or neglect. "
07/11/2025,748.311(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/25/2025,08/18/2025,Individual Standards Evaluated,Medium,Yes,"The incident that lead to the report and subsequent investigation was not documented accurately and correctly. The incident report is missing the child's age, date of admission, name of child witness, and staff signature. ",On 8-18-25 the operation submitted their corrective action plan which is to provide refresher training on how to thoroughly complete SIR reports. The training is to be completed with all staff by 8-20-25. On 8-28-28 The training certificates were submitted and uploaded to document library. End. 
05/14/2025,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/11/2025,07/18/2025,Individual Standards Evaluated,Medium High,Yes,"Based on the interviews with residents and staff, there is only one staff member supervising up to 8 children on Side B between 5am, when the children wake up, and 6:20am, when they leave for bus stop.",Corrections originally sent on 6/10/25 but not uploaded. Resent correction plan for an additional staff to be present at 5am to meet ratio standard on 7/18/25. Currently meeting ratio standard.
02/28/2025,748.1217(b)(15) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/14/2025,05/30/2025,Individual Standards Evaluated,Low,Yes,"Out of 4 children files reviewed for compliance, 2 child records are missing the child's signature on their admission assessment.","Inspiratonal hop house will conduct an audit of the resident files within 3 days of admission, to ensure the admission assessment is signed by the resident."
02/03/2025,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/06/2025,03/03/2025,Individual Standards Evaluated,Medium,No,The operation did not report quarterly EBI information within 15 days following the end of the quarter.,"The administrative team discussed the findings and will calendar the deadline for the quarterly EBI report, as well as set reminders prior to the deadline.- Charlotte Lynn"
10/09/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/29/2024,11/29/2024,Individual Standards Evaluated,Medium High,Yes,A staff member made inappropriate comments and showed unsuitable videos to children in care.,"Ms. Figaro sent corrections including the perpetrating staff is no longer employed by the operation.  All remaining staff have been retrained, and a managerial meeting was held with all employees."
08/22/2024,748.705(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/07/2024,Individual Standards Evaluated,Medium,Yes,"A 12-year-old child in care was allowed to watch a rated R movie, which contained strong violence, language, and disturbing imagery.  This child reported nightmares and hallucinations after viewing this movie.","We completed a staffing and posted the expectations for appropriate things for the youth to watch.  The staff were informed only PG and PG-13 were to be watched.  They would also need to be monitoring the content and killing, sexual content and any content that can cause the clients to have a therapeutic negative response is not allowed.  This was communicated on 7/14/24 initially.  It was also communicated on 9/25/27 and 9/27/24 in trainings with the staff and posted on our communication thread.  To make sure leadership was also taking ownership the Lead staff had a meeting and this outcome was also discussed, this will be included in all onboarding.  


"
07/23/2024,748.3395(a) - Physical Site,Physical Site,No,07/30/2024,10/18/2024,P:Physical Site,Medium,No,During the inspection it was found that one bathroom sink had a broken knob. It was also found in another bathroom that the sink was backed up and not draining properly.,During the inspection it was observed that the bathroom sinks are in good repair and draining properly
07/23/2024,748.3391(a) - Physical Site,Physical Site,No,07/30/2024,10/18/2024,P:Physical Site,Medium High,No,During the inspection it was observed that two bathroom showers contained mold. ,During the inspection it was observed that the operation's showers are free of mold and in good repair
06/13/2024,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2024,07/29/2024,Individual Standards Evaluated,Medium,Yes,"The investigator was unable to review some of the incident reports on the children, as they were illegible.  "," The staff was re-educated on penmanship and the importance of writing legibly.  We have discussed this with the case manager to ensure the documentation is completed each time. 


"
04/10/2024,748.2151(c)(5) - Medication,Medication,No,04/17/2024,04/17/2024,L:Medication,Medium High,Yes,Multiple medication logs reviewed did not contain the year the medication was administered. One child's medication log did not contain the time the medication was administered. One child's medication log reviewed did not contain the signature of the staff member who administered it.,The operation sent a statement saying staff will be trained on medication by May 17th 2024 and the training certificates will be placed in the staff's binders. They also stated the medication logs will be evaluated weekly to ensure compliance.
02/16/2024,748.2151(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/23/2024,02/23/2024,Individual Standards Evaluated,Medium High,Yes,Multiple medication logs reviewed contained the incorrect pill count.,The operation conducts medication audits multiple times throughout the week. The operation stated a staff meeting will be conducted in order to discuss medication and pill counts.
10/18/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/22/2023,12/22/2023,Individual Standards Evaluated,Medium,No,Upon review of a service plan there was inaccurate information regarding the child's recent behaviors. ,The operation updated the service plan in question and placed the updated service plan in the child's file. 
09/18/2023,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,10/02/2023,10/02/2023,O:Safety and Emergency Practices,Medium,Yes,The operation does not have any documented weather drills.,The operations corrective action plan stated they practiced severe weather drills over the weekend and will continue to practice them regularly in the future.
09/18/2023,748.191(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/02/2023,10/02/2023,Individual Standards Evaluated,Medium High,Yes,There was only one evacuation posting posted downstairs in the whole operation.,The operation stated the evacuation/relocation plans/diagrams have been posted in all required areas. The plan also stated the girls practiced following the plan over the weekend.
09/18/2023,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2023,10/02/2023,Individual Standards Evaluated,Medium,Yes,There are 3 previous employees still listed as active in CLASS.,The operation e-mailed a corrective action that stated the background checks were inactivated while staff were still conducting the inspection. The plan also stated all administrative staff were reminded terminated staff background checks must be made inactive within 7 days of their departure.
08/29/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/13/2023,10/13/2023,Individual Standards Evaluated,Medium High,Yes,It was observed staff was arguing with residents and staff was also arguing amongst each other in front of the residents.,An in-person follow-up was conducted on 11/08/2023. Please see inspection #3975077.The operation e-mailed a statement saying the staff members involved in arguing with residents as well as other staff are no longer employed at IHH. The operations corrective action plan for this citation also stated staff members will be taking a training titled Interpersonal Relation Skills and Communication on October 19th and any new staff members will be required to take the training as well.
08/12/2023,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/14/2023,08/14/2023,Individual Standards Evaluated,Medium High,Yes,Upon my arrival to the operation there was one staff member present with eight children who are receiving treatment services.,"The operation stated there are multiple direct care staff candidates they are in the process of hiring so this occurrence does not happen again in the future. The operation stated they are going to hire both full time and PRN staff to ensure they have adequate staff in case someone calls in or has to leave due to an emergency. Furthermore,	The Program Director and the Administrator will work hand in hand with each other to see to it that the facility meets Minimum Standards. If at any time of a call-in from one of the Direct Care Staff members (unforeseen circumstance), the Program Director will notify the Administrator and the two will alternate reporting to the facility to ensure that there is a second staff member in the facility."
08/12/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/14/2023,08/14/2023,Individual Standards Evaluated,High,Yes,Children in care were not appropriately supervised. There were multiple children both upstairs and downstairs in different areas of the operation with one staff member present downstairs cooking upon my arrival.,"The operation stated there are multiple direct care staff candidates they are in the process of hiring so this occurrence does not happen again in the future. The operation stated they are going to hire both full time and PRN staff to ensure they have adequate staff in case someone calls in or has to leave due to an emergency. Furthermore,	The Program Director and the Administrator will work hand in hand with each other to see to it that the facility meets Minimum Standards. If at any time of a call-in from one of the Direct Care Staff members (unforeseen circumstance), the Program Director will notify the Administrator and the two will alternate reporting to the facility to ensure that there is a second staff member in the facility."
08/12/2023,745.635(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/14/2023,08/14/2023,Individual Standards Evaluated,High,Yes,One staff member with a condition on her background check stating she cannot be left in charge at the operation was the only staff member present with the children upon my arrival.,"The operation stated there are multiple direct care staff candidates they are in the process of hiring so this occurrence does not happen again in the future. The operation stated they are going to hire both full time and PRN staff to ensure they have adequate staff in case someone calls in or has to leave due to an emergency. Furthermore,	The Program Director and the Administrator will work hand in hand with each other to see to it that the facility meets Minimum Standards. If at any time of a call-in from one of the Direct Care Staff members (unforeseen circumstance), the Program Director will notify the Administrator and the two will alternate reporting to the facility to ensure that there is a second staff member in the facility."
07/27/2023,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/03/2023,11/03/2023,Individual Standards Evaluated,High,Yes,Multiple children in care were neglectfully supervised.,An in person follow-up was conducted. Please see inspection #3975077. The operation sent the e-mailed the following corrective action plan: Staff member was immediately terminated after the incident. Staff members conduct night time checks of the residents every 5-10 minutes. Administrative staff members do random unannounced night visits to ensure staff are not sleeping. Administrative staff also monitor the cameras at night periodically to ensure staff members are not sleeping. The staff members are also instructed to switch sides at the operation every 15 minutes in order to stay moving.
07/27/2023,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/03/2023,11/03/2023,Individual Standards Evaluated,Medium,Yes,Staff members were not providing the level of supervision required per their service plans.,An in-person follow-up inspection was conducted. Please see inspection #3975077. The operation e-mailed a statement saying staff members conduct night time checks of the residents every 5-10 minutes. Administrative staff members do random unannounced night visits to ensure staff are not sleeping. Administrative staff also monitor the cameras at night periodically to ensure staff members are not sleeping. The staff members are also instructed to switch sides at the operation every 15 minutes in order to stay moving.
07/21/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/24/2024,01/24/2024,Individual Standards Evaluated,High,Yes,A staff member at the operation was not providing adequate supervision to children in care due to sleeping.,Please see inspection number 3988837. Staff member involved was terminated in July of 2023. Staff members conduct night time checks of the residents every 5-10 minutes. Administrative staff members do random unannounced night visits to ensure staff are not sleeping. Administrative staff also monitor the cameras at night periodically to ensure staff members are not sleeping. The staff members are also instructed to switch sides at the operation every 15 minutes in order to stay moving. The allegations for sleeping staff in this investigation occurred in July of 2023. The residents have since been interviewed in regards to sleeping staff and there were no concerns.
07/18/2023,"748.1347(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/25/2023,07/19/2023,"I:Admission, Service Planning, Discharge",Low,Yes,One child receiving treatment services service plan did not contain any signatures.,The operation sent a statement saying how both the Administrator and the Treatment Director will proof read service plan for accuracy and signatures. The service plan was signed by the appropriate individuals and placed in the child's file.
05/28/2023,748.453(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/01/2023,08/01/2023,Individual Standards Evaluated,Medium,Yes,"Upon review of documents received from IHH, Unauthorized log was not maintained for the month of March for child in care","The operation sent a corrective action plan stating how the unauthorized absence log, as well as all other documents, will be kept updated in the future."
05/23/2023,748.363(7) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2023,05/26/2023,Individual Standards Evaluated,Medium,Yes,One staff's file reviewed did not contain a signed statement saying they have read a copy of the operational policies.,"The LCCA sent a statement stating in the future, all employees files will be reviewed to ensure all required documentation is in the file. For the staff's file in question, she stated all required documentation will be in the staff's file for review."
05/23/2023,748.1103(d) - Children's Rights,Children's Rights,No,05/30/2023,05/26/2023,H:Children's Rights,Medium,Yes,One child's file reviewed did not contain the child's right's documentation. ,"The LCCA sent a statement saying that all child files will contain required documentation. For the child file in question, the child right's form was signed by the child on 05/23/2023."
05/02/2023,748.2003(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/13/2023,06/13/2023,Individual Standards Evaluated,Medium High,Yes,Child in care was not taking medication as prescribed.,The operation sent a copy of a new form they are going to use to document when medication is picked up from the pharmacy in order to prevent medication errors in the future. The operation also sent a statement saying the program director and the administrator will both frequently conduct medication audits.
05/02/2023,748.1331(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/13/2023,06/13/2023,Individual Standards Evaluated,Medium Low,Yes,Service plan did not have medication listed for a child in care. ,The operation sent the updated service plan to include the child's medications.
04/23/2023,748.3421(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/25/2023,,Individual Standards Evaluated,High,Yes,The laundry room where cleaning supplies was stored was not locked.,
04/23/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2023,05/16/2023,Individual Standards Evaluated,Medium,Yes,Documentation received from the operation contained inaccurate information and incomplete forms.,"The operation e-mailed the following response: The errors in the assessment document in investigation #2990492 has been corrected and the following corrective action has been taken.

The Staff Treatment team has implemented the following Quality Control measures to ensure accuracy in all documents.

The Hope House LCCA, Mary Reece will review all assessments for completion and accuracy.
The Hope House Case Manager will review the assessments in  addition to the Treatment Director and LCCA for completion and accuracy.
At the completion of the Treatment Team review files will be placed as a permanent record in the client file.
"
04/04/2023,"748.1333 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,04/11/2023,04/11/2023,"I:Admission, Service Planning, Discharge",Medium,Yes,Two out of three child files reviewed contained preliminary service plans that were not signed.,The operation has hired a Treatment Director and stated they would ensure this issue does not occur in the future. The signed Preliminary Service Plans will be in the children's files for review.
02/06/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/25/2023,04/20/2023,Individual Standards Evaluated,Medium,Yes,One staff member's file showed conflicting information regarding their high school education. One staff members high school diploma was believed to be unauthentic.,"The operation stated they were unaware the staff member provided a fraudulent high school diploma. They stated the staff was taken off of the schedule and if they cannot provide proof of education they will be terminated. On 04/21, the operation e-mailed a copy of the staff members high school transcript."
10/07/2022,"748.1205(a)(14) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2022,10/13/2022,"I:Admission, Service Planning, Discharge",Low,Yes,Form is missing a section regarding suicide screening and safety plans if needed. ,The operation e-mailed an updated admission assessment that included a section for the results of a suicide screening.
10/07/2022,748.113(5)(A)(vii) - Organization and Administration,Organization and Administration,No,10/14/2022,10/14/2022,C:Organization and Administration,Medium High,Yes,Policy did not include how the operation will explain to a child in care the way to report an inappropriate EBI.,The operation e-mailed an updated policy to include how a child can make a report to both the operations staff and to licensing.
10/07/2022,"748.1219(2)(D) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2022,10/14/2022,"I:Admission, Service Planning, Discharge",Medium,Yes,Form is missing a place for reasons for choosing. ,The operation e-mailed an updated form which contained the missing criteria.
10/07/2022,748.2103(a) - Medication,Medication,No,10/14/2022,10/14/2022,L:Medication,Medium High,Yes,There is no inventory form for discontinued or expired meds. ,The operation e-mailed an inventory form in which they will use for expired or discontinued medication.
10/07/2022,"748.1331(b)(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2022,10/13/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Form is missing a place for how they would meet immediate needs. ,An updated preliminary service plan form was e-mailed and included the plans to meet the child's needs.
10/07/2022,748.115(3) - Organization and Administration,Organization and Administration,No,10/14/2022,10/14/2022,C:Organization and Administration,Medium,No,"Discipline policy did not include positive measures for positive responses to appropriate behaviors. Does not include the importance of nurturing behavior, stimulation, and promptly meeting the childs needs.",The operation e-mailed an updated discipline policy that included the missing criteria.
10/07/2022,748.151(1) - Organization and Administration,Organization and Administration,No,10/17/2022,10/17/2022,C:Organization and Administration,High,Yes,The operation does not currently have a designated administrator.,The operation appointed an administrator.
10/07/2022,748.2101(4) - Medication,Medication,No,10/14/2022,10/13/2022,L:Medication,Medium High,Yes,The operation needs a small medication fridge or a lock for the large fridge to store cold medications. ,The operation sent a picture of a small medication refrigerator with a lock.
10/07/2022,"748.1209(b)(12) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2022,10/13/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Form is missing that a general daily schedule will be reviewed. ,The operation e-mailed an updated child orientation task list to include that a daily schedule will be reviewed.
10/07/2022,"748.1217(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/14/2022,10/13/2022,"I:Admission, Service Planning, Discharge",Medium,Yes,Form is missing a place for an initial evaluation of the placement. A place for the child's understanding and a place for whether and how they will meet the needs. ,The operation e-mailed an updated admission assessment form which included the missing criteria.
