Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
01/29/2025,748.3365(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/12/2025,02/03/2025,Individual Standards Evaluated,Medium,Yes,"It was observed during the walk through  multiple beds did not have mattress covers on mattresses, that were not waterproof.","On 02/03, Inspector received compliance photos which reflected the operation had put mattress covers on the bed. "
11/14/2024,748.4083(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/22/2024,11/15/2024,Individual Standards Evaluated,Medium Low,Yes,Three out of four vehicles used to transport children had expired inspection stickers. Two vehicle's inspection stickers expired in May 2024 and the third expired in September 2024. ,"Administrator, Mr. Jeffery Edmonds, sent pictures of all three vehicles which included their license plate numbers. The pictures reflected that all three vehicles had up to date inspection stickers."
07/16/2024,"748.1209(b)(8) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/30/2024,07/19/2024,"I:Admission, Service Planning, Discharge",Low,Yes,Two out of two child files reviewed reflected it did not include operation policies on their religious program and practices as well as gifts. ,Operation provided a copy of child rights which will include notification of Paradigms policies on religious program and practices for clients and parents' signature. The copy will also be placed in the client's workbook for review at any time and it will be reviewed during client's orientation at admission.
04/16/2024,748.3117(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/19/2024,04/22/2024,Individual Standards Evaluated,Medium,Yes,"Observation during walkthrough of operation revealed fire extinguishers in the three homes and the school to have been last inspected December 2022.
","Operation provided documentation of company inspecting fire extinguishers on 04/17/2024.  There will be fire extinguisher monthly audits added to their Safety Protocol monthly walk through and auditing updates. The Administrator, Mr. Jeff Edmonds, will be listed as the responsible party for all Safety Protocol audits."
08/29/2023,"748.1217(b)(14) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",Yes,09/05/2023,,"I:Admission, Service Planning, Discharge",Low,Yes,Operation does not have goals or expectations from the parent in their current admission procedure/documentation. ,
08/29/2023,"748.1205(a)(10) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",Yes,09/05/2023,,"I:Admission, Service Planning, Discharge",Medium High,Yes,Child files reviewed did not indicate any known contraindications to the use of restraints during their pre or post admission documentation. ,
08/29/2023,748.911(c)(1) - Training and Professional Development,Training and Professional Development,No,09/05/2023,09/11/2023,F:Training and Professional Development,Medium High,Yes,Staff file reviewed indicated CPR/First Aid was completed after 90 days of employment and had access to children in care. ,"On 9/11/23 an email was received stating that, ""All current employee files have been updated to meet this minimum standard. It has also been implemented in Human Resources policy that CPR certification be assigned or documented on the employees first day of employment with Paradigm Treatment Centers."""
08/29/2023,"748.1207(a)(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",Yes,09/05/2023,,"I:Admission, Service Planning, Discharge",Low,Yes,Placement agreement currently in place did not indicate the reason and length of time when child is placed at the operation. ,
08/29/2023,748.1583(a) - Child Care,Child Care,No,09/05/2023,09/11/2023,J:Child Care,Medium,Yes,Child in care placed at the operation for 55 days with no TB test.,"On 9/11/23 an email was received stating that, ""Admission assessment and nurse screening assessment has been updated to provide tuberculosis (TB) screening and/or provide a TB skin test at admissions. The EHR (electronic health record) of our agency has also been updated to include a medical check list for all new admissions to ensure a TB screening has been provided to each client. "
07/14/2023,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/07/2023,08/04/2023,Individual Standards Evaluated,Medium,Yes,Two child records reviewed were missing items in children's rights.,The operation provided the updated child rights form and reflected all of the necessary requirements for that section.
05/30/2023,748.3603(j) - Physical Site,Physical Site,No,06/13/2023,07/14/2023,P:Physical Site,High,Yes,Multiple doors leading to the swimming pool do not have a lock.,"On 6/12/23 email was sent with photos of doors leading to pool areas with a padlock and uploaded into SharePoint.
On 7/14/23 An in-person inspection was conducted and doors leading to the pool area were all inspected to have padlocks or custom locks in place."
05/30/2023,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/30/2023,07/14/2023,Individual Standards Evaluated,High,Yes,When requesting drug tests not all staff was drug tested. HR is allowing staff to set up dates to get drug tested by today and get drug tested by the end of June. ,"On 6/29/23 an email was sent with a list of all current staff totaling to 36 current staff, all testing negative, with 1 pending result and 2 who have yet conducted the screening due to medical leave and will do so upon arriving back to the facility as per policy.
7/14/23 An in-person inspection was conducted and facility had all current staff working at the facility drug tested and with a negative on their finding result."
05/30/2023,748.2003(b)(4) - Medication,Medication,No,06/13/2023,07/14/2023,L:Medication,Medium,Yes,2 out of 2 documents reviewed showed medications for clients were taken past the hour scheduled to be taken. ,"On 7/3/23 email was sent stating that their policy will now require children to wake up at regular time even on the weekends to take their medication on time. Schedule changes with staff have been made to comply with minimum standard. 
7/14/23 An in-person inspection was conducted and electronic medication log of a pervious resident and current resident were reviewed to verify that within the last 2 weeks they have been taking their medication within the one hour of preparation."
05/22/2023,748.311(11) - Reports and Record Keeping,Reports and Record Keeping,No,06/05/2023,05/30/2023,D:Reports and Record Keeping,Medium,Yes,4 out of 4 records reviewed contained no section for addtional information for child runaways.,4 out of 4 records reviewed contained no section for addtional information for child runaways.
05/22/2023,748.153(3)(B) - Organization and Administration,Organization and Administration,No,05/29/2023,05/23/2023,C:Organization and Administration,Medium High,Yes,New director not added into controlling persons withing 24hrs of DOH.,
05/22/2023,748.311(10) - Reports and Record Keeping,Reports and Record Keeping,No,06/05/2023,05/30/2023,D:Reports and Record Keeping,Medium,Yes,4 out of 4 incident reports reviewed did not contain a resolution section.,4 out of 4 incident reports reviewed did not contain a resolution section.
05/22/2023,748.363(6) - Reports and Record Keeping,Reports and Record Keeping,No,06/05/2023,05/30/2023,D:Reports and Record Keeping,Medium,Yes,1 out of 2 records reviewed contained no notarized affidavit. ,1 out of 2 records reviewed contained no notarized affidavit. 
05/02/2023,748.1437(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2023,07/17/2023,Individual Standards Evaluated,Medium Low,No,"The operation did not include the address, telephone number, or relationship of the person to whom the child was discharged to on the discharge summary. ","The operation has updated their electronic health record to request this information specifically name, relationship to individual, address and telephone number. "
