Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/22/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/26/2025,09/23/2025,Individual Standards Evaluated,Medium,No,"First child list received was missing current placements and had a discharged child still listed. Additionally, the staff list has an individual listed as a volunteer but the background check states they are staff. There was a staff interviewed and has an active background check but does not appear on the staff list.","The operation will audit records more frequently and make changes to records as changes occur such as loss of staff , background checks, and discharge of child in care."
07/29/2025,748.1531(a)(1) - Child Care,Child Care,No,08/05/2025,08/19/2025,J:Child Care,Medium High,Yes,One of the two child records reviewed revealed that one child did not receive the initial medical examination within the required timeframe.,Staff was interviewed and verified all staff was currently retrained. The staff was retrained on 08/09/2025. Staff will not allow children in care to be dropped off until medication count is completed with case worker/transports. Staff will ensure supervisors are present to ensure all children in care have proper medication prior to accepting at operation. Staff was interviewed and confirmed medication training was conducted on 08/09/2025. 
07/29/2025,748.125(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/05/2025,08/19/2025,Individual Standards Evaluated,High,Yes,Two of the reviewed personnel records did not include the suicide prevention training certficates.,All staff was retrained on 08/05/2025 on AS+K? Basic Community Helper 2025 - Texas training certificates were provided. 
07/29/2025,748.2151(c)(3) - Medication,Medication,No,08/05/2025,08/19/2025,L:Medication,Medium,Yes,None of the medication logs reviewed specified the reason for which the medication was prescribed.,Medication records include reason for medication on indication tab. Staff will conduct daily audits to ensure all records are compliance with minimum standard and law requirements. Staff was interviewed and confirmed medication training was conducted on 08/09/2025
07/29/2025,748.930(b)(4) - Training and Professional Development,Training and Professional Development,No,08/05/2025,08/06/2025,F:Training and Professional Development,Medium High,Yes,Three staff members who transport children did not have complete transportation safety training.,"The following compliance plan was provided by the operation: 

- Action Taken: Transportation safety training was reviewed and made mandatory for all staff responsible for transporting children under age 9.
- Preventative Measures:
   A quarterly training calendar now includes required transportation safety sessions.
   Transportation training completion will be logged and monitored using the training tracker system.
   Drivers without up-to-date training will not be permitted to transport any child.
- Completion Date: August 6, 2025
- Responsible Party: Jennifer Washington LCCA

Operation provided four transportation certificates to include the staff that were previously missing the training. "
07/25/2025,748.1009 - Individual Standards Evaluated,Individual Standards Evaluated,No,08/01/2025,08/21/2025,Individual Standards Evaluated,High,Yes,During an unannounced inspection at the operation 1 caregiver was observed with 3 youth in care. 1 out of 3 youth require 1:1 supervision. An additional caregiver did not arrive to the facility for 30 minutes.,Staff interviewed confirmed more staff are on call and there are more staff members on schedule. Staff also confirmed the staff are reporting to work at an earlier time.  
07/25/2025,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/01/2025,08/21/2025,Individual Standards Evaluated,High,Yes,"During an unannounced inspection at the operation, prescription medications were observed on top of a file cabinet next to the medication storage container that was unlocked.

","Staff interviewed confirmed medication training is scheduled for 8 am on 08/23/2025 by a medical professional. Staff confirmed all shifts conducts medical storage checks and documents any deficiencies noticed prior to start of shifts. 
"
07/23/2025,748.1209(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/21/2025,09/02/2025,Individual Standards Evaluated,Medium Low,Yes,Operation staff admitted to taking youth in care to their personal home. ,"The following compliance plan was sent on 08/28/25 by the Administrator.

1. Overnight Stays:
   - Staff will not be allowed to have any children stay overnight outside of the operation.
   - Only under extreme circumstances where safety is involved (e.g., inclement weather, natural disaster, or emergency evacuation) may an overnight stay be considered.
   - In such emergency situations, the LCCA (Licensed Child Care Administrator) must be notified immediately. The LCCA will contact the Conservator to inform them of the situation and ultimately obtain approval before any overnight stay occurs.
2. Day Outings:
   - Day outings will only be permitted when proper staff-to-child ratios are maintained in accordance with Minimum Standards.
   - All activities must be planned in advance and reviewed/approved by the management team.
3. Training & Communication:
   - All staff will be trained on this policy to ensure understanding that overnight stays are prohibited unless authorized through emergency procedures.
   - Staff will also be trained on requirements for day outings, including ratio compliance and management approval.
4. Monitoring & Compliance:
   - The Administrator/LCCA will review outing and visitation logs weekly to ensure compliance with this corrective action plan.
   - Emergency situations and any outings will be discussed during monthly staff meetings to reinforce policy adherence and accountability.
Completion Date
This corrective action plan will be implemented immediately and fully in effect by 8/30/2025
Responsible Party
- LCCA: Oversight and conservator communication
- Administrator/Designee: Policy training and documentation
- All Staff: Compliance with policy and immediate reporting
"
08/14/2024,748.363(9) - Reports and Record Keeping,Reports and Record Keeping,No,08/21/2024,08/23/2024,D:Reports and Record Keeping,Medium,No,1 of 3 employee records reviewed didn't have the required signed form.,Operation submitted required signed employee form via email.
08/14/2024,748.1583(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/28/2024,09/30/2024,Individual Standards Evaluated,Medium,No,2 of 2 child records reviewed did not have the required tb tests completed.,On 09/30/2024 Operation staff sent medical form 2403 via email to show children went to doctor's office to get the required TB testing. On 09/30/2024 RCCR requested TB Testing results. On 09/05/2024 operation staff sent one child's tb test results and stated still waiting on other child's results. The other child tb tests was received via email on 09/25/2024.
08/14/2024,748.363(10) - Reports and Record Keeping,Reports and Record Keeping,No,08/21/2024,08/23/2024,D:Reports and Record Keeping,Medium,Yes,1 of 3 employee records reviewed didn't have the required signed form.,Operation submitted required signed employee form via email.
08/14/2024,748.363(11) - Reports and Record Keeping,Reports and Record Keeping,No,08/21/2024,08/23/2024,D:Reports and Record Keeping,High,No,2 of 3 employee records reviewed didn't have the required  form.,Operation submitted required personnel record request via email.
07/27/2024,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/16/2024,08/14/2024,Individual Standards Evaluated,Medium High,Yes,The operations fire inspection was due on or before the last inspection of 6/2023. The fire inspection is out of date according to minimum standards. ,The operations fire inspection was due on or before the last inspection of 6/2023. The fire inspection is out of date according to minimum standards. 
