Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
09/06/2023,748.3701(a) - Recreation Activities,Recreation Activities,No,09/13/2023,09/07/2023,Q:Recreation Activities,Medium Low,No,The operations recreational activities log does not include daily indoor and outdoor activity options. ,The operation has updated their recreational activities calendar to meet compliance with indoor and outdoor activities. 
07/11/2023,"748.1217(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/19/2023,07/19/2023,"I:Admission, Service Planning, Discharge",Medium,No,Two of the Two children's records reviewed were missing admission's assessments. ,"The Professional Level Service Provider and treatment director are responsible for completing these tasks and will ensure that all forms are completed within the appropriate time frame, printed, shared, signed, dated, and placed in the individual childs binder.
Westlake House LLC corrective action plan is to assign the Lead/Supervisor the task of auditing each individual childs binder weekly or until completion to ensure that all required documents are filed in the binder. The lead/supervisor will provide an audit sheet to the licensed administrator with the status of each childs binder.
In the event there are missing documents, the lead/supervisor will email the professional level service provider, administrator, and treatment director requesting documents to ensure missing documents are secured immediately."
07/11/2023,"748.1331(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/19/2023,07/19/2023,"I:Admission, Service Planning, Discharge",Medium Low,No,One of the two child files were missing the 72 hours plan. ,"The Professional Level Service Provider and treatment director are responsible for completing these tasks and will ensure that all forms are completed within the appropriate time frame, printed, shared, signed, dated, and placed in the individual childs binder.
Westlake House LLC corrective action plan is to assign the Lead/Supervisor the task of auditing each individual childs binder weekly or until completion to ensure that all required documents are filed in the binder. The lead/supervisor will provide an audit sheet to the licensed administrator with the status of each childs binder.
In the event there are missing documents, the lead/supervisor will email the professional level service provider, administrator, and treatment director requesting documents to ensure missing documents are secured immediately."
07/11/2023,"748.1335 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,07/19/2023,07/19/2023,"I:Admission, Service Planning, Discharge",Medium Low,No,One out of the two children's records were missing an initial service plan. ,"The operation emailed over a copy of the childs initial service plan. 

The Professional Level Service Provider and treatment director are responsible for completing these tasks and will ensure that all forms are completed within the appropriate time frame, printed, shared, signed, dated, and placed in the individual childs binder.
Westlake House LLC corrective action plan is to assign the Lead/Supervisor the task of auditing each individual childs binder weekly or until completion to ensure that all required documents are filed in the binder. The lead/supervisor will provide an audit sheet to the licensed administrator with the status of each childs binder.
In the event there are missing documents, the lead/supervisor will email the professional level service provider, administrator, and treatment director requesting documents to ensure missing documents are secured immediately."
07/11/2023,748.395(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/19/2023,07/19/2023,Individual Standards Evaluated,Low,No,Upon reviewing two of two children's records they are missing multiple required records.,"The Professional Level Service Provider and treatment director are responsible for completing these tasks and will ensure that all forms are completed within the appropriate time frame, printed, shared, signed, dated, and placed in the individual childs binder.
Westlake House LLC corrective action plan is to assign the Lead/Supervisor the task of auditing each individual childs binder weekly or until completion to ensure that all required documents are filed in the binder. The lead/supervisor will provide an audit sheet to the licensed administrator with the status of each childs binder.
In the event there are missing documents, the lead/supervisor will email the professional level service provider, administrator, and treatment director requesting documents to ensure missing documents are secured immediately."
05/30/2023,748.2151(d) - Medication,Medication,No,06/06/2023,06/29/2023,L:Medication,Medium High,Yes,"While reviewing the children's medication records, it was found that the log shows 5 pills should be remaining in the pill pack, but 6 pills remain in the pill pack. ",The operation has come into compliance with this standard. 
10/12/2022,"748.1205(a)(13) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",High,No,The form is missing a spot to indicate if a suicide risk screening is needed and any results of that screening. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,"748.1219(1)(D) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,The form is missing a place for inpatient/outpatient history. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,748.311(3) - Reports and Record Keeping,Reports and Record Keeping,No,10/17/2022,10/17/2022,D:Reports and Record Keeping,Medium,Yes,The form is missing a place for the child or children's date of admission. Also a place for an update if it was an awol  and the child returned. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,"748.1217(b)(16) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",Medium Low,No,The form is missing a spot for the child's understanding. Also missing the operations determination of meeting hte needs. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,"748.1331(b)(3) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Form is missing a place for how the operation will meet the needs. Also who will be responsible for meeting the needs of the child. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,"748.1205(a)(2) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Form is missing place for persons allowed to leave the operation with and other medical consenters. ,New form was provided with the corrections. Form is in SharePoint. 
10/12/2022,"748.1219(4)(C) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,10/17/2022,10/17/2022,"I:Admission, Service Planning, Discharge",Medium High,No,Form is missing a spot for if the child is a danger to others. ,New form was provided with the corrections. Form is in SharePoint. 
