Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/04/2025,748.911(a) - Training and Professional Development,Training and Professional Development,No,08/08/2025,,F:Training and Professional Development,High,Yes,"Three out of six employee CPR/First Aid Training Certificate are expired. 

",
08/04/2025,748.2151(c)(3) - Medication,Medication,No,08/08/2025,,L:Medication,Medium,Yes,Medication log did not include the purpose for the medication. ,
08/04/2025,748.949(b)(4) - Training and Professional Development,Training and Professional Development,No,08/08/2025,,F:Training and Professional Development,Medium Low,Yes,Three out of six employee files reviewed were missing the EBI trainers signature and qualification on their training.   ,
08/04/2025,748.601 - Personnel,Personnel,No,08/20/2025,,E:Personnel,Medium High,Yes,The operation has no treatment director. ,
08/04/2025,748.3239(a)(3) - Safety and Emergency Practices,Safety and Emergency Practices,No,08/08/2025,,O:Safety and Emergency Practices,Medium,Yes,The fire drill was completed in 12 minutes.   ,
01/24/2025,745.651(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/31/2025,,Individual Standards Evaluated,Medium,Yes,The operation has not validated their background check list.    ,
12/10/2024,748.3443(a)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/13/2024,12/11/2024,Individual Standards Evaluated,Medium,Yes,"During the walkthrough of the facility, 2 open bowls of noodles and one open box of KFC Chicken was observed in the fridge. ","Operation sent its correction via email. In the correction, it stated that a member of the administration team or lead staff will be present on-site to provide licensing active records upon request."
12/09/2024,748.151(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/12/2024,12/12/2024,Individual Standards Evaluated,Medium High,Yes,"Upon my arrival at the facility today 12-9-24 at about 9:15am to conduct the 2nd initial inspection, no staff was seen at the facility. I contacted the owner by phone, and he told me that he will not be at the facility today but will be there tomorrow. ",A member of the administration team or lead staff will be present on-site to provide licensing active records upon request.
11/03/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,High,Yes,This standard was found deficient as part of a DFPS Investigation.,The employee involved in the investigation has been terminated. The operation has sent out the letter to notified parents of the deficiency. The operation employees have completed a refresh course of supervision training. Random daily check ins are completed to caregivers. Three random night checks will be completed per month. 
11/03/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,Medium High,Yes,Staff failed to demonstrate prudent judgment by taking one alcoholic drink prior to starting his shift and doubling his medication without his doctor's notice. ,The operation has terminated employee involved in the investigation. As part of the correction's submitted the operation provided their employee handbook that clearly states working under the influence of alcohol and illegal drugs is not permitted and can result in immediate termination. The operation provided their employee agreement that clearly outlines the operations policy and procedures employees sign off on. The operation review's the employee handbook and employee agreement on a one-on-one sit down prior to staff having contact with the children. A team meeting was held to remind employees about the drug and alcohol policy. 
11/03/2024,748.751(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,Medium,Yes,When reviewing employee file there were no documentation obtain that demonstrate the operation verified applicant employment history. ,The employee involved in the investigation has been terminated. Members of the administrative staff have completed an audit on all employee files to ensure employer's verification was completed. 
11/03/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,High,Yes,"Staff member failed to provide appropriate supervision to three children in care when he left earlier than scheduled without notifying management or finding a replacement resulting in a child running away. 
",Employee involved in the investigation has been terminated. Employees have completed a refresh supervision training. Supervision needs on the service plan for the children will be discussed in each monthly meeting. Both CEO and Designee are responsible for completing random night checks three times a month as well as daily check ins. 
11/03/2024,748.311(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,Medium,Yes,Serious incident report doesn't include the name of the two children in care that were present at the home during the incident. ,The operation submitted the serious incident report with the names of the two witnesses present during the incident. Moving forward the administrative team will review incident reports for accuracy and completed monthly binder audits for compliance with minimum standard's.  
11/03/2024,748.1103(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/25/2025,Individual Standards Evaluated,Medium,Yes,Three children in care Children's Right Form were not signed. ,The operation submitted a copy of the three Children's Right's signed. Executive director and LCCA will be responsible to review documentation before putting them in the children's binder to ensure compliance with minimum standards. 
08/12/2024,748.3301(a)(1) - Physical Site,Physical Site,No,08/19/2024,08/18/2024,P:Physical Site,High,Yes,"During the walkthrough of the facility, cracked floor tiles was observed in the restroom, damaged cabinet in the restroom and inside the children room. ",The operation provided me with photos of the repaired cracked tiles which was replaced and photos of the repaired cabinet.
