Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/30/2025,748.303(a)(9)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/12/2025,10/01/2025,Individual Standards Evaluated,Medium,Yes,"During the investigation, it was discovered the operation failed to report the runaway to the parent entity within the two-hour time frame.","On 10/1/25, the administrator provided corrections via email.  Initial corrections were submitted on 9/21/25, but the corrections were not detailed enough.  Administrator held meeting on 9/23/25 with administrative team to discuss the requirements of this standard.  Documented on the weekly admin agenda in the Meeting Agenda Log with the sign in sheet. All administration was present for the meeting, including case managers who are primarily responsible for communication with the children's guardians."
07/03/2025,748.535(3)(H) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/05/2025,09/09/2025,Individual Standards Evaluated,Medium High,Yes,A contract worker participated in the escalation of a verbal altercation with children in care leading to a child being triggered and injured. ,"The contract worker was immediately removed from the schedule pending investigation. All contract staff will be screened and monitored to ensure professional conduct consistent with licensing standards and the safety of youth in care.

On 9/9/25 and 9/10/2025 several residences were interviewed and raised no additional concerns for staff or contract workers escalating or becoming involved in altercations with residents. "
06/09/2025,748.981(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/01/2025,08/05/2025,Individual Standards Evaluated,Medium High,Yes,A caregiver did not get CPR/first aid training within the proper timeframe. ,"During the inspection of the operation, the inspector was informed that all staff hired for the operation would undergo first aid/CPR training upon joining. An updated First Aid/CPR training was provided for the staff. "
06/06/2025,748.2101(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/09/2025,06/11/2025,Individual Standards Evaluated,Medium High,Yes,"There operation had expired over the counter medication, medication for a child whom has been discharge and current children stored in the same box.

","The operation provided a corrective plan which consist of the lead caregiver conducting an audit of medication at the begging of shift and end of shift. The operation will have a supervisory staff conduct medication audit each Monday. The audits are designed to catch any expired medication, inactive medication or medication of a discharge residents' medication still being stored with current medication. The operation has also developed a form to keep tracks of audits. "
06/06/2025,748.2151(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/09/2025,06/11/2025,Individual Standards Evaluated,Medium High,Yes,The operation did not have medication logs for five prescription medication. ,The operation provided a corrective plan which consist of the lead caregiver conducting an audit of medication and medication logs at the begging of shift and end of shift. The operation will have a supervisory staff conduct medication log audit each Monday to ensure prescription and over the counter medication are be documented and current logs are in the records.
05/05/2025,748.399(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/05/2025,06/06/2025,Individual Standards Evaluated,Medium,Yes,Licensing arrived at the facility at 10:30A to conduct an unannounced inspection. After a 2-hour waiting period there was access to active records. ,Licensing arrived at the facility at 10:30A to conduct an unannounced inspection. After a 2-hour waiting period there was access to active records. 
05/05/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/05/2025,06/06/2025,Individual Standards Evaluated,Medium,Yes,"3 out of 4 files child files reviewed were incomplete.  72-hour service plans, initial service plans, and a signed copy of the child rights was not in the file.","3 out of 4 files child files reviewed were incomplete.  72-hour service plans, initial service plans, and a signed copy of the child rights was not in the file."
05/04/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2025,06/06/2025,Individual Standards Evaluated,High,Yes,"A resident in care was able to ingest objects on multiple occasions. A safety plan was put into place after multiple self harming incidents occurred, resulting in repeated hospitalizations and surgery. ","A resident in care was able to ingest objects on multiple occasions. A safety plan was put into place after multiple self harming incidents occurred, resulting in repeated hospitalizations and surgery. "
05/04/2025,748.311(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/12/2025,06/06/2025,Individual Standards Evaluated,Medium,Yes,"The operations physical address, and telephone number were missing from a serious incident report that was submitted. ",Inspection ID 4060305 reflects an inspection was conducted at the operation on 6/9/2025. The operation shows that they have updated their incident report to reflect the missing information. The operation has implemented the usage of updated form. 
04/29/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2025,08/05/2025,Individual Standards Evaluated,High,Yes,A physical altercation between 2 children in care occurred and a staff member was unable to intervene as she was the only staff member on duty. ,"Guardian Angels will make every effort to ensure there is a shift supervisor and/or lead staff member present during the awake and evening shifts.

During an inspection at the facility, two children in care and one staff member were interviewed regarding supervision. Additionally, during the inspection, there were no concerns about supervision. Three caregivers were on duty, supervising seven children in care. There were no concerns. "
04/27/2025,748.311(11) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,06/09/2025,Individual Standards Evaluated,Medium,No,Only 3 serious incident reports out of 8 children who went on an unauthorized leave of absence on two different days were provided to licensing. ,"Inspection ID 4060305 reflects an inspection was conducted at the operation on 6/9/2025. The operation shows that they will have a full review of all incident logs and ensure that any missing documentation related to unauthorized absences, or any other incidents is submitted promptly and accurately. The operation will implement a new tracking system to cross-reference incident logs with submitted reports to ensure none are missed going forward. Administrator will conduct monthly internal audits of incident documentation and provide corrective feedback to responsible supervisors when reports are incomplete or delayed."
04/27/2025,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2025,05/31/2025,Individual Standards Evaluated,Medium High,Yes,"During an inspection, it was observed that two staff members were not practicing self-control, as a child was exhibiting escalating behaviors. ","The correction action letter was received with the following corrections: 

1. Ms. Edwards, Director of Residential Services will ensure the two employees involved will receive an NCI Refresher 

2. Ms. Falaki, Compliance Officer, will monitor incident reports and supervisory observations for signs of staff noncompliance and report patterns or concerns to leadership.

3. Ms. McGlory will support training by incorporating coaching on TBRI Principles into bi-weekly team meetings."
04/18/2025,748.2003(b)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/28/2025,06/06/2025,Individual Standards Evaluated,Medium High,Yes,An unauthorized staff gave a child the wrong medication. ,An unauthorized staff gave a child the wrong medication. 
04/18/2025,748.2003(b)(11) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/28/2025,06/06/2025,Individual Standards Evaluated,Medium High,Yes,A child was given another child in care's medication. ,A child was given another child in care's medication. 
04/18/2025,748.1013(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/28/2025,06/06/2025,Individual Standards Evaluated,High,Yes,Staff were observed sleeping by children in care. ,Staff were observed sleeping by children in care. 
04/03/2025,748.125(d)(4)(E) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/06/2025,06/06/2025,Individual Standards Evaluated,Medium High,No,Suicide screenings were not immediately administered on a child who attempted to self-harm on three occasions by swallowing inanimate objects. ,Suicide screenings were not immediately administered on a child who attempted to self-harm on three occasions by swallowing inanimate objects. 
04/03/2025,748.303(a)(12)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/06/2025,06/06/2025,Individual Standards Evaluated,Medium High,Yes,A suicide attempt that occurred on 04/01/25 was not reported until 04/03/25. Suicide attempts that occurred on 04/21/25 and 05/05/25 were not reported to Licensing.,As inspection was completed at the operation on 6/6/2025. Interviews with caregivers were conducted and caregivers were told they were informed of all reportable incidents including suicide attempts. Caregivers were also explained the difference between an attempt and ideation. The operation has reported that the operation will be reviewing the incident log weekly to ensure no reportable incidents are missed.  
03/14/2025,748.461(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/01/2025,05/07/2025,Individual Standards Evaluated,Medium High,Yes,4 triggered reviews did not contain all required documentation. This includes a review of the previous unauthorized absences and previous debriefings required in 748.461(1) and level of supervision as required in 748.461(2). ,"An email was received by the operation on 5.7.25. The following was explained- To address the deficiency cited under 748.461(1), the Compliance Officer and Case Manager, under the direction of the Administrator, will ensure that all triggered reviews following unauthorized absences include documentation of the childs previous unauthorized absences, previous debriefings, and a review of the childs level of supervision as required. Moving forward, this information will be consistently reviewed and documented to ensure compliance with licensing standards."
03/14/2025,748.313(3)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/01/2025,05/07/2025,Individual Standards Evaluated,Medium,Yes,"3 serious incident reports did not contain all required documentation regarding an elopement. This includes the time and date law enforcement, and parents were notified, along with the names of those notified. ","An email was received from the operation on 5.7.25. The following was explained- To address the deficiency cited under 748.313(3)(B), the Assistant Administrator and Behavior Support Specialist, under the direction of the Administrator, will ensure all serious incident reports involving elopement include the date and time law enforcement and parents are notified, as well as the names of those contacted. Moving forward, this information will be verified before incident reports are finalized to ensure full compliance with licensing requirements."
03/13/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/29/2025,06/06/2025,Individual Standards Evaluated,High,Yes,Children in care were able to run away from the facility while being supervised by staff. ,"Inspection ID 4060305. An inspection was conducted at the operation on 6/6/2025. The caregivers reported the children are mostly supervised in the common areas and their bedroom doors are kept locked. Resident must asked staff to unlock the doors. The operation has reviewed expectations with staff to ensure more strategic staff placement during high-risk transitions, monthly incident trend reviews will be conducted to identify and correct supervision gaps, and address any other trends found. In case of an unauthorized absences the operation will updated supervision levels and individualized safety plans for the child involved.    "
03/13/2025,748.126(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/29/2025,06/02/2025,Individual Standards Evaluated,Medium,No,A staff member failed to follow policy and procedures. The staff member admitted to not conducting checks every 20 minutes as per policy. ,"1. Assistant Administrator will reinforce the importance of policy adherence through mandatory refresher training for all direct care staff on supervision protocols and documentation procedures.

2. Compliance Officer will implement random audits of supervision logs to ensure 15-minute checks are being completed and documented as required.

3. Assistant Administrator incorporate policy reviews into staff supervisions and ensure all new hires are oriented thoroughly on supervision expectations during onboarding.

"
02/02/2025,748.3701(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/24/2025,03/12/2025,Individual Standards Evaluated,Low,No,"During the monitoring inspection, the recreational chart provided did not contain a of indoor and outdoor recreational activities for the children daily. ","1.	Moving forward, the Assistant Administrator and Behavior Support Specialist will ensure the recreation schedule includes indoor and outdoor activities, as well as ensure the schedule is being adhered to. The recreation calendar has been updated."
12/18/2024,748.1339(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/21/2025,02/24/2025,Individual Standards Evaluated,Low,Yes,"The initial service plan for a child in care does not have the signatures or dates of participation for a professional level service provider or managing conservator. Therefore, it is unknown if they participated in the initial service plan meeting or reviewed the initial service plan.",The operation submitted the following written correction: Treatment Director and or Professional Service Level Provider will ensure they capture all attending parties' signatures for ISPs to ensure compliance with state minimum standards moving forward.
11/20/2024,748.1101(b)(4)(A)(vii) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2024,01/07/2025,Individual Standards Evaluated,Medium High,Yes,Multiple children interviewed confirmed a member of staff made an inappropriate comment to a child in care. ,Children and administrative staff unanimously stated there has been no reports of insults since last visit.
11/20/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2024,01/07/2025,Individual Standards Evaluated,Medium High,Yes,Multiple children and staff interviewed confirmed an inappropriate was made to a child by staff.  ,Children and administrative staff unanimously stated there has been no reports of insults since last visit.
11/07/2024,748.311(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/22/2024,01/27/2025,Individual Standards Evaluated,Medium,Yes,Serious incident reports were reviewed and they did not contain the required minimal standard criteria. The serious incident reports did not discuss the interventions made after the child returned to the facility. ,Operation has updated the serious incident reports in extended reach system to include interventions made after a child returns to an operation. INSP ID: 4040976
11/07/2024,745.8411(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/22/2024,01/31/2025,Individual Standards Evaluated,High,Yes,"During the team inspection, complete children's files, and the EBI annual evaluation were not available for review. ","The complete child record will be available for licensing to review on our Extended Reach system. A username has been created for this purpose. There will also be an individual resident binder available for review. The annual EBI evaluation was completed and observed. 
"
