Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
12/23/2024,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/07/2025,,Individual Standards Evaluated,High,Yes,An employee's son lives at the operation and does not have a background check. ,
10/02/2024,748.363(8) - Reports and Record Keeping,Reports and Record Keeping,No,10/08/2024,10/10/2024,D:Reports and Record Keeping,Medium,No,One out of two files reviewed for staff were required to have form 2912 completed but did not.,RCCR Inspector received a copy of the form 2912 completed for the employee. The director also stated that they are working on updating their checklist for employees to ensure the form 2912 is included. 
10/02/2024,748.1583(a) - Child Care,Child Care,No,10/23/2024,10/15/2024,J:Child Care,Medium,Yes,One out of two children files reviewed did not complete the TB test for the child in care.,"The director sent a copy of the TB test for the child. The director also informed RCCR Inspector that the operation staff had a meeting on 10/10/24 regarding the issue and plan to calendar with any placement under 1 year old their TB test on the day of placement, along with a reminder one week in advance. A case manager will do the calendaring and the director will review.  "
10/02/2024,748.3117(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,10/16/2024,10/15/2024,O:Safety and Emergency Practices,Medium,Yes,One cottage out of eight cottages had all three fire extinguishers with an expired date. The tags documented the date of September 2023.,The director sent a copy of the three fire inspections completed on 10/10/24. A copy of the receipt was also provided. They are now updated. 
02/22/2024,748.3421(3) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/22/2024,,Individual Standards Evaluated,Medium High,Yes,"There was a box of dish pods and lighter fluid accessible to children. During the inspection, the foster parent placed all the items in a locked closet, inaccessible to the children. ",
02/22/2024,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/02/2024,02/29/2024,Individual Standards Evaluated,High,Yes,One out of the two files reviewed did not have documentation that a drug test was completed. ,The director sent a copy of the drug test and results for the staff member missing in the file. The director also updated the checklist for the requirements in the staff files. A copy of the results and checklist were uploaded. 
12/11/2023,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/30/2024,01/30/2024,Individual Standards Evaluated,Medium High,Yes,The service plan was not specific to the child in care. ,Director sent an updated copy of the child's service plan. The plan addressed more specific details about the child and how the caregivers with supervise the child in the home and out of the home. A copy has been uploaded. 
04/18/2023,748.455(a) - Reports and Record Keeping,Reports and Record Keeping,No,04/25/2023,05/01/2023,D:Reports and Record Keeping,Medium High,Yes,The debriefings for the three unauthorized absences did not document all the required information. ,"A new form was crated to ensure all information is proved for the debriefing. A copy was provided. Staff attending training on April 24, 2023 to discuss the form."
04/18/2023,748.105(2) - Organization and Administration,Organization and Administration,No,04/21/2023,05/01/2023,C:Organization and Administration,Medium,Yes,One out of two staff files reviewed did not have a high school diploma to document that the staff person qualified for their position. ,The operation provided a copy of the staff's high school diploma. 
04/18/2023,748.3931(a)(3)(D) - Recreation Activities,Recreation Activities,No,04/19/2023,05/01/2023,Q:Recreation Activities,High,Yes,Cottage 4 did not have the ammunition locked. ,The ammunition was observed to locked properly. Photo was taken. They will be checked monthly.
04/18/2023,748.1583(a) - Child Care,Child Care,No,05/31/2023,05/09/2023,J:Child Care,Medium,Yes,One of the two child files reviewed did not have the tuberculosis screening.,"RCCR Inspector received a copy of the child's TB test for the child. Inspector reviewed the doctor's visit record conducted on 5/3/23 for the TB test. It was conducted as an X-ray screening. The operation received a copy of the final results on 5/8/23. The results were negative. A copy has been uploaded. 

RCCR Inspector spoke with administrator on 5/1/23. Child was taken to doctor and unable to receive TB test. Child was sick at the time of appointment. "
04/18/2023,748.3273(8) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/24/2023,05/01/2023,O:Safety and Emergency Practices,Medium Low,Yes,"There were three cottages that did not have a thermometer, four cottages that did not have tweezers and two cottages that did not have scissors in their first aid kit.",All first aid kits were observed to now have the missing items in the kits. The kits are now complete and will be checked monthly. 
04/18/2023,748.3239(b) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/25/2023,05/01/2023,O:Safety and Emergency Practices,Medium,Yes,One out of twelve fire drill reviewed and two out of twelve severe weather drills reviewed were not conducted within 6 months of the last drill. ,"Drills will be conducted every five months. Staff attended training on April 24, 2023 about the change. "
07/05/2022,748.303(a)(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/19/2022,08/19/2022,Individual Standards Evaluated,Medium High,Yes,On 6/15/2022 a child in care sustained an injury that required medical treatment. This was not reported to licensing until 7/5/2022.,The operation provided all direct care staff additional in-person training on the minimum standard requirements for reporting serious incidents to statewide hotline/licensing. The operation's administrator obtained the signatures of all staff that received the training and provided the documentation to licensing for review. 
05/04/2022,748.363(5) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,05/04/2022,,Individual Standards Evaluated,Medium,Yes,"Two staff files did not have proof TB test results. 

This was corrected during the inspection. ",
05/19/2021,748.363(3) - Reports and Record Keeping,Reports and Record Keeping,Yes,05/19/2021,,D:Reports and Record Keeping,Medium,Yes,"Out of the four employee files reviewed, no files had an employee job description.

This was corrected at the inspection. ",
10/28/2020,748.3365(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/31/2020,12/29/2020,Individual Standards Evaluated,Medium,Yes,During interview with children it was learned that two children in care shared a bed with each other at a sleep over. ,"RCCL Inspector, Taras Amie received compliance plan from operation to address deficiency. Operation submitted new policy and procedures to address ongoing overnight visits. Operation plan meets deficiency requirements and also addresses future compliance to reduce risk. "
