Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/30/2025,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/18/2025,06/18/2025,Individual Standards Evaluated,Medium High,Yes,The last annual fire inspection was conducted on 02/20/2024. ,Compliance was met when the Administrator sent the fire inspection document. The fire inspection passed on 6/10/2025. 
01/22/2025,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/07/2025,03/07/2025,Individual Standards Evaluated,Medium High,Yes,The child's service plan is not specific concerning her supervision and addresses her history. ,"Inspector received an email from the director. The operation met with the case managers about the importance of making sure that each residents' service plan reflects the supervision needed for their at-risk behaviors and their needs. Also, the meeting discussed the importance of being specific in these plans in regard to stating minutes between resident checks and what direct supervision looks like.  The case managers will be reviewing and updating all of our service plans to make sure they are in compliance and accurately state the residents' supervision needs. The meeting took place on 3/4/2025. The signed form by both case managers regarding the meeting was provided. "
08/07/2024,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/08/2024,08/09/2024,Individual Standards Evaluated,Medium,Yes,A staff member who was released of her duties on 7/29/2024 still have an active background check.,RCCR Inspector received documentation from administrator to address inactivate a staff person. HR updated their checklist to include this task. It is noted at Terminate Employee in DFPS Portal. 
08/07/2024,"748.1433(a)(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,08/16/2024,08/09/2024,"I:Admission, Service Planning, Discharge",Low,Yes,"The discharge summary did not document who was involved in the planning, such as the current caregivers and the  professional level service provider.",RCCR Inspector received documentation from director to address who participated in the planning. A copy was provided. It was also discussed on the phone with the director that the operation will ensure that the staff who participate in the planning will be documented properly. 
08/07/2024,"748.1433(d) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,08/16/2024,08/09/2024,"I:Admission, Service Planning, Discharge",Low,No,A discharge summary documented that the child only had two days of the notification. There was no documentation as to why four days was not provided.,RCCR Inspector received documentation from director to address the notification to a child during discharge. There was a reason but not documented. It was also discussed on the phone with the director that the worker completing the form will ensure that any information concerning the discharge will be noted in the summary. 
06/21/2024,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/26/2024,09/10/2024,Individual Standards Evaluated,Medium High,Yes,It was reported a staff member yelled at a child in care. ,Staff member attended trainings on August 27 and 28 concerning communication.
11/30/2023,748.2151(c)(3) - Medication,Medication,No,12/08/2023,12/11/2023,L:Medication,Medium,Yes,Nine out of the thirteen previous medication logs reviewed for the two children in care did not document the reason for the medication administered. ,The administrator and director updated the medication log to reflect the reason will be documented moving forward on all medication logs. The count will be printed when the medication logs are added to the child's file. All records were updated as well.
03/11/2023,748.863(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2023,06/05/2023,Individual Standards Evaluated,Medium,Yes,An intern was counted in ratio prior to completing de-escalation training. ,"Inspector assessed the training requirements that the intern will be required to complete before they will begin volunteering for the operation. The intern involved in the incident is no longer volunteering with the operation. Inspector spoke with Administrator to discuss the policy the volunteers will be following, and staff will be informed. This was known and staff was put on a performance plan for allowing this to occur. Staff will also be attending a meeting on 7/26/23 to remind them of the policy. They were sent an email for immediate reminder. All staff sent a reply to confirm receipt of the email. "
03/11/2023,748.535(3)(D) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/05/2023,06/05/2023,Individual Standards Evaluated,Medium High,Yes,A caregiver left children unattended with an intern. ,"Inspector assessed the training requirements that the intern will be required to complete before they will begin volunteering for the operation. The intern involved in the incident is no longer volunteering with the operation. Inspector spoke with Administrator to discuss the policy the volunteers will be following, and staff will be informed. This was known and staff was put on a performance plan for allowing this to occur. Staff will also be attending a meeting on 7/26/23 to remind them of the policy. They were sent an email for immediate reminder. All staff sent a reply to confirm receipt of the email. "
03/08/2023,748.311(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/15/2023,03/16/2023,Individual Standards Evaluated,Medium,Yes,Four out of four incident reports reviewed did not document the date of admission for the child involved. ,The director sent an email with a copy of the updated serious incident report. It includes the date of admission for the child or children involved. 
03/08/2023,748.1545(a) - Child Care,Child Care,No,03/22/2023,03/10/2023,J:Child Care,Medium High,Yes,One out of two children files reviewed did not have a hearing test. ,Director sent a copy of the child's hear test completed on 3/10/23.
08/16/2022,748.309 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2022,09/22/2022,Individual Standards Evaluated,Medium,Yes,A staff member who is a mandate reporter did not report an incident where a staff allegedly purchased a vape for a minor. ,The director sent an email stating that boundaries was discussed with all staff. They also had to attend a training about the dangers of young and vaping. They also had to attend a training on reporting incidents. Staff member is no longer employed.
08/16/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/19/2022,09/22/2022,Individual Standards Evaluated,Medium High,Yes,A staff member did not have appropriate boundaries with a child in care. ,The director sent an email stating that boundaries was discussed with all staff. They also had to attend a training about the dangers of young and vaping. Staff member is no longer employed.
03/17/2022,748.863(a)(3) - Training and Professional Development,Training and Professional Development,No,04/01/2022,03/29/2022,F:Training and Professional Development,Medium High,Yes,One out of four staff files reviewed did not have EBI training. ,The director send a copy of the staff completing the EBI training on 3/24/22. A copy of the certificate is in the case file.
03/17/2022,748.3239(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,03/24/2022,03/22/2022,O:Safety and Emergency Practices,Medium,Yes,The operation has not conducted any fire drills since October 2020 or severe weather drills since November 2020. ,"The director sent the updated inspections for the fire and severe weather. The director has set to re-occur in the calendar every 5 months for these drills. The documentation forms have been uploaded into their shared documents and instructions for completing a drill and where to keep the forms once completed have been added to the Gladney Home staff office. Copies of the drills are in the case files.

"
03/17/2022,748.3443(a)(6) - Physical Site,Physical Site,Yes,03/17/2022,,P:Physical Site,Medium,Yes,There were waffles on a plate in the refrigerator uncovered. The staff covered the waffles during the inspection. ,
05/12/2021,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/19/2021,05/18/2021,Individual Standards Evaluated,Medium High,Yes,Two medication records did not match the acutal count of medication present. ,The agency administrator stated that a system will be put into place to have medication counted before midnight to ensure the count is accurate. 
