Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
12/16/2024,748.1339(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/30/2024,12/27/2024,Individual Standards Evaluated,Low,No,"Two children record reviewed indicated child, caregiver, and CPS worker did not participate or reviewed the child's service plan.","The agency submitted their corrective action plan as follows:

1.Our Case Manger sends a Service Plan invitation to the Case Worker requesting their attendance no later than 14 days prior to the meeting.
2.Our Case Manager after the meeting is completed reviews the updated Service Plan with the resident and obtains the resident signature.
3.Our Case Manager emails a copy of the Service Plan to the Case Worker within 10 days of the meeting, requesting the Case Workers signature and to return the signed Service Plan
4.Our LCCA conducts a monthly quality review of the Service Plan to ensure signatures from the resident, case worker and staff have been obtained.
5.Our Case Manager files a copy of the updated Service Plan in the residents binder.

"
12/10/2024,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/02/2025,02/19/2025,Individual Standards Evaluated,High,Yes,Three residents left the facility without staff knowledge while under supervision.,The operation has come into compliance with this standard
12/10/2024,748.1351 - Individual Standards Evaluated,Individual Standards Evaluated,No,01/02/2025,01/02/2025,Individual Standards Evaluated,Medium Low,No,"According to interviews with residents and staff, residents ride the bus to and from school daily and walk to and from the bus stop on their own.  The children's service plan specifies that they are to be transported to and from school by shelter staff due to their history of running and/or leaving school or assigned areas without permission.",of the youth on the way to the bus stop. A copy of the updated service plans along with email notifications sent to the caseworkers were also provided for verification.
12/10/2024,748.303(a)(10)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/02/2025,01/02/2025,Individual Standards Evaluated,Medium,No,"The facility became aware of the missing children at 10:00AM, but the incident was not reported to licensing, law-enforcement, and CPS until 6:30PM.","An email was received from the operation which included a corrective action plan indicating the LCCA will be responsible for a=calling in all AWOL reports. It also indicated the LCCA will conduct daily audits of AWOL incidents to ensure they have been called in timely, all notifications have been made, and they are documented accordingly.
On 2/19/25 Interviews were completed with multiple children have been interviewed and advise of no additional concerns for supervision as they are never left alone."
12/07/2024,748.3301(i) - Physical Site,Physical Site,No,12/13/2024,12/16/2024,P:Physical Site,Medium High,Yes,The couch in the game room was observed to have a hole in the material. ,Corrected.
11/19/2024,748.393(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/21/2025,01/24/2025,Individual Standards Evaluated,Medium,No,"During the review of documents obtained, the victim child's service plan was not signed by any of the participating parties. ","A corrective plan was provided by the administrator, which states the following: The case manager will review the service plan with the resident and obtain the child signature and date of participation. The case manager will email the service plan to the case worker within 10 days of the meeting, requesting signatures, date of participation and request to return the signed and dated service plan. The administrator will conduct a monthly quality review of the service plan to ensure residents, case workers, and other participants have signed and dated the service plan. Lastly, the case manager will file the signed and dated service plan in the resident's binder. "
09/06/2024,"748.1337(b)(1)(N) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,09/13/2024,09/13/2024,"I:Admission, Service Planning, Discharge",Low,No,The children's service plans are missing the signatures of persons who participated in the completion of the service plan.,"1. Our Case Manager notify participants who attend the Service Plan meeting via virtual or phone that a copy of the Service Plan has been emailed for them to review, sign and return within 14 days of the service plan meeting
2. Our Case Manager receives the signed Service Plan and files a copy in the residents folder.
3. The LCCA or designee conducts an audit of the residents file to ensure the Service Plan is signed by participants."
09/06/2024,748.3061(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,09/13/2024,09/13/2024,O:Safety and Emergency Practices,Medium High,No,The operation Gas inspection expired in Jan 2024.,"1.
On 9/10/24, our LCCA hired a contractor to perform the facilitys Gas Inspection. On September 13, 2024, the Gas Inspection was inspected by the City of Houston and passed inspection (see attached tag of approval).
2.
The LCCA developed a spreadsheet with the date of the current inspection and the next inspection due date and will monitor the spreadsheet."
09/06/2024,748.3443(b)(1) - Physical Site,Physical Site,No,09/13/2024,09/13/2024,P:Physical Site,Medium,No,The thermometer in the refrigerator reads that 46. ,"1. Our LCCA developed a weekly Refrigerator Thermometer log for staff to monitor the temperature and to ensure food is stored at 40 degrees Fahrenheit.
2. Staff will check the refrigerator thermometer weekly and document the temperature on the log.
3. Staff report to the LCCA when the thermometer does not read 40 degrees Fahrenheit."
06/17/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2024,06/20/2024,Individual Standards Evaluated,Medium,No,The medication log does not have an accurate count of remaining medication.  ,"1.	The accurate remaining amount of medication is counted by staff administering the medication and the accurate remaining count is documented on the medication log.
2.	The LCCA conducted medication training on June 20, 2024, to ensure staff counts the remaining medication and document the correct amount on the medication log. 
3.	The staff or designee conducts a QA medication audit every shift to ensure the accurate amount of medication is remaining.
"
