Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
11/21/2024,"748.1385(7) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,11/29/2024,01/02/2025,"I:Admission, Service Planning, Discharge",Low,No,"During the inspection, we observed three of three service plan updates reviewed lacked updates to the estimated length of stay.  The children have exceeded the length of stay estimated in the admission assessment.","On 1/2/24, the operation submitted corrections indicating they will integrate the DFPS Form K-908-3300 service plan template into their service planning process going forward.  This template includes the requisite time frame updates.  "
11/21/2024,"748.1385(1) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,11/29/2024,01/02/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,"During the inspection, we observed three of three service plan updates lacked evaluations of effective strategies and goals for the children.  The service plans also lacked evaluation of Normalcy services.","On 1/2/24, the operation submitted corrections indicating they will integrate the DFPS Form K-908-3300 service plan template into their service planning process going forward.  This template includes the requisite update information regarding progress and effectiveness of strategies and techniques used to meet identified needs. "
11/21/2024,748.1103(a) - Children's Rights,Children's Rights,No,11/29/2024,01/02/2025,H:Children's Rights,Medium,No,"During the inspection, we observed two of three child's rights reviewed lacked documentation of the date reviewed with the child.","On 1/2/24, the operation submitted corrections stating expectations for completing the date field of the Child's Rights form was reviewed with staff on 11/26/24 and with Cottage parents on 11/27/24."
11/21/2024,748.2151(c)(2) - Medication,Medication,No,11/29/2024,01/02/2025,L:Medication,Medium,No,"During the Inspection, we observed two of three children's medication logs lacked documentation of the prescribing doctor's information on the form.","On 1/2/24, the operation submitted corrections indicating they would utilize updated medication logs including the requisite information which were developed on 11/19/24."
11/21/2024,748.2151(c)(6) - Medication,Medication,No,11/29/2024,01/02/2025,L:Medication,Medium,No,"During the inspection, we observed one of the three children's med log records reviewed lacked the signatures of the administering staff.  ","On 1/2/24, the operation submitted corrections indicating they would utilize updated medication logs including the requisite information which were developed on 11/19/24."
11/15/2024,748.2151(c)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/21/2024,11/19/2024,Individual Standards Evaluated,Medium,No,"During the after hours walkthrough, I observed three of four prescription medication logs lacked the reason the medication was prescribed.","On 11/19/24, the operation provided me with an updated medication log including a line for the missing Reason For Medication information.  The operation also submitted images of the current med logs with the Reasons for Prescription handwritten in.  The new logs will go into effect as new prescriptions start or when current medications begin a new sheet.  This brings this standard into compliance.   "
04/18/2024,748.930(b)(5) - Training and Professional Development,Training and Professional Development,No,04/30/2024,04/24/2024,F:Training and Professional Development,Medium High,Yes,Three of the four employee files read did not contain certificates for Medication of Administration.,All updated training certificates were sent and uploaded to document library
03/15/2024,748.3443(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,03/15/2024,,Individual Standards Evaluated,Medium,No,"During the inspection, I observed the refrigerator and freezer in the cottage to be lacking thermometers.  The house parent replaced the thermometers while I was present.",
03/15/2024,748.2151(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2024,04/02/2024,Individual Standards Evaluated,Medium,No,"During the inspection, I observed several medication logs to have entries with the initials of an individual administerinig the meds but no full name or signature.  ","On 4/2/24, the operation emailed updated medication logs with the name added to indicate to whom the initials in the cited med logs belonged.  Copies of these logs can be found in Document Library. This brings this standard into compliance.  "
03/15/2024,748.3111(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2024,04/02/2024,Individual Standards Evaluated,Medium,No,"During the inspection, I observed the professional test for the smoke detectors was six days overdue.  ","On 4/1/24, the operation provided emailed documentation of the smoke detector test having been completed on 3/20/24.  This brings this standard into compliance.  "
08/25/2023,748.3273(8) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,08/25/2023,,O:Safety and Emergency Practices,Medium Low,Yes,The main vehicle for the cottage did not have a thermometer in the First Aid Kit.,
08/25/2023,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,08/25/2023,,Individual Standards Evaluated,High,No,"One of the First Aid Kits had numerous packets of medication, which are required to be locked.  ",
08/25/2023,748.3001(a)(2) - Safety and Emergency Practices,Safety and Emergency Practices,No,09/08/2023,09/26/2023,O:Safety and Emergency Practices,Medium High,No,The Health and Sanitation inspection was due earlier this month.  The most recent inspection was done on 8/8/2022 .,Completed on September 5th.
06/14/2023,748.2307(8) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/18/2023,07/18/2023,Individual Standards Evaluated,Medium High,Yes,A caregiver yelled at a foster child on more than one occasion.  He also put his hand on the younger sibling's neck while guiding him to his bedroom.,"Documentation was sent to me from Administrator, Matt Rogers.  He reiterated what was done with the Litten foster parents after the case started. After extra trainings, coaching, and breaks, Children's Village decided that the Littens were not a good fit for their GRO.  Litten's last day was at the end of June, and they are no longer cottage parents with this operation.  The kids continue to thrive in the other home with the Cottage B parents."
03/03/2023,"748.1223(a) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,03/13/2023,03/24/2023,"I:Admission, Service Planning, Discharge",Medium,Yes,"Three of the four children's records showed that the initial medical exams were done 4, 3, and  2 days late.  ",Mr. Rogers sent me the corrections which had reportedly been done on March 9th.  The new treatment planning forms as well as all the other corrections were uploaded to digital storage and show as compliant.
03/03/2023,"748.1351 - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,03/13/2023,03/24/2023,"I:Admission, Service Planning, Discharge",Medium Low,No,"On two of the child plans, the implementation date was marked to be 10 days before signatures, and one plan showed an implementation date that was 28 days before the parties signed the plan.",Mr. Rogers sent me the corrections which had reportedly been done on March 9th.  The new treatment planning forms as well as all the other corrections were uploaded to digital storage and show as compliant.
