Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
03/16/2024,748.685(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/12/2024,04/17/2024,Individual Standards Evaluated,Medium High,Yes,A child in care that needs to be supervised closely with a history of eloping/AWOL was able to get Open Arms Open Hearts Foundations roof of the house. ,"The agency submitted corrections via email. In response to the citation, Administrator retrained all direct care staff on supervision and how to recognize and redirect childhood aggression to ensure the safety of all children and staff involved.  "
03/16/2024,748.3441(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/12/2024,04/17/2024,Individual Standards Evaluated,Medium High,Yes,A child in care had access and consumed raw foods from Open Arms Open Hearts Foundation refrigerator. ,"The agency submitted corrections via email. In response to the citation, Administrator gave all direct care staff a refresher training on storing raw foods to prevent contamination for the safety of the children. Staff has a log that has to be signed each time on the refrigerator on who cleans and stores all the raw foods in the home."
02/12/2024,748.3357(b)(2) - Physical Site,Physical Site,No,02/19/2024,06/05/2024,P:Physical Site,Medium,No,One bedroom was observed with five beds. ,The operation had moved the additional bed in bedroom four back to its proper place in room two
02/12/2024,748.3233(b)(3) - Safety and Emergency Practices,Safety and Emergency Practices,No,02/19/2024,06/05/2024,O:Safety and Emergency Practices,Medium High,Yes,Evacuation diagram doesn t have the designated shelter in place nor the meeting place outside locations. ,"The Inspection was completed, and the operation was in compliance with the minimum standard "
02/12/2024,748.3273(1) - Safety and Emergency Practices,Safety and Emergency Practices,Yes,02/12/2024,,O:Safety and Emergency Practices,Medium,No," The first aid kits were observed to be  missing adhesive tape, scissors, thermometer, and tweezers.

Staff place thermometer and scissor in first aid kit.",
02/12/2024,748.3441(m) - Physical Site,Physical Site,Yes,02/12/2024,,P:Physical Site,Medium High,Yes,"A package of thawing meat was observed in the refrigerator without any plastic bag. 

The meat was removed from the refrigerator and prepared for dinner. ",
02/12/2024,748.3367(1) - Physical Site,Physical Site,No,02/19/2024,06/05/2024,P:Physical Site,Medium High,Yes,One bedroom was observed with a triple decker bunk bed. ,"The operation removed the third bed from the bunkbed, resulting in a standard double-decker bunk bed."
07/12/2023,748.881(2) - Training and Professional Development,Training and Professional Development,No,07/26/2023,06/05/2024,F:Training and Professional Development,Medium High,Yes,3 of the 3 staff files reviewed did not include the required abuse and neglect training. ,3 of the 3 staff files reviewed did not include the required abuse and neglect training. 
07/12/2023,748.3101(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/21/2023,07/21/2023,Individual Standards Evaluated,Medium High,Yes,The operation does not have an updated fire inspection. ,The operation emailed an updated copy of their fire inspection. 
01/12/2023,748.683(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/24/2023,03/31/2023,Individual Standards Evaluated,Medium,No,children in care were not being properly supervised as they were allowed into a body of water to fish for crawfish and horseplay around the body of water. ,The operation acknowledges the lack of supervision for our caregivers during weekend hours and has hired two caregivers supervisors to help support and enfore OAHA policies all seven days of the week.
12/07/2022,748.1331(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/14/2022,01/11/2023,Individual Standards Evaluated,Medium Low,Yes,"During inspection, it was noticed that 4 of 4 of the reviewed records were without medication side effects in their 72 hr prelimary service plan.",OAOH acknowledges the deficiency and has implemented corrective action to avoid probability of repeat findings. Case Manager B. Brydson will ensure at admission that each individual child's 72-hour preliminary service plan will list all medication side effects associated with their specific medications.  
08/05/2022,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/12/2022,08/15/2022,Individual Standards Evaluated,Medium,Yes,The operation has not reported EBI quarter 2  April through June.,The operation submitted EBI quarter 2 and will make sure that EBI will be reported in a timely manner.
01/19/2022,748.2455(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/25/2022,02/25/2022,Individual Standards Evaluated,Medium High,No,"A staff member initiated a restraint (by placing her hands on the child in care and began pulling him out of the car) for non-compliance which led to a nosebleed.

",Open Arms Hearts will retrain the staff member in EBI de-escalation techniques. The staff member will be on a safety plan for the next 30 days. After speaking with the staff member regarding the restraint and being placed on a safety plan. The staff member declined to return to work.
12/27/2021,748.363(8) - Reports and Record Keeping,Reports and Record Keeping,No,01/07/2022,04/11/2022,D:Reports and Record Keeping,Medium,No,During inspection of staff files it was noted that 1 out of 4 staff files reviewed did not have report abuse and neglect form. ,"Email from Sherry Mullen Program Director:

AOH Acknowledges the importance of having this form completed by each staff member. We have 
collected all signed forms from our current staff
and have implemented it into our new hire paperwork for future staff to complete during their
first week of training.
"
12/27/2021,748.1583(b) - Child Care,Child Care,No,01/07/2022,04/11/2022,J:Child Care,Medium Low,No,It was noted that 3 out of 4 child records did not  have TB test result in their file. ,"Email from Sherry Mullen Program Director:

All current residents that did not have a TB test
performed in the mandated timeframe have now been completed and we have added the TB mandate in our 
admissions checklist as a quality, assurance to  make sure this is done in a timely
manner moving forward.
"
08/25/2021,748.2003(b)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/25/2021,09/09/2021,Individual Standards Evaluated,Medium High,Yes,upon review of records it was notice that medication was not administered on the date prescribed by the doctor on Aug 11th. Medication was administered on Aug 17th after it was delivered to the operation on Aug 13th. The delivery is according to medication documentation from pharmacy. ,"I, Kerah Jones RCCR inspector received email correction from operation to have a designated person responsible for late night med drop offs"
07/21/2021,"748.1215(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,08/02/2021,08/25/2021,"I:Admission, Service Planning, Discharge",Low,No,Upon review of admission assessment it was noticed the signature page was incorrect with dates signed. The cover page of the assessment had an incorrect date of admission for child,inspector reviewed admission assessment of resident's file. File was corrected as well as a corrective action was sent via email. 
05/28/2021,748.2853(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/25/2021,07/02/2021,Individual Standards Evaluated,Medium Low,Yes,Time of restraint is missing ,"I, Kerah Jones RCCL inspector received an email from Sherry Mullen <smullen@openarmsopenhearts.org> on July 2nd with corrective action plan and updated restraint form. "
05/28/2021,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/25/2021,07/02/2021,Individual Standards Evaluated,Medium,Yes,"Missing telephone number, physical address , age, gender, admission date, resolution of the incident, names of witnesses. ","I, Kerah Jones RCCL inspector, received email from Sherry Mullen <smullen@openarmsopenhearts.org>  on July 2nd. A corrective action plan and updated restraint form with requested information was correctly documented. "
05/28/2021,748.2151(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2021,08/25/2021,Individual Standards Evaluated,Medium,Yes,Two medication records were observed without a treating physicians name and one did not include what the medication was prescribed for.,inspector reviewed admission assessment of resident's file. File was corrected as well as a corrective action was sent via email. 
05/28/2021,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2021,08/25/2021,Individual Standards Evaluated,Medium High,Yes,A child's medication record was not in the medication binder for 3 days and the administered medication was not recorded. ,inspector reviewed medication and medication logs. These logs have been corrected A corrective action plan was also emailed. 
