Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/09/2025,748.3441(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,06/09/2025,,Individual Standards Evaluated,Medium High,Yes,"During a walk through of the operation, several food items were noted to be expired by several years that were in can goods.",
04/23/2025,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,04/23/2025,,Individual Standards Evaluated,Medium High,No,"During the investigation inspection, one child's medication record was not updated within 2 hours of staff administering the medication",
04/23/2025,748.930(b)(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/05/2025,04/29/2025,Individual Standards Evaluated,Medium High,No,"During the investigation inspection, EBI training certificates were reviewed and four staff members  were delinquent on completing their EBI refresher trainings. ","On 4/29/2025, the operation's Administrator provided EBI refresher training certificates to verify the four individuals who were lacking the required trainings, had completed the trainings and the operation is in compliance. The Administrator advised, to enhance their compliance with this Plan of Correction, they will implement training for all current staff and new hires in January and July of each year. The Administrator will play a key role in ensuring that all staff members complete this training in a timely manner. "
02/13/2025,748.1583(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/19/2025,02/19/2025,Individual Standards Evaluated,Medium Low,Yes,The operation did not have a copy of the child's tuberculosis screening. The child has been living at the operation for over 40 days.,The operation submitted an email stating that they have created a new document for intakes that includes all required documents for the intake. The assistant treatment director will be responsible for ensuring that all documents needed at intake are received and filed in a timely manner. The operation also submitted a copy of the missing TB test that was not in the child file. 
11/05/2024,748.753(a)(1) - Personnel,Personnel,No,11/12/2024,11/07/2024,E:Personnel,Medium,Yes,The employee file reviewed did not have a copy of the required reference checks required for employees hired after August 2023,A copy of the pre-employment reference check was completed and submitted. The operation also stated that they would be conducting the reference checks as part of their hiring process in the future. 
11/04/2024,748.1693(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/09/2024,12/11/2024,Individual Standards Evaluated,High,Yes,"During the investigation, it was reported by three of the four children interviewed that the food at the operation is molded and expired. One child reported being given snacks in November 2024, that had an expiration date of March and July of 2024. The other two children reported there is molded and expired foods in the refrigerator.  The protocol the staff and administrator report are being utilized to ensure there is no molded or expired foods is conflicting. ","An unannounced follow up inspection was conducted on December 11, 2024. Inspector observed the food in the refrigerator to be compliant and not expired. Pictures were taken. In addition, the operation provided a checklist for expired food and a daily checklist. Regarding food and portion sizes, the operation offers children the opportunity to enjoy as much as they desire. The operation provides healthy options such as salad, fruit, and water. The operation engages in discussions with the children about the benefits of making healthy choices."
09/12/2024,748.2151(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/20/2024,09/18/2024,Individual Standards Evaluated,Medium High,No,One child's record was missing documentation for the morning dose.  ,"Administrator is dedicated to ensuring the safety, and well-being of our children. Recognizing the important of medication management, we will provide additional medication training with a strong emphasis on the importance of vigilance and awareness when administering medication to the children, and documenting in a timely manner. All current staff will complete the medication administration training by September 30, 2024."
08/08/2024,748.3443(a)(6) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,08/08/2024,,Individual Standards Evaluated,Medium,No,"During the investigation inspection, there was an open package of sliced cheese and smoked sausages in the refrigerator, uncovered. ",
08/07/2024,748.3301(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/21/2024,Individual Standards Evaluated,Medium High,Yes,"During the investigation inspection on 8/8/2024 and follow up inspection on 9/5/2024, a childs bed was observed to have a broken slat. ","On 9/9/2024, the operation's Administrator provided photographs to show the child's bed was repaired. 

10/21/2024 - follow up was completed at the operation. The beds were repaired an in good condition. Inspection #"
08/07/2024,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/07/2024,10/21/2024,Individual Standards Evaluated,High,Yes,It was alleged a caregiver threatened to have their children fight a child and another caregiver would jokingly threaten to use a 2x4 on children in care. ,"A follow up inspection was conducted at the operation on Monday October 21, 2024. On 10/4/2024, the operation's administrator advised as part of their dedication to the well-being of children, we will ensure that all current staff and new hires receive training on the City of Hope's Policy and Minimum Standards, with a significant focus on the Child's Rights, particularly 'The right to be free from abuse, neglect, and exploitation. We will be initiating an Administrative Review to ensure that all necessary steps are taken to address the violations and prevent their recurrence in the future. This review is a vital part of our commitment to continuous improvement and maintaining the highest standards of care.
"
