Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/27/2025,748.3443(a)(6) - Physical Site,Physical Site,No,06/10/2025,06/16/2025,P:Physical Site,Medium,Yes,During a walkthrough inspection food was found to be stored in the refrigerator without a cover or in a container. ,During a walkthrough inspection food was found to be stored in the refrigerator without a cover or in a container. 
05/27/2025,748.3233(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/10/2025,06/10/2025,Individual Standards Evaluated,Medium High,Yes,During an walkthrough inspection the emergency evacuation relocation diagram was found to be without the rally point. ,"Operation submitted evacuation diagrams which now include the rally point and storm shelter location, bringing the standard into compliance. "
04/24/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/10/2025,06/16/2025,Individual Standards Evaluated,Medium,Yes,Records were found to be filled out as 15-minute checks completed however camera footage showed this to be incorrect as the 15-minute checks were not conducted. ,Three records selected at random were observed to be completed with accuracy and in an appropriate time frame. 
04/24/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/10/2025,06/16/2025,Individual Standards Evaluated,High,Yes,During an Investigation it was discovered that the staff on duty did not conduct 15-minute safety checks on a child in care as instructed on her safety plan pertaining to supervision. ,During a walkthrough inspection children in care were observed to be at eyesight and auditory view of the staff at all times. 
02/28/2025,745.8413(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2025,04/11/2025,Individual Standards Evaluated,High,Yes,"A relevant staff member was not interviewed because they failed to appear at scheduled meeting with Investigator and operation staff could not reach staff member either. 

","The administrator sent and email with the following information:

1.Letter dated 4/07/2025 regarding findings for Investigation #3146981.
2.Email from Mrs. Strauther dated 3/21/2025 asking if an SJRC Texas, Inc. team member was going to appear for a meeting with her. However, the meeting was set directly with team member, Janessa Garza and thus Ms. Garza's supervisor and the campus LCCA had no prior knowledge of the meeting time and date. 
3.Text messages between Ms. Strauther and Ms. Rendon-Lopez dated 3/24/2025 asking if team member would be on campus and available for an interview. Team member, Ms. Garza worked 10pm - 6am and departed campus at the end of her shift.  Unfortunately, the staff member was asleep due to working the night before and did not hear the phone ring.
4.Corrective Action issued to team member, Janessa Garza dated 3/25/2025.
5.SJRC Texas, Inc. Response Plan dated 4/11/2025.
6.Standard Operating Procedure: Licensing Investigation Protocols
7.Sign-in sheet for staff training on the newly developed Standard Operating Procedure that addresses the importance of cooperating with investigations and inspections. 

The SJRC Texas, Inc. supervisory team will be meeting with all the campus staff to review and discuss the newly developed Standard Operating Procedure regarding Licensing Investigation Protocols.  We are committed to working collaboratively with all Licensing entities for the good of our children.  

"
10/10/2024,748.1117 - Children's Rights,Children's Rights,No,10/24/2024,10/23/2024,H:Children's Rights,Medium Low,Yes,Reviewed 6 out of 6 child records and child rights only states searches being documented if personal items are removed. ,"Email from administrator stating Texas Youth Handbook has been revised to add the language that if caregivers conduct room searches, those will be documented in the childs records. In addition, a refresher was completed informing Shift Supervisors and Youth Care Specialists (direct care staff) on when room searches were permissible and how to properly document room searches in Incident Reports. The revised handbook is attached for your review, the change made can be found on Page five (5)."
10/10/2024,748.2953(b) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,10/24/2024,10/23/2024,N:Emergency Behavior Intervention,Medium,Yes,As of 10/10/2024 the data which was due by April 15th for restraints between January and March 2024 and data which was due by July 15th for restraints between April and June have not yet been reported to licensing.,"Administrator sent Email stating that missing EBI entries have been updated. Phone call to operation and administrator stated that in order to preventing late EBI reports in the future, quarterly reminders have been placed on calendars and entries will be made by the 15th day at the end of each quarter."
09/29/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/04/2024,12/04/2024,Individual Standards Evaluated,Medium High,Yes,"Caregivers made the decision to direct a staff member to be in a home, and in the presence of a child in care, against the directions in a Safety Plan even though other staff members were available to go to the home.","Administrator Emailed plan for Standard Operation Procedure (SOP) where safety plan between staff and youth must be implemented:1.
Notify Human Resources if a serious incident arises that necessitates the development of a staff safety plan to address a particular licensing investigation.
2.
The plan will delineate whether an employee may be present at the operation and in which capacity the employee may remain at the operation.
3.
The VP of Residential Programs and the Program Coordinator will meet with the staff member and inform them of the safety plan and any specific conditions of the individual safety plan.
4.
Staff member will sign that she/he is aware of the staff safety plan. A copy of the plan will be provided to the staff member and a copy will be kept in the employees file.
5.
Staff members immediate supervisor and all SJRC Touchstone management team will be informed of the safety plan for implementation purposes.
6.
Any staff safely plan developed will emphasize Prudent Parenting Practices. Please refer to the Texas Minimum Standards, §748.705. What is the reasonable and prudent parent standard.
7.
Staff safety plan will remain in effect until the Licensing investigation is resolved.
8.
Upon resolution of the investigation. The staffs supervisor will meet with that individual staff member and inform them of the resolution of the investigation.
a.
Staff member will return to regular schedule and duties without any conditions if the situation is resolved favorably.
b.
A consult with SJRC Texas, Human Resources staff will occur if the Licensing investigation concludes with a reasonable cause to suspect that a child was abused or neglected."
09/12/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/15/2024,10/10/2024,Individual Standards Evaluated,Medium High,Yes,A staff member had their personal computer at the operation and an inappropriate picture popped up which a child was able to see. ,"4 staff members and 3 children were interviewed.  All 4 staff members stated that the operation has provided staff computers for staff to use at the operation and children are never to have access to any of the computers.  Staff members stated that they are no longer able to use their own computers at the operation.  Documents were provided which state that personal property, personal items are prohibited form use during work hours.  2 children interviewed stated that staff are no longer able to use their own computers at the operation and 1 child said she had no information regarding staff devices. "
06/06/2024,748.3115 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/20/2024,06/19/2024,Individual Standards Evaluated,Medium,Yes,Inspector observed fire extinguishers in 2 houses to not have initials or dates showing they were inspected monthly.,"SJRC Response: SJRC Texas Touchstone Program revised the Home Monitoring Checklist form include a line and date for signature of person conducting home inspection and a second line for the approving Supervisor/Program Manager.
A copy of the original Home Monitoring Checklist as well as a copy of the updated Home Monitoring Checklist is attached for your review. The updated signatures and dates can be found in the new form on Page 4. Also, updated is the section on Health & Safety on Page 1with clear verbiage from Texas Minimum standards that includes specific language that the program is monitoring to ensure there is no interference with access, that extinguishers are readily accessible, and they are serviced by the local fire inspector which meets Texas Minimum Standard §748.3115. (1), (2), & (3).
The updated Home Monitoring Inspection form will go into effect on 06/19/2024."
