Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/31/2025,748.2203(c)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/07/2025,08/05/2025,Individual Standards Evaluated,Medium High,Yes,Medication log reviewed for one child contained missing dosages and was not recorded as a medication error.,"Documentation received from RTC Supervisor on 8/5/25 reflects an ""Employee Counseling Notice"" Form that will be used moving forward. This form will include the reason for counseling, employee's statement, and action to be taken."
12/10/2024,748.3441(m) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2024,01/02/2025,Individual Standards Evaluated,Medium High,Yes,Food was left in the sink to defrost. ,"Email received by operation supervisor with an attached document of the daily checklist staff must complete and sign prior to leaving their shift. This includes: ""dishes washed, counters wiped down, swept and put away dishes (NO LEFTOVERS)"""
12/10/2024,748.3441(c) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/27/2024,01/02/2025,Individual Standards Evaluated,Medium High,Yes,Refrigerator had crumbs and syrup stuck to the bottom of the refrigerator in the drawer area. ,"Email received by operation supervisor with an attached document of the daily checklist staff must complete and sign prior to leaving their shift. This includes: ""dishes washed, counters wiped down, swept and put away dishes (NO LEFTOVERS)"""
07/31/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/27/2024,09/25/2024,Individual Standards Evaluated,Medium,Yes,"The Service Plan of a child in care clearly notes the Level of Care as IPTP and night checks should be completed every 10 minutes, specifically from 10PM until midnight. Night Logs note checks were being completed every 10 minutes until 9PM and every hour after 9PM.",An email was received by the administrator stating that the supervision requirement of the Service Plans are being reviewed and will be highlighted on the log to ensure checks are being completed at the designated rates and times.
06/19/2024,748.3301(g) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/03/2024,07/03/2024,Individual Standards Evaluated,Medium,Yes,"Licensing observed and photographed broken glass pieces on the ground outside a window at Terry Cabin, which staff indicated had been there for two weeks. The staff cleaned up all broken glass pieces during the inspection.",A broken window had been replaced by a contractor who did not clean the broken glass from the site.  In the future maintenance will follow-up after a contractor has completed a task and assure the area is free of garbage and debris.
03/31/2024,748.453(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/07/2024,06/12/2024,Individual Standards Evaluated,Medium,Yes,A time notation is not present in the unauthorized absence log. ,"On 6/4/24 the following email was received from administrator: We are currently working with our database to automatically generate the log and working with the glitch that leaves that information off some reports. In the future we will fill that information in manually if the database is not able to report it.

Interview with Administrator and documentation provided showed updated annual summary log to continue reflecting the time the child was discovered and now includes the staff who filled out the form and staff who is supervising that child at the time of absence. Moving forward, extended reach is utilized to fill out incident reports and this will populate in the updated unauthorized summary log. "
03/31/2024,748.303(a)(9)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/07/2024,06/12/2024,Individual Standards Evaluated,Medium High,Yes,Reports to licensing was made outside of the required time frame. ,"Reports to licensing was made outside of the required time frame. 

On 6/12/24 conducted a physical follow-up. Requested documentation how staff would be notified of the new change in contacting the hotline within 2 hrs. of notifing law enforcement. This will be left pending as of 6/12/24, and notification will be provided at the latest on 7/7/24. "
03/31/2024,748.455(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/07/2024,06/12/2024,Individual Standards Evaluated,Medium High,Yes,A debriefing was not conducted with one of the resident involved within the required time frame. ,3 staff interviewed and documentation provided reflects that the new incident report includes the documentation of the debriefing with child upon returning to the operation with details on what the discussion will be about.
03/06/2024,748.2151(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/20/2024,04/04/2024,Individual Standards Evaluated,Medium,Yes,2 children records reviewed showed medical log is missing staff signature after administering medications. ,Reviewed 12 records and all contained signatures of where medication was dispensed properly. 
12/07/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/13/2024,02/22/2024,Individual Standards Evaluated,High,Yes,"Staff interviewed confirmed they informed the children they had to be in line of sight but then went inside the house for a brief period, leaving two children unattended.","3 staff were interviewed and conducted a recent supervision training held on 2/19/24. The following topics were covered, "" why it's important, on ranch, off ranch, recreation, in the ranch, prohibited Areas, At chapel, and know your children."" Training completion log was collected as well. "
