Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/14/2025,748.2801(2)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/24/2025,09/22/2025,Individual Standards Evaluated,High,Yes,Staff completed a prone personal restrain that lasted more than one minute. ,"YHA determined that after review of this investigation the employee in question was taken off administrative leave and terminated. Additional training was provided that reviewed: Enhancing Direct Care Staff leadership by increasing from having two Supervisors to having four Supervisors. Thus, there will be increased support for coaching and guiding staff in their compliance of the standards. Enhancing our EBI ""Handle With Care"" staff trainer from having only one Trainer to increasing that to have two staff Trainers. This will support staff for further coaching and guiding in their compliance of the standards since the Trainers are frequently present in the houses. Creating a poster to put by the time clock which indicates the rules of EBI related to restraints"
08/14/2025,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/24/2025,09/22/2025,Individual Standards Evaluated,High,Yes,Staff member failed to use self-control meanwhile trying to de-escalate a situation by resorting to making inappropriate comments to child in care about their family. ,YHA determined that after review of this investigation the employee in question was taken off administrative leave and terminated. 
08/14/2025,748.1217(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/24/2025,09/09/2025,Individual Standards Evaluated,Medium,Yes,"When reviewing a child's admission assessment, it was observed multiple required information needed at the time of admission wasn't documented on the admission assessment. ","The child involved was discharged on September 9, 2025, so updates to the case files cannot be made. The operation submitted an corrective action plan which outlined how they will avoid this deficiency in the future. See document library for more information."
06/20/2025,748.869(c) - Training and Professional Development,Training and Professional Development,No,07/04/2025,07/07/2025,F:Training and Professional Development,Medium High,No,2 out of 2 trainings  files reviewed for staff did not have training on pyschotrophic medication by a Health Care professional.,The agency send an email with trainings for the staff which showed that staff was trained by a health care professional on medication management on 07/07/2025
06/18/2025,748.455(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/27/2025,09/11/2025,Individual Standards Evaluated,Medium,Yes,"The Unauthorized Absence debriefing was missing the following information: the circumstances that led to the childs unauthorized absence, the trauma informed strategies the child can use to avoid future unauthorized absences and how the operation can support those strategies, the childs condition, what occurred while the child was away from the operation (including where the child went, who was with the child, the childs activities, and any other information that may be relevant to the childs health and safety), and including any routine activity that would be inappropriate for the child to return to and the explanation for why the activity is inappropriate.",The operation send a compliance regarding debriefing
06/18/2025,748.303(c) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,08/27/2025,,Individual Standards Evaluated,Medium,No,Two unauthorized absences were not documented timely.,
06/18/2025,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/27/2025,08/15/2025,Individual Standards Evaluated,Medium,Yes,"The Unauthorized Absence Log was missing the following information: gender, the time the unauthorized absence was discovered, the name of the caregiver responsible for the child at the time the child's absence was discovered, the intake report number (if a report was made to Licensing or the Department of Family and Protective Services), and whether law enforcement was contacted (including the name of any law enforcement agency that was contacted and the number of the police report, if applicable).","The compliance was met, the agency send appropriate documentation"
04/09/2025,748.311(4) - Reports and Record Keeping,Reports and Record Keeping,No,04/11/2025,04/16/2025,D:Reports and Record Keeping,Medium,No,During a review of records for Emergency Behavior Intervention. Serious Incident report was reviewed and found to not have the information on who conducted a restraint on a child,Administrator send over compliance documentation
04/09/2025,748.2855(a) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,04/11/2025,04/16/2025,N:Emergency Behavior Intervention,Medium,No,"During Inspeciton, serious incident report was reviewed. The file reviewed indicated that a child in care had a restraint completed on him. The details of the documentaiton was not in detail. 748.2855(a)- 748.2855(a)(9)",Administrator emailed over documentation to meet compliance.
04/05/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/11/2025,06/12/2025,Individual Standards Evaluated,High,Yes,A staff member admitted to falling asleep while on duty.,"Email received from Administrator stating Lead Staff will make more frequent round to check on the well being of their staff.
Direct Care staff will be encouraged to get appropriate rest before reporting for duty to help eliminate falling asleep during shift.
Supervision will be instructed to be more inter active with staff, offering regular breaks and even providing coffee, water and light snacks to keep staff alert and focused on the assigned tasks.
Practical Implications:
-Constant awareness: The caregiver should know where each child is and what they are doing at all times.
-Age-appropriate supervision: Younger or more vulnerable children require closer supervision.
-Individualized care: Supervision should be adjusted depending on each childs behavior, needs, and known risks.
-Proactive risk management: Caregivers should anticipate potential hazards and intervene before issues arise.
-Active Supervision: All residents will be monitored in intervals not to exceed 15 minutes.

"
03/30/2025,748.1331(f) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/05/2025,06/03/2025,Individual Standards Evaluated,Medium,Yes,"The child's preliminary service plan states that they will have their own living space, but they were placed in a room with another child in care. ","An email was received from the Administrator of the agency with compliance. The agency has reviewed and updated their policy in regard to admissions policy. This has been discussed with the intake staff to ensure that we are following any specific instructions on Attachment A. Effective immediately, the agency will ensure that all residents will be assigned their own private room during sleeping hours and will NOT be placed in a room with another child in care.
"
03/06/2025,748.363(10) - Reports and Record Keeping,Reports and Record Keeping,No,03/14/2025,03/11/2025,D:Reports and Record Keeping,Medium,No,"Three out of three files reviewed indicated that there was no signed statement from the employee that he or she will report suspected child abuse, neglect or exploitation",The administrator provided support documentation to ensure compliance.
12/05/2024,748.103(a) - Organization and Administration,Organization and Administration,No,01/17/2025,12/18/2024,C:Organization and Administration,Medium,Yes,The policies and procedures submitted in certain areas speak to the rights of the guardian only.,
12/05/2024,748.153(2)(C) - Organization and Administration,Organization and Administration,No,01/17/2025,12/07/2024,C:Organization and Administration,Medium,Yes,This rule is not addressed in the policies and procedures. ,Policies and procedures were updated to include this information. 
12/05/2024,748.105(8) - Organization and Administration,Organization and Administration,No,01/17/2025,12/07/2024,C:Organization and Administration,Medium,Yes,YHA's policy reporting serious incidents do not align with all the requirements found at 748.105 (8) and 748.303(a),Policies and procedures were updated to include this information. 
12/05/2024,748.125(d)(1) - Organization and Administration,Organization and Administration,No,01/17/2025,12/12/2024,C:Organization and Administration,Medium,Yes,"On page 253, the specific screening tool and its application is not defined. ","On page 253, the specific screening tool and its application is not defined. "
12/05/2024,745.621(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/09/2024,12/07/2024,Individual Standards Evaluated,High,No,The applicant and the designee do not have a background check submitted.,Background checks were submitted and pending CBCU processing. 
