Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
08/19/2025,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/20/2025,08/20/2025,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on August 19, 2025, it was determined that: 
(1)	your operations administrator failed to ensure compliance with the current HM Plan; and 
(2)	more than 12 months had elapsed since the effective date of the plan.
As you know, the heightened monitoring plan for your operation included a specific planned end date at the original 12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plan, your operation was unable to successfully move to post-plan monitoring by the original planned end date necessitating previous extension.  Furthermore, due to your recent citations issued on June 6, 2025, your operations planned end date must now be revised again, and the period of heightened monitoring must be extended again. 
Further details of the administrators failure to ensure compliance include the following: 
Your operation received a high weighted citation in a pattern/trend category on June 6, 2025.  Specifically, the operation was cited for 748.685(a)(4): Caregiver responsibility - During DFPS investigation staff reported having earphones on and admitted to having their eyes closed while working the overnight shift. The purpose of this standard is to protect the health, safety, and well-being of children by ensuring adequate supervision. Supervision is a basic element to the prevention of harm. The operation met compliance on 7/10/2025. 
-	Operation failed to satisfy the conditions of the plan.
-	Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring.
-	Operation was unable to meet compliance with high weighted licensing citation.
Finding: 748.535(2)  The licensed administrator must ensure the operation complies with current heightened monitoring plan.

","An HM extension was approved effective 8/19/2025.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2).  The HM deadline for your operation has been extended by 6 months and the new deadline is 2/18/2026.  "
06/22/2025,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2025,08/27/2025,Individual Standards Evaluated,Medium,Yes,Suicide screening that was provided was denied to have been completed by staff and child in care.  ,"8/27/2025 Follow-up by inspection (4072748), discussed with medical staff the process of documenting required information related to screenings in the operation online system.   

7/31/2025 email received with CAP, trainings sign-in sheet and email about one-on-one conversation with staff involved.  "
06/22/2025,748.125(d)(4)(E) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/31/2025,08/27/2025,Individual Standards Evaluated,Medium High,Yes,Suicide screening was not completed immediately after child in care was found with a t-shirt around their neck. ,"8/27/2025 Follow-up by inspection (4072748), medical staff was interviewed regarding the screening process and documenting required information in the operation online system.   

7/31/2025 email received with CAP, trainings sign-in sheet and email about one-on-one conversation with staff involved.  
CAP-Immediate Action:
 One-on-one supervision will be conducted with the nurse and therapist involved by 07.31.2025 to review scenarios that would prompt a suicide screen, accurate reporting expectations, coordinating documentation responsibilities, and what to expect during regulatory interviews.
 Refresher training will be completed with the nurse and therapist involved by 07.31.2025 in suicide screening procedures, documentation protocols, and post-incident debrief expectations.
 While this is will not be the norm quality assurance will provide one-on-one feedback by 07.31.2025 on how to properly document information on that has been gathered via a phone call whether  in real time or during a follow-up. 

Ongoing Monitoring and Process Improvement:
 This plan ensures that identified situations are addressed promptly and accurately through intensified oversight and clearly defined performance expectations.
 We will continue to monitor the proper completion of suicide risk screenings in all situations where a child exhibits warning signs that warrant such assessments. Any gaps in practice will be addressed immediately through targeted coaching and support to reinforce consistent adherence to suicide screening protocols."
05/20/2025,748.2151(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/27/2025,05/27/2025,Individual Standards Evaluated,Medium High,Yes,The medication count was documented incorrectly on the med log for a child s  prescribed medication.   ,"The operation provided the following corrective action via email on 05.27.25:

1. Targeted Training for Medical Team
a. The identified medical staff will receive refresher training on the proper procedure for
documenting medication counts, including how to record pills administered, remaining
inventory, and discarded medication.
b. The training will emphasize the importance of accuracy in Medication Administration Records
(MAR) and will include examples of common documentation errors and how to avoid them.
c. Completion Deadline: June 3, 2025.
2. Oversight and Quality Assurance Review
a. A MAR audit will be integrated into the daily medical communication log to ensure consistency
and promote daily accountability.
b. Medication Administration Records will be audited ""two deep"": the first audit will be completed
by the Residential Medical Supervisor, followed by a second review conducted by a member of
administration
3. Upcoming EMAR Implementation
a. New Life is in the process of rolling out an Electronic Medication Administration Record (EMAR)
system this summer. This system includes built-in safeguards to prevent medication
documentation discrepancies, such as real-time inventory tracking, auto-calculation of remaining
doses, and immediate alerts for missing entries.
b. We believe this transition will significantly enhance medication accuracy and accountability
across all shifts.
Identified staff training certificate and training sign-in sheet received. "
05/20/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/10/2025,07/17/2025,Individual Standards Evaluated,High,Yes,During DFPS investigation staff reported having earphones on and admitted to having their eyes closed while working the overnight shift. ,"07/17/2025- received training sign-in sheet list overnight staff. 

07/16/2025- FOLLOW-UP inspection conducted, interviewed the Director of Operations on steps taken. MSR- left PENDING, until training documents received. Training schedule for the evening of 7/16/2025. 

07/15/2025- email received from operation stating training will be completed on 7/16/225 instead of 7/15/2025 as indicated in CAP. One day extension granted. 
 

07/10/2025 CAP received from operation: 
Policy Reinforcement: All overnight direct care staff will receive refresher training on supervision standards, with emphasis on alert supervision while youth are sleeping, and inattentiveness, no later than 07/15/2025.

Enhanced Monitoring: For the next 60 days, the Residential Dorm Supervisor working the overnight shift will increase the dorm walk-throughs to two per hour between the hours of 12:00 am and 5:00 am to verify staff is alert and offer additional short breaks if staff need to step outside to refresh.
Performance Accountability: Supervisors will document monthly follow-up conversations to make sure all overnight staff are aligned with supervision best practices and any future infractions will be addressed through progressive disciplinary action up to and including separation.

Ongoing Oversight:
The overnight residential dorm supervisor will be granted camera access to monitor all dorm staff for alertness through the overnight hours. The Program Manager will be responsible for verifying the completion of the refresher training as well as follow-up supervisions.

AR will not be requested. "
05/14/2025,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/13/2025,06/17/2025,Individual Standards Evaluated,High,Yes,"A child in care, with identified high risk behaviors, was not provided 15-minute wellness checks and was left alone in the residence by a staff member.","6/13/2025 received email with CAP- We are submitting the following corrective action plan for this investigation and will not be requesting an
administrative review.

This failure is supervision created a serious safety concern and was addressed immediately. Upon internal review, it was determined that this was an isolated incident caused by a single staff member's failure to follow established supervision protocols. This was not reflective of broader practice and was promptly addressed as a targeted performance issue. Existing procedures and training were found to be clear and comprehensive; therefore, no
adjustments are needed to overall supervision policies or trainings are required at this time.
1. Immediate Action:
a. In response, the staff member was required to complete one-on-one coaching with the Program
Trainer as part of the broader corrective actions outlined in their internal Performance Improvement
Plan.
b. This session focused on supervision best practices, including executing line-of-sight visual checks during 15-minute intervals, the expectations outlined in the 24-Hour Awake Supervision policy, and the importance of thorough room checks, particularly during transitions.
2. Performance Oversight:
a. The identified staff member was placed on the highest level of an internal Performance Improvement Plan, effective immediately.
i. For the first 30 days, the Residential Dorm Supervisor will conduct increased documented
supervision, including unannounced spot checks and direct observation during transitions.

Additionally, the staffs monthly supervisions with the Program Manager will increase to a
bi-monthly schedule for a period of three months to review documentation and performance feedback.
iii. While the Performance Improvement Plan is an internal accountability tool, we want to note
that this incident will be treated with zero tolerance for the duration of the plan, which in
this case will span 12 months.
3. Ongoing Monitoring and Process Improvement:
a. This plan ensures that the identified staff member is held directly accountable through intensified oversight and clear performance expectations.
b. We will continue to monitor supervision practices across all shifts. Any gaps will be addressed promptly through targeted coaching and support to reinforce consistent adherence to supervision expectations."
03/10/2025,748.3115 - Safety and Emergency Practices,Safety and Emergency Practices,No,03/17/2025,04/08/2025,O:Safety and Emergency Practices,Medium,Yes,Fire extinguisher are NOT being inspected monthly.   ,"A follow inspection was completed, the operation provided documentation for the fire extingusher inspections.   "
02/13/2025,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2025,02/14/2025,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on February 13, 2025, it was determined that: 
(1)	your operations administrator failed to ensure compliance with the current HM Plan; and 
(2)	more than 12 months had elapsed since the effective date of the plan.
As you know, the heightened monitoring plan for your operation included a specific planned end date at the original 12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plan, your operation was unable to successfully move to post-plan monitoring by the original planned end date necessitating previous extension.  Furthermore, due to your recent citations issued on December 16th, 2024, your operations planned end date must now be revised again, and the period of heightened monitoring must be extended again. 
Further details of the administrators failure to ensure compliance include the following: 
Your operation received high weighted citation in a pattern/trend category on December 16, 2024.  Specifically, the operation was cited for 748.685(a)(3): Caregiver responsibility - Child in care was left unsupervised inside the dorm. The purpose of this standard is to protect the health, safety, and well-being of children by ensuring adequate supervision. Supervision is a basic element to the prevention of harm. The operation met compliance on 1/01/2025. 
-	Operation failed to satisfy the conditions of the plan.
-	Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring.
-	Operation was unable to meet compliance with high weighted licensing citation.
Finding: 748.535(2)  The licensed administrator must ensure the operation complies with current heightened monitoring plan.
","An HM extension was approved effective 2/13/2025.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2).  The HM deadline for your operation has been extended by 6 months and the new deadline is 08/14/2025.  "
12/29/2024,748.2307(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/17/2025,02/26/2025,Individual Standards Evaluated,High,Yes,"On video, a staff member was seen shoving a child to prevent them from going into the room of a peer. ","Follow-up conducted; training documents received see MI#4044427

2/12/2025 email received.  
Corrective Action Plan:
To ensure compliance with regulatory standards and prevent future incidents, the following corrective actions will
be implemented:
1. Targeted Staff Retraining
-The TCI Certified Trainer will provide one-on-one retraining to the staff member identified in the
video.
&#61623; The 2-hour retraining will focus on TCI interventions for de-escalation and managing crisis situations as well as reviewing the footage through the lens of TCI.
-Completion Deadline: February 21, 2025
2. Child Rights Training for All Direct Care Staff
- All direct care staff will receive Childs Rights training emphasizing the right to be free from harsh, cruel, unusual, unnecessary, demeaning, or humiliating treatment or punishment
(748.1101(b)(4)(A)) and 748.2303 (Subchapter M) Discipline & Punishment.
- Completion Deadline: February 21, 2025
3. Compliance Monitoring
-The Program Trainer will ensure that all staff remain current on TCI Refresher courses and Child
Rights trainings.
-The Program Manager and/or Manager on Duty will continue to review and debrief all critical
incidents with direct care staff to identify and implement additional training as necessary."
11/13/2024,748.685(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/23/2024,12/31/2024,Individual Standards Evaluated,High,Yes,Child in care was left unsupervised inside the dorm. ,"12/31/2024-follow up conducted at the operation discussed with Director and management systems put in place to ensure youth are accounted for. Postings were also observed during inspection.  
12/22/2024 email received from operation
Corrective Action:
1. Immediate Action:
&#61623; A visual ""Headcount"" posting will be prominently displayed by or on the doors as a constant
reminder for staff to complete multiple headcounts, particularly when transitioning to and from
the dorms.
&#61623; The Residential Dorm Supervisor (RDS) will conduct an additional walk-through of all dorms
immediately after the last dorm transitions to school each day. This ensures that all children are
accounted for.
&#61623; If the RDS is unavailable due to unforeseen circumstances, the RDS will immediately contact the
administration building to arrange for an alternative staff member to complete the room checks.
2. Daily Accountability:
&#61623; This procedure has been added to the morning RDSs daily checklist. The checklist will be
reviewed daily by either the Manager on Duty (MOD) or the Program Manager (PM) to ensure
compliance.
3. Monitoring and Follow-up:
&#61623; The MOD or PM will review the completion of the RDSs morning checklist to ensure consistent
adherence to the corrective action. Regular audits will be conducted as needed to assess the
effectiveness of this plan and ensure ongoing compliance."
