Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
07/08/2024,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/04/2024,09/12/2024,Individual Standards Evaluated,High,Yes,"During the DFPS ANE investigation, this standard was found to be deficient. A staff member used physical force on two children in care. ",This deficiency has been corrected. The staff was terminated. Staff have had additional training in emergency behavior intervention and compassion fatigue. Several staff and children were spoken to and had no further concerns. 
07/08/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,09/04/2024,09/12/2024,Individual Standards Evaluated,Medium High,Yes,"A staff member admitted to ""losing their cool"" when interacting with children, and ultimately caused harm to two children in care. The staff was engaging with the children on the basketball court, but the incident escalated and the staff did not use prudent judgement or self-control during the incident. ",This deficiency has been corrected. The staff was terminated. Staff have had additional training in emergency behavior intervention and compassion fatigue. Several staff and children were spoken to and had no further concerns. 
02/15/2024,748.941(d) - Training and Professional Development,Training and Professional Development,No,02/23/2024,02/23/2024,F:Training and Professional Development,Medium High,Yes,4 employee files were reviewed for annual training. 2 employee's annual training on psychotropic medication was not provided by a health care official.,The operation discussed that they knew a pharmacist that they would get in touch with. They plan to conduct the trainings over zoom due to the pharmacist's location and busy schedule. 
09/26/2023,748.125(d)(4)(D) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/04/2023,10/04/2023,Individual Standards Evaluated,Medium,Yes,4 out of 4 children reviewed had a 135 day gap between suicide risk screenings.,"An email was sent stating ""Suicide Screenings will be administered every 90 days after admission for children 10 years of age or older. We have added this task to our ""shared calendar"" with all staff to insure timely completion."""
09/26/2023,748.2857(a) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,10/04/2023,10/04/2023,N:Emergency Behavior Intervention,Medium,Yes,2 out of 3 EBI reports did not inform the managing conservator of the restraint within 72 hours.,"An email was sent stating ""All parents will be notified in writing within 72 hours of a Physical Restraint on their child.  Written notification will be attached to the Serious Incident Report."""
05/26/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/12/2023,07/12/2023,Individual Standards Evaluated,Medium High,Yes,"Several children and staff interviewed mentioned behaviors they have witnessed regarding Mr. Limon during the course of his duties, including yelling and ""horseplay"" including wrestling with children in care.","Email received from Scott Russell on 7/12/2023.

""Mr. Limon will receive additional training regarding Discipline and Guidance to improve his competency, prudent judgment, and self-control in the presence of children and when performing assigned tasks.  This training will be completed by 7/12/2023. 
 
We will also continue to implement random camera reviews per our Heightened Monitoring plan to monitor Mr. Limons interactions with the children and provide him with written feedback of each observation. 
 
Mr. Limon will have a clear understanding that subjecting children to yelling as a discipline measure is not appropriate and should never occur.  
 
Mr. Limon will receive guidance regarding playful engagement (aggressive touch or play such as playing basketball, baseball, football, and general horse play) can trigger negative reactions with some boys that have experienced trauma in their life and should be carefully considered before participating in such playful engagement with each boy.""
"
09/28/2022,748.3443(a)(6) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/28/2022,,Individual Standards Evaluated,Medium,Yes,"During a walkthrough of House A, packages of flour, sugar and rice were stored in open containers in the kitchen cabinets, and shredded cheese, a package of lunchmeat, and a jar of peppers were  stored uncovered in the refrigerator.",
09/07/2022,748.3365(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,09/07/2022,,Individual Standards Evaluated,Medium,No,2 beds in the Big House did not have mattress covers. Staff put the mattress covers on the beds and corrected it during the inspection. ,
07/21/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/29/2022,12/08/2022,Individual Standards Evaluated,High,Yes,Investigation by DFPS found that a child in care was exploited by a staff member to obtain and distribute illegal drugs.  ,"12.8.22-Inspection conducted at Sweeten Home.  Three staff were interviewed regarding the recent boundaries training and subsequent changes in policies and procedures and all provided details of the trainings and subsequent changes as a result. Staff have already begun new cell phone monitoring procedures and a copy was provided of a completed cell phone monitoring report.

12.7.22-Administrator provided via email training forms for each staff member showing that staff received training on boundaries as well as the updated policies and procedures as discussed on 12.2.2212.

12.2.22-Administrator provided via email updated policies and procedures for monitoring electronic devices, the new monitoring electronic devices policy and cell phone monitoring report, updated telephone policy, and new training form Professional Boundaries with Children Living in Residential Child Care. This training will include the review of the Telephone Policy and Monitoring Electronic Devices Policy as well.  

11.30.22-CCR inspector spoke with Administrator by phone as well as email on this date regarding the child's rights deficiency.  Administrator confirmed that SWI was contacted as soon as the inappropriate text messages were discovered and perpetrator was immediately banned from access to the physical premises as well as any electronic means of communicating with the children in care, including a safety plan that temporarily removed all electronics from children and not allowing children to go off campus unless accompanied by staff.  Administrator is actively considering a variety of available resources regarding appropriate boundaries between staff and children in residential care that he will begin immediately reviewing with administrative staff and house supervisors in weekly meetings, and these staff will in turn begin communicating these with their direct care staff while a formal training curriculum is developed.  Sweeten Home currently has an electronic device policy that children acknowledge during placement that allows staff to monitor their cell phone usage,and Sweeten Home will continue to require cell phones to be turned in overnight, with monthly cell phone monitoring for inappropriate content to be mandatory for every child in care going forward rather than on a random selection basis as they have done in the past.  Children will be provided with the landline phone numbers for their house as well as their supervisor's cell phone number as their initial points of contact at placement. 

"
07/21/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/30/2022,12/08/2022,Individual Standards Evaluated,Medium High,Yes,A staff member used a personal cell phone over the course of several months to communicate with a child in care to discuss inappropriate matters and arrange illegal activities.  ,"12.8.22-Inspection conducted at Sweeten Home.  Three staff were interviewed regarding the recent boundaries training and subsequent changes in policies and procedures and all provided details of the trainings and subsequent changes as a result. Staff have already begun new cell phone monitoring procedures and a copy was provided of a completed cell phone monitoring report.

12.7.22-Administrator provided via email training forms for each staff member showing that staff received training on boundaries as well as the updated policies and procedures as discussed on 12.2.2212.

12.2.22-Administrator provided via email updated policies and procedures for monitoring electronic devices, the new monitoring electronic devices policy and cell phone monitoring report, updated telephone policy, and new training form Professional Boundaries with Children Living in Residential Child Care. This training will include the review of the Telephone Policy and Monitoring Electronic Devices Policy as well.  

11.30.22-CCR inspector spoke with Administrator by phone as well as email on this date regarding the prudent judgement deficiency.  Administrator confirmed that SWI was contacted as soon as the inappropriate text messages were discovered and perpetrator was immediately banned from access to the physical premises as well as any electronic means of communicating with the children in care, including a safety plan that temporarily removed all electronics from children and not allowing children to go off campus unless accompanied by staff.  Administrator is actively considering a variety of available resources regarding appropriate boundaries between staff and children in residential care that he will begin immediately reviewing with administrative staff and house supervisors in weekly meetings, and these staff will in turn begin communicating these with their direct care staff while a formal training curriculum is developed.  Sweeten Home currently has an electronic device policy that children acknowledge during placement that allows staff to monitor their cell phone usage,and Sweeten Home will continue to require cell phones to be turned in overnight, with monthly cell phone monitoring for inappropriate content to be mandatory for every child in care going forward rather than on a random selection basis as they have done in the past.  Children will be provided with the landline phone numbers for their house as well as their supervisor's cell phone number as their initial points of contact at placement. "
07/19/2022,748.1337(b)(1)(D)(viii) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,07/19/2022,,Individual Standards Evaluated,Medium,Yes,Two service plans reviewed had missing or incorrect medication information.  One service plan omitted a non-psychotropic medication that a child is currently prescribed; a second service plan contained a note that a medication dosage had been changed but the change had not been updated in the detailed table of psychotropic medications.,
