Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
03/18/2025,748.151(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2025,06/04/2025,Individual Standards Evaluated,Medium,No,"The child's managing conservator stated he was not informed about the incident and found out about it when the child mentioned it to him. The PM, who is in charge of calling CPS stated he believed he had contacted the CPS worker but was not one hundred percent certain. The administrator stated the PM is the person who calls CPS as is required, but that unfortunately they don't have phone records of it occurring. Per the operation's policies and procedures, the facility will notify the caseworker as soon as possible but no later than 2 hours. ",RCCR Supervisor received an email from Administrator Mitchell with the compliance plan. It states residents will be taken to the doctor as soon as any medical concerns are reported. In the event an incident occurs after business hours they will be taken to the Urgent Care or Emergency Room. Caseworker/managing conservator will be notified by Administration or Residential Manager when an incident occurs with a resident as soon as possible but no later than 24 hours. 
10/14/2024,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/15/2024,10/15/2024,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on October 14, 2024, it was determined that:

(1) your operations administrator failed to ensure compliance with the current HM Plan(s); and

(2) 12 months had elapsed since the effective date of the plan.

As you know, the heightened monitoring plans for your operation included a specific planned end date at the 12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to
move out of active heightened monitoring to a phase of post plan monitoring. As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plans, your operation is now unable to successfully move to post-plan monitoring.

Furthermore, your operations planned end date must now be revised, and the period of heightened monitoring must be extended again. 

Further details of the failure of your operations administrator to ensure compliance include the following:

- Operation was unable to meet compliance with Medium-High or High weighted licensing citations, including having an open investigation(s).

Finding: 748.535(2)  The licensed administrator must ensure the operation complies with current heightened monitoring plans.
","An HM extension was approved effective 10/14/2024.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2).  The HM deadline for your operation has been extended by 6 months and the new deadline is 4/15/2025.  "
04/12/2024,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/13/2024,04/14/2024,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on April 12, 2024, it was determined that: 
(1)	your operations administrator failed to ensure compliance with the current HM Plan(s); and 
(2)	more than 12 months had elapsed since the effective date of the plan.
As you know, the heightened monitoring plans for your operation included a specific planned end date at the original 12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.  As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plans, your operation was unable to successfully move to post-plan monitoring by the original planned end date necessitating previous extension. Furthermore, due to your recent citation issued on September 26, 2023, your operations planned end date must now be revised again, and the period of heightened monitoring must be extended again. 
Further details of the administrators failure to ensure compliance include the following: 
Your operation received a high weighted citation in a pattern/trend category on December 4, 2023.  Specifically, the operation was cited for 748.2307(6) Other Prohibited Punishments-pinching, pulling hair, biting, or shaking a child. The operation met compliance on December 11, 2023.  
- Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring. 
- Operation was unable to meet compliance with Medium-High or High weighted licensing citations   
Finding: 748.535(2)  The licensed administrator must ensure the operation complies with current heightened monitoring plans.
",
02/25/2024,748.1101(b)(4)(A)(vii) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/17/2024,04/16/2024,Individual Standards Evaluated,Medium High,Yes,Several children in care stated that they have been threatened by staff at the facility. ,"Email received from Administrator Mitchell stating that Staff Meeting/Training scheduled for 4/24/24.  Administration will review with staff the Minimum Standard that was cited, review and provide a copy of the NHYC Childs Rights/TDFPS Childs Rights, as well as provide training to educate them on methods that are more effective in dealing with a child. 

Email sent on 04.25.2024 with sign in sheet for training provided on 04.24.2024"
12/15/2023,748.3421(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/15/2023,,Individual Standards Evaluated,High,Yes,"During the walkthrough of the facility, one Green gallon of all purpose pinalen Fresh pine cleaner was observed  on top of counter next to the washing machine.",
12/15/2023,748.3441(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,12/15/2023,,Individual Standards Evaluated,Medium High,Yes,During the walkthrough of the facility several rotten pears were observed inside the fruit bowl in the kitchen counter. All rotten fruits were trashed by staff in my presence.,
10/11/2023,748.535(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/12/2023,10/13/2023,Individual Standards Evaluated,Medium High,Yes,"During a review conducted on October 11, 2023, it was determined that:

(1) your operations administrator failed to ensure compliance with the current HM Plan(s); and

(2) 12 months had elapsed since the effective date of the plan.

As you know, the heightened monitoring plans for your operation included a specific ""planned end date at the
12-month mark by which your operation was expected to meet all heightened monitoring criteria necessary to move out of active heightened monitoring to a phase of post plan monitoring.""  As a direct result of the administrators failure to ensure timely compliance with heightened monitoring plans, your operation was unable to successfully move to post-plan monitoring necessitating extension.  Furthermore, your operations planned end date must now be revised again, and the period of heightened monitoring must be extended again.  Further details of the failure of your operations administrator to ensure compliance include the following:

Your operation received a medium-low weighted citation in a pattern/trend category on September 26, 2023.  Specifically, the operation was cited for 748.1335 Initial Service Plan-Complete the initial service plan within 45 days after admission. The operation met compliance on September 26, 2023.   

- Operation failed to demonstrate 6 months of successive compliance with the standard and contract requirements that led to heightened monitoring.  

","An HM extension was approved.  In conjunction with this extension, a new deadline was established by which all requirements must be completed by your CPA/GRO in order for the operation to be released from its HM plan and move to the Post-plan Monitoring Stage of HM.  Because the extended deadline is now effective, HHSC has determined that the operation is compliant with the requirements of 26 TAC 748.535(2).  The HM deadline for your operation has been extended by 6 months and the new deadline is 4/12/24.  "
09/26/2023,748.1335 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/29/2023,09/26/2023,Individual Standards Evaluated,Medium Low,Yes,One child service plan was reviewed today. It was observed during the review of the plan that the child was admitted on 08-10-23 but initial service plan was completed on 9-25-23 which is 46 days. Agency staff stated that the initial servce plan was completed on 09-22-23 and not 9-25-23 as indicated in the plan but was not able to provide me with any evidence that the meeting was held on 9-22-23.,"Written correction was sent via email today 9-26-23. In the correction, the operation stated that henceforth, they will be completing initial service plans within 45 days from date of child admission. "
08/29/2023,748.685(c)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/04/2023,12/11/2023,Individual Standards Evaluated,High,Yes,It was determined that a child grabbed a pair of scissors that were unattended from the kitchen counter and threatened to stab staff. ,"2 staff were interviewed, and they confirmed that a meeting was held with administrator and that staff will ensure that all scissors are removed immediately residents finished using it as well as all other items that could be deemed unsafe.  The also confirmed that Administration/ Managers / Houseparent are doing walk through each shift to ensure that no unsafe items are left unattended. They also stated that Minimum Standard was reviewed with staff. 
"
08/29/2023,748.2307(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/04/2023,12/11/2023,Individual Standards Evaluated,High,Yes,It was determined that staff was pinching a child's nose to get the child get off of him.,"Follow up by inspection was completed. 2 staff were interviewed, and they confirmed a refresher course for EBI was held for all staff. The operation also sent a written correction, in its correction, it stated that a refresher course was held on EBI.  Copy of the refresher training certificate for 10-8-23 by a professional licensed trainer and photo was taken after approval."
