Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/29/2025,748.505(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/27/2025,06/22/2025,Individual Standards Evaluated,High,Yes,Record of TB screening was not observed to be present in one employee file. ,"The operation emailed a copy of the employee's TB Screening along with the following corrective action: Effective immediately, we will be conducting an audit of all active employee files to ensure they contain all required and up-to-date documentation. The employee file cabinet will be rekeyed to restrict unauthorized access. We are currently implementing an electronic record system that will enable us to track and manage documentation more efficiently. This system will provide automated notifications for any missing or outdated information, ensuring our files remain in compliance. "
05/29/2025,748.935(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/27/2025,06/22/2025,Individual Standards Evaluated,Medium,No,"Annual trainings that included Trauma Informed Care, Psychotropic Medication Normalcy, and Suicide were all found to be delinquent for one employee. ","The operation emailed the following corrective action: Effective immediately, we will be conducting an audit of all active employee files to ensure they contain all required and up-to-date documentation. The employee file cabinet will be rekeyed to restrict unauthorized access. We are currently implementing an electronic record system that will enable us to track and manage documentation more efficiently. This system will provide automated notifications for any missing or outdated information, ensuring our files remain in compliance."
12/12/2024,748.1337(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2025,02/10/2025,Individual Standards Evaluated,Medium Low,No,Two service plans reviewed contained the same needs for both children. ,"Ensuring that each service plan is tailored to a child's specific circumstances is a priority, and we are taking steps to prevent this issue from recurring.  Additionally, the individual responsible for the original plans is no longer employed with The One Discovery. Moving forward, we remain committed to maintaining high standards in service planning to ensure every child receives the care and support they need. 

"
12/12/2024,748.2307(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/15/2025,05/02/2025,Individual Standards Evaluated,High,Yes,Based on the information gathered and obtained throughout the investigation it was determined a staff member slammed a child to the ground.,The standard was evaluated and found to be in compliance.
07/30/2024,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/30/2024,10/18/2024,Individual Standards Evaluated,High,Yes,"The operation's child-care administrator position has been vacant since May 28, 2024. ",The operation's child-care administrator position was filled in August 2024.
07/01/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/01/2024,Individual Standards Evaluated,Medium High,No,"During interviews with the victim and staff members, it was discovered that the children in care are allowed to lay on and or sit closely with staff demonstrating inappropriate boundaries.","During interviews with the victim and staff members, it was discovered that the children in care are allowed to lay on and or sit closely with staff demonstrating inappropriate boundaries. 
"
04/10/2024,748.2605(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2024,08/12/2024,Individual Standards Evaluated,High,Yes,Staff member place knee on ribs while trying to conduct a restraint on a child in care.,Staff member place knee on ribs while trying to conduct a restraint on a child in care.
04/04/2024,748.1215(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,05/10/2024,Individual Standards Evaluated,Low,No,A child record reviewed did not have a signature on the admission assessment. ,The correct document with the signature was not available during inspection but was later submitted. To ensure records are available upon request. Our records will be provided via a printed binder or access will be granted to our electronic records system to ensure timely access to records upon request.
04/04/2024,748.1333 - Individual Standards Evaluated,Individual Standards Evaluated,No,04/11/2024,05/10/2024,Individual Standards Evaluated,Medium,No,A child record reviewed did not have a signature on the preliminary service plan. ,The correct document with the signature was not available during inspection but was later submitted. To ensure records are available upon request. Our records will be provided via a printed binder or access will be granted to our electronic records system to ensure timely access to records upon request.
04/04/2024,748.753(d)(1) - Personnel,Personnel,No,04/11/2024,04/18/2024,E:Personnel,Medium Low,Yes,A review of a staff files has no employee reference checks documented. ,"The operation submitted proof of employee reference checks done prior to pre-employment. The following action has been taken: Each person hired after 8/09/2023 has their have their reference 
and checked up included with in their employment file."
