Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/15/2025,748.1545(a) - Child Care,Child Care,No,05/29/2025,05/30/2025,J:Child Care,Medium High,Yes,A child in care was missing a vision and hearing test upon admission.  ,Email received stating moving forward to correct issue with vision and hearing requirements/screenings will either be checked in the three-day visit or by the nurse within the prescribed time frame set by minimum standards.     
05/15/2025,748.1225(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/29/2025,05/30/2025,Individual Standards Evaluated,Medium Low,Yes,A child in care did not have a dental appointment with 90 days of admission.  ,"Email received stated when children arrive at operation, they have established a secondary dental provider to help meet timeframes that are required by minimum standard requirements.  At the time of the appointment the dental availability was outside of the 90-day requirements of minimum standards.  "
12/04/2024,748.2151(c)(7) - Medication,Medication,No,12/06/2024,12/11/2024,L:Medication,Medium,Yes,"A child refused to take medication, this refusal or the reason of refusal was not documented on the medication record.","Email received stated when children refuse medications, not only will there be documented as a serious incident report in the childs record, the refusal will also be indication on the med log sheet for each refusal. This deficiency was corrected on 12/5/2024. "
12/04/2024,748.2151(f) - Medication,Medication,No,12/11/2024,12/11/2024,L:Medication,High,Yes,Two child medication records had a space for prohibited prescription or allergies to medication however this was left blank.,"Email received stated Med Log records were completed leaving no blank spaces on the records, i.e. any medication allergies. "
12/04/2024,748.2151(c)(3) - Medication,Medication,No,12/11/2024,12/11/2024,L:Medication,Medium,Yes,While reviewing medication logs the reason why the medication is being prescribed was not listed for two child files.,"Email received stated med Log records were completed leaving no blank spaces on the records, i.e. the reasons for the medications. "
12/04/2024,"748.1209(d) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/11/2024,12/11/2024,"I:Admission, Service Planning, Discharge",Low,Yes,"Child orientation was not in two child files. Operation stated topics are discussed when admitting the children, but it has not been document.","Email received stated For all current residents an orientation was completed with new sign-in sheets, with resident signatures."
12/04/2024,745.651(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/06/2024,12/11/2024,Individual Standards Evaluated,Medium,Yes,"While reviewing background checks there were three employees who are not long employed since mid-November, with active background checks.","Email received stated upon termination of employment, Human Resources will inactivate the employees in the DFPS Provider Portal, within three (3) business days. On this specific deficiency, this was remedied on 12/4/2024. "
12/04/2024,"748.1205(a)(10) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,12/11/2024,12/11/2024,"I:Admission, Service Planning, Discharge",Medium High,Yes,When reviewing two child's records the known contraindications to the use of restraint was not addressed.,"Email received stating in all child records an addendum was created to specifically list any known contraindications to the use of restraint. Moving forward, this will be included in both the Preliminary Service Plan, the Initial Service Plan, and the Admissions Assessment. "
09/12/2024,748.2307(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/16/2024,10/24/2024,Individual Standards Evaluated,High,Yes,Video reviewed showed staff pouring a cup of ice on child's head. ,Staff interviewed confirmed management regularly discuss discipline. Staff were also provided SAMA refresher. Sign in sheets were provided.
09/12/2024,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/18/2024,10/24/2024,Individual Standards Evaluated,Medium High,Yes,Interviews reported hearing the staff curse at a child in care. ,Staff interviewed confirmed management regularly discuss discipline. Staff were also provided SAMA refresher. Sign in sheets were provided.
