Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
05/13/2025,748.1937(a)(4) - Providing Children and Adult Care,Providing Children and Adult Care,No,05/27/2025,05/27/2025,K:Providing Children and Adult Care,Medium Low,Yes,It was determined that an adult in care is sharing a bedroom with a child younger than 24 months. ,"As per the CEO/Executive Director, the operation has assigned Program Director to ensure that any adult resident in care will not share a room with any child at any time whose age difference exceeds 24 months. "
05/13/2025,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/27/2025,05/27/2025,Individual Standards Evaluated,High,Yes,One of two staff files did not have a required drug test. One staff file had a drug test months after hire date. ,"As per the CEO/Executive Director, the operation has assigned the HR Coordinator to ensure that all applicants prior to being hired will have passed pre-employment drug testing with the results of the testing documented."
05/13/2025,748.751(a)(2) - Personnel,Personnel,No,05/27/2025,05/27/2025,E:Personnel,Medium,Yes,One of two staff files did not have documented employment verification and both files did not have reference checks. ,"As per the CEO/Executive Director, the operation has assigned the HR Coordinator to ensure the organization remains in compliance with the minimum standards. Employment verification will be documented, and the information will be written for each reference checked and noted on TPLCOH employment verification form."
05/13/2025,748.505(b)(5) - Personnel,Personnel,No,05/27/2025,05/27/2025,E:Personnel,Medium,Yes,Two of two staff files did not have the required document. ,"As per the CEO/Executive Director, the operation designated the HR Coordinator to ensure the organization remains in compliance with minimum standards. Form 2912 has been added to TPLCOH new hire packet.  All new hires will be required to complete before employment is confirmed and begun.  Additionally, each current employee has completed form 2912 and a copy has been placed in their employee binder. "
05/13/2025,748.861(b)(3) - Training and Professional Development,Training and Professional Development,No,05/27/2025,05/27/2025,F:Training and Professional Development,Medium,Yes,Two of two staff members did not have the required childcare experience. Both staff did not have the required shadowing of another caretaker. ,"As per the CEO/Executive Director, the operation's HR Coordinator has ensured that all personnel have a minimum of 40 hours on-site training and shadowing within the facility of TPLCOH. These hours have been documented as training on our schedules.  Going forward the HR Coordinator will ensure that pre-service training/shadowing will be documented on the provide tracking document for all new hires prior to being alone with children in our care. Schedules provided showing training onsite hours. "
05/13/2025,748.869(c) - Training and Professional Development,Training and Professional Development,No,05/27/2025,05/27/2025,F:Training and Professional Development,Medium High,Yes,Two of two staff files did not have the training instructor-led requirements relating to psychotropic medication training. Two or two staff files did not have any evaluation and/or assessments relating to EBI trainings. ,"As per the CEO/Executive Director, the operation has designated the LCCA/Administrator to ensure that all personnel who administer medications will receive instructor-led training by licensed personnel from the pharmacy used by the operation prior to being entrusted with those responsibilities. The Pharmacist of Record has scheduled training with TPLCOH personnel dated 06/03/2025. Documentation will be provided upon completion of training.   "
05/13/2025,748.881(3) - Training and Professional Development,Training and Professional Development,No,05/27/2025,05/27/2025,F:Training and Professional Development,Medium High,Yes,Two of two staff files reviewed not have any training related to any type of emergencies and/or communicable diseases.  ,"As per the CEO/Executive Director, the operation's Administrator has delegated the HR Coordinator/Training Coordinator, to ensure that all pre-service and annual trainings include signature pages, and post-test documentation to convey understanding of the information following trainings. The HR Coordinator will conduct CQI assessments monthly to ensure all employees have satisfied these requirements. "
02/02/2025,748.3443(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/14/2025,02/17/2025,Individual Standards Evaluated,Medium,Yes,The thermometer is both the freezer and refrigerator are not fuctioning. ,The Pride Lands Center of Hope shall designate Abram Chizer  Staff Supervisor to ensure the organization remains in compliance with minimum standards.  A daily log sheet has been created and is prominently displayed for staff once a day to log the thermometer reading of both the freezer and the refrigerator.   
02/02/2025,748.3001(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/18/2025,02/17/2025,Individual Standards Evaluated,Medium High,Yes,The operations health inspection has expired. ,The Pride Lands Center of Hope shall designate Thurman Outley  Program Director to ensure the organization remains in compliance in ensuring sanitation inspection will be conducted at least once every 12 months. Mr. Outley will conduct quarterly checks and will schedule an Sanitation inspection at least 30 days prior to expiration to ensure any deficiencies can be addressed prior to the current certificates expiration
06/27/2024,748.2003(b)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/05/2024,Individual Standards Evaluated,Medium,Yes,"Medications prepared the day prior, were observed prepackaged in a zip lock bag.","The Pride Lands Center of Hope has designated Thurman Outley -Director to ensure
that each childs medication will be administered within 1 hour of preparation.  
"
06/27/2024,748.2003(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/05/2024,08/05/2024,Individual Standards Evaluated,Medium High,Yes,Medications were observed prepackaged in a zip lock bag. ,The Pride Lands Center of Hope has designated Thurman Outley -Director to ensure that all medication will be stored in its original packaging unless there is an additional container with the same label and administering instructions.  
06/27/2024,745.641 - Individual Standards Evaluated,Individual Standards Evaluated,No,06/28/2024,08/05/2024,Individual Standards Evaluated,High,Yes,A staff with an ineligible background check was present at the operation & in contact with children in care.,The Pride Lands Center of Hope has designated Thurman Outley -Director to ensure that no employee will be present in the operation with access to children until a CBCU background designation allowing such a presence at the operation. 
06/27/2024,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/05/2024,Individual Standards Evaluated,Medium High,Yes,Child/Caregiver ratio was not in compliance during waking hours. ,The Pride Lands Center of Hope shall designate Litha Tucker -Administrator to ensure the organization remains in required ratio according to the clients Service Plans and minimum standards. 
06/27/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/05/2024,Individual Standards Evaluated,Medium,Yes,Records reviewed were not consistent with verbal reports. ,"The Pride Lands Center of Hope shall designate Litha Tucker -Administrator to ensure that all record details are true, accurate and complete.  "
06/27/2024,748.685(c)(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/02/2024,08/05/2024,Individual Standards Evaluated,Medium,No,The operation did not follow the supervision outlined in a child's service plan. ,The Pride Lands Center of Hope shall designate Litha Tucker -Administrator and Verily Harris-Harper -Treatment Director to ensure that each childs service plan is followed as agreed upon. 
03/13/2024,748.3001(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/13/2024,03/18/2024,Individual Standards Evaluated,Medium High,No,It was found that the operation sanitation inspection has expired.,"The Pride Lands Center of Hope shall designate - (Thurman Outley-Director) to ensure
Sanitation Inspection officials will complete inspections annually, (not later than 12 months from
the previous inspection). The Pride Lands Center of Hope shall contract inspection services
through licensed sanitation and health organizations only."
02/23/2024,748.363(12) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/23/2024,,Individual Standards Evaluated,Medium,Yes,"During Inspection 1 out of 3 staff did not have transportation training. 

Corrected at inspection.

The operation director was able to print staff transportation certification.",
02/23/2024,748.1103(d) - Children's Rights,Children's Rights,Yes,02/23/2024,,H:Children's Rights,Medium,No,"During inspection 1 out of 3 children in care records was missing signature for child rights.  


Corrected at inspection. Staff was able to have child in care sign child rights ",
02/23/2024,748.3273(1) - Safety and Emergency Practices,Safety and Emergency Practices,No,03/01/2024,03/13/2024,O:Safety and Emergency Practices,Medium,No,"During inspection 2 of the 3 of the First Aid kit were missing safety  items.. one first aid was missing tweezer, and Thermometer. The second first aid kits was missing tweezer. 
","During inspection 2 of the 3 of the First Aid kit were missing safety  items.. one first aid was missing tweezer, and Thermometer. The second first aid kits was missing tweezer. 
"
02/23/2024,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,02/23/2024,,Individual Standards Evaluated,Medium,No, During inspection it was observed unauthorized absence log did not generate the proper information to document unauthorized absence correctly.   Director provided the correct unauthorized absence log sheet.,
02/23/2024,748.3233(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,03/01/2024,03/13/2024,O:Safety and Emergency Practices,Medium High,Yes,During inspection it was observed emergency evacuation and relocation diagram did not have the required outside and inside designated safe meeting area. ,During inspection it was observed emergency evacuation and relocation diagram did not have the required outside and inside designated safe meeting area. 
01/26/2024,748.393(b)(2) - Reports and Record Keeping,Reports and Record Keeping,No,02/07/2024,03/13/2024,D:Reports and Record Keeping,Medium High,Yes,One of three files were observed without the known allergies and chronic conditions indicated. ,One of three files were observed without the known allergies and chronic conditions indicated. 
01/26/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/07/2024,03/13/2024,Individual Standards Evaluated,Medium,No,"The child list provided listed a childs first name completely inaccurate, the staff list had inactive staff as active, and the service plans dates of admission were inconsistent.","The child list provided listed a childs first name completely inaccurate, the staff list had inactive staff as active, and the service plans dates of admission were inconsistent."
01/26/2024,748.753(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/07/2024,03/13/2024,Individual Standards Evaluated,Medium High,Yes,Three of three employees did not have documentation of attempted reference checks for previous employment experience.,Three of three employees did not have documentation of attempted reference checks for previous employment experience.
01/26/2024,748.455(a)(2) - Reports and Record Keeping,Reports and Record Keeping,No,02/07/2024,03/13/2024,D:Reports and Record Keeping,Medium,No,Upon inspection it was observed that trauma informed strategies section of the required debriefing was not completed in child in care files.,Upon inspection it was observed that trauma informed strategies section of the required debriefing was not completed in child in care files.
01/26/2024,748.911(a) - Training and Professional Development,Training and Professional Development,No,02/07/2024,03/13/2024,F:Training and Professional Development,High,Yes,Three of three personnel files did not contain the required first aid training. ,Three of three personnel files did not contain the required first aid training. 
01/26/2024,748.681(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/07/2024,03/13/2024,Individual Standards Evaluated,Medium,No,Three of three caregivers did not have qualifications of education in the personnel files.,Three of three caregivers did not have qualifications of education in the personnel files.
01/26/2024,748.453(a)(1) - Reports and Record Keeping,Reports and Record Keeping,No,02/07/2024,03/13/2024,D:Reports and Record Keeping,Medium,No,"Upon inspection it was observed, the annual unauthorized absence log does not contain all of the required components such as date of admission, the time of incident, and when the absence was discovered, ","Upon inspection it was observed, the annual unauthorized absence log does not contain all of the required components such as date of admission, the time of incident, and when the absence was discovered, "
01/26/2024,748.3001(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/07/2024,03/13/2024,Individual Standards Evaluated,Medium High,Yes,It was found that the operation sanitation inspection has expired.,
10/30/2023,748.2857(a) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,11/13/2023,11/13/2023,N:Emergency Behavior Intervention,Medium,Yes,A restraint was conducted on a child and there is no notification documentation. ,Pride Lands Center of Hope will ensure that all appropriate parties will be informed of restraint via email no later than 72 hours of EBI.
10/30/2023,748.2151(d) - Medication,Medication,No,11/13/2023,11/14/2023,L:Medication,Medium High,No,Four of four child medications were reviewed and counted. One of the child's pill count did not match the medication log. ,This standards is found to be compliant.
10/30/2023,748.363(7) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/13/2023,11/14/2023,Individual Standards Evaluated,Medium,No,Two staff files were reviewed. One staff file affidavit was not notarized.,This standards is found to be compliant. 
10/30/2023,748.3443(b)(2) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,10/30/2023,,Individual Standards Evaluated,Medium,No,During the physical walkthrough the freezer was observed to not have a thermometer. This was corrected at site by a staff member going to purchase a thermometer.  ,
10/30/2023,748.2855(a)(4) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,11/13/2023,11/13/2023,N:Emergency Behavior Intervention,Medium,Yes,"The restraint report reviewed did not state what type of EBI was used. The form is also missing the person who performed the restraint, attempts to explain to the child what behaviors were necessary for release from the intervention, the actions the caregiver(s) took to facilitate the childs return to normal activities following the end of the intervention, If personal restraint is used, documentation must also include the specific restraint techniques used, including a prone or supine restraint used as a transitional hold.","Pride Lands Center of Hope will document a restraint report along with a serious incident report. The restraint report will include the person who performed the restraint, attempts to explain to the child what behaviors were necessary for release from the intervention, the actions the caregiver(s) took to facilitate the childs return to normal activities following the end of the intervention. The restraint report will also indicate what type of restraint technique was performed."
10/17/2023,748.363(7) - Reports and Record Keeping,Reports and Record Keeping,No,10/31/2023,10/30/2023,D:Reports and Record Keeping,Medium,Yes,1 out of 2 staff files reviewed did not have the affidavit notarized. ,1 out of 2 staff files reviewed did not have the affidavit notarized. 
