Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
03/24/2025,745.4151(c)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/31/2025,04/28/2025,Individual Standards Evaluated,High,Yes,"During the staff record review, it was noted that the pre-employment drug test results were received on 3/6/25, after staff had already begun working with residents.",This standard was evaluated and found to be in compliance.
03/24/2025,748.509 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/31/2025,04/21/2025,Individual Standards Evaluated,Medium,No,"During the staff record review, it was noted that staff had been working with residents without a TB screening.",This standard was evaluated and found to be in compliance.
03/24/2025,748.863(a)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/31/2025,04/21/2025,Individual Standards Evaluated,Medium High,Yes,"During the staff record review, it was noted that staff received EBI training after working with residents alone at night.",This standard was evaluated and found to be in compliance.
03/04/2025,748.3001(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/18/2025,03/18/2025,Individual Standards Evaluated,Medium High,Yes,Annual health inspection has expired. ,"The administrator will set a reminder in the operations outlook calendar of the annual inspection so that it does not expire before getting the exemption letter completed. The administrator will conduct a monthly check of all subchapter S to ensure every requirement is addresses in a timely manner. 
"
03/04/2025,748.1103(d) - Children's Rights,Children's Rights,No,03/18/2025,03/18/2025,H:Children's Rights,Medium,Yes, When reviewing child right's rights two forms were missing the signatures and dates. ,EGM staff will use the admissions checklist as a guide to be sure all required documentation is completed in a timely manner. The administrator will conduct a monthly audit to ensure all requirement is completed. 
03/04/2025,"748.1223(d) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,03/18/2025,03/18/2025,"I:Admission, Service Planning, Discharge",Medium Low,Yes,Two child files reviewed are missing medical exam.,A checklist will be created by the administrator and check bi-weekly to ensure it's being completed thoroughly. If the child in care is from out of state the administrator will ensure to communicate with the case manager and case worker for completion in a timely manner. 
03/04/2025,"748.1437(6) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,03/18/2025,03/18/2025,"I:Admission, Service Planning, Discharge",Medium High,Yes,A child's record did not have a copy of any treatment provided.,"Discharge paperwork was completed, but not in the residents file. A Discharge Checklist was created to be used for future discharges. The administrator will conduct a monthly audit to ensure all require documentation is complete. "
07/29/2024,748.751(b)(1) - Personnel,Personnel,No,08/12/2024,08/12/2024,E:Personnel,Medium Low,Yes,Two staff files reviewed didn't indicate that operation contacted previous employers due to there being no results of this information. ,The administrator completed all staffs pre-screening and submitted copies to RCCR. The administrator will conduct monthly audits to ensure the pre-screening documentations are being completed in prior to being offer a position at the operation. The administrator will evaluate all documentations in a staff file prior to offering an candidate a position at the operation. 
07/04/2024,748.1103(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2024,07/29/2024,Individual Standards Evaluated,Medium,No,The child's rights document was observed not to be signed by the child.,Administrator will ensure the child in care signs at time of in processing. The staff will be trained on all in processing requirements with time limit to ensure all requirements are completed in a correctly. A check list was added to child in care file. 
07/04/2024,748.1333 - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2024,07/29/2024,Individual Standards Evaluated,Medium,No,The preliminary service plan is not signed by the Treatment Director or PLSP.,Administrator/Treatment director has signed the preliminary service plan and added a signature box to the form. The administrator will do a random check weekly to ensure all forms in child's records will be completed properly. 
05/14/2024,745.4151(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/28/2024,05/16/2024,Individual Standards Evaluated,High,Yes,The operation's drug test policy doesn't include a list of the drugs that the operation screens for and the drug test report doesn't include all the drugs tests based on Texas Administrative Code (TAC). ,The operation provided a new policy that included a list of the drugs the operation will be screening for based of Texas Administrative Code. The operation will ensure all staff members sign and date the policy. 
